ref:mise,fuel:diesel,fuel:octane_101,fuel:octane_100,fuel:octane_98,fuel:octane_95,fuel:cng,fuel:lpg,operator,brand,lat,lon
14853,,,,,,,,Ciotta Michele,Esso,37.26096,13.91801
20349,,,,,,,,Patti Giovanni,Q8,37.26531,13.9184
46593,,,,,,,,Mega Service S.A.S. di Termini Michele &c .,Q8,37.25016,13.91423
23777,yes,,,,yes,,,Alfonso di Benedetto Carburanti Lubrificanti S.R.L.,Sicilpetroli,37.36247,13.85553
43200,yes,,,,yes,,,Eos Services S.R.L. a Socio Unico,EOS,37.35354,13.84522
40223,,,,,,,,F.Lli Barbieri S.R.L.,,37.35228,13.83221
9408,yes,,,,yes,,,Di Benedetto Fabio,Q8,37.38012,13.84685
41311,yes,,,,yes,,,Gazzara Salvatore,Agip Eni,37.35296,13.84449
40562,,,,,,,,Cummo Giuseppe,Esso,37.35695,13.85125
37104,,,,,,,,Cummo Salvatore,Esso,37.35695,13.85124
31425,yes,,,,yes,,,Petrolservices S.A.S. di Riccardo di Benedetto & C.,Giap,37.36153,13.85413
34101,yes,,,,yes,,yes,Grm di Marchese Ragona Giuseppe S.A.S.,,37.36224,13.78875
29965,yes,,,,yes,,,Di Benedetto Carburanti S.R.L.,,37.35221,13.83217
13093,yes,,,,yes,,,Di Benedetto Riccardo,Esso,37.35378,13.84778
44359,yes,,,,yes,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Esso,37.35588,13.86288
16277,,,,,,,,Sud - Petroli S.A.S. di Caico Giacinto,Esso,37.35217,13.84088
40181,yes,,,,yes,,,Rametta Car Service Società in Nome Collettivo di Rametta Giuseppe & C .,Q8,37.542,13.64645
30771,yes,,,,yes,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Giap,37.54271,13.65273
39567,yes,,,,yes,,,Sa.Ra. S.A.S. Del Dr. Racalbuto Antonino & Co,,37.34952,13.75951
18512,yes,,,,yes,,,Miceli Michelina,,37.44098,13.39088
22153,yes,,,,yes,,,Agozzino Pasquale,SP Energia Siciliana,37.44088,13.39104
9498,,,,,,,,Dp Fuel Di D'Anna Francesco & C S.N.C.,Q8,37.51986,13.43618
42515,yes,,,,yes,,,Dbs Servizi Petroliferi S.R.L.,Sicilpetroli,37.44519,13.65966
42816,yes,,,,yes,,,Palumbo Antonio,Q8,37.30642,13.64849
21532,yes,,yes,,yes,,,Castronovo Filippo,Agip Eni,37.32455,13.66298
4112,yes,,,,yes,,,Di Nolfo Maria Carburanti S.A.S.,Agip Eni,37.32119,13.6658
14269,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,37.30828,13.65823
8015,yes,,,,yes,,,Floan S.R.L.,Q8,37.35069,13.61183
45282,yes,,,,yes,,,Adamo Idrocarburi S.R.L.,Adamo Idrocarburi,37.36126,13.64222
45285,yes,,,,yes,,yes,Adamo Idrocarburi S.R.L.,Adamo Idrocarburi,37.24747,13.66758
45164,yes,,,,yes,,yes,Adamo Idrocarburi S.R.L.,Adamo Idrocarburi,37.34814,13.61619
33022,,,,,,,,Mendolia Antonio,,37.3472,13.67679
39716,,,,,,,,Petrolcoke Energy S.R.L.,SP Energia Siciliana,37.30941,13.65657
35079,yes,,,,yes,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Lukoil,37.31943,13.66094
13225,,,,,,,,Scariano Benedetta,SP Energia Siciliana,37.32028,13.66375
45783,yes,,,,yes,,,Cavallaro Mirko,Agip Eni,37.40203,13.69145
41348,,,,,,,,Service Auto S.A.S. di Cavallaro Ilaria & F.Lli,Agip Eni,37.40203,13.69138
46352,yes,,,,yes,,,Di Benedetto Carburanti S.R.L.,,37.35777,13.55687
40673,,,,,,,,Costanzo Carburanti S.R.L.,,35.50089,12.60155
39889,,,,,,,,Nautilus Marine S.R.L.,,35.86358,12.85239
24796,,,,,,,,Petrol Service Lampedusa S.R.L.,,35.49956,12.60647
12369,yes,,,,yes,,,Di Benedetto Carburanti S.R.L.,Esso,37.1115,13.9216
27202,yes,,,,yes,,,Alaimo Amedeo Angelo,Esso,37.10265,13.94013
46489,yes,,yes,,yes,,,Alaimo Amedeo Angelo,Agip Eni,37.11205,13.9886
12667,yes,,,,yes,,,Liotta Maria Rosa e Co. S.A.S.,Agip Eni,37.10983,13.95174
43144,yes,,,,yes,,,Taibi Calogero,Agip Eni,37.10986,13.92732
20954,,,,,,,,De Caro Agostino,Esso,37.11469,13.95988
11336,yes,,,,yes,,,Graci Rosario,Giap,37.10336,13.94062
47076,yes,,,,yes,,,Decaro Liborio,Esso,37.11475,13.95982
37083,yes,,,,yes,yes,yes,Sicilpetroli S.R.L.,Sicilpetroli,37.12049,13.94675
8898,yes,,,,yes,,,Radosta Carburanti S.R.L.,,37.59078,13.29105
42514,yes,,,,yes,,yes,Alfonso di Benedetto Carburanti Lubrificanti S.R.L.,Lukoil,37.60656,12.95824
42301,,,,,,,,Bonfante Antonino,Agip Eni,37.60303,12.96009
27408,,,,,,,,Bonfante Antonino,Agip Eni,37.5958,12.97282
43340,yes,,,,yes,,,Manzone Elena Leonarda,Agip Eni,37.38892,13.35115
45501,yes,,yes,,yes,,,Eos Services S.R.L. a Socio Unico,Q8,37.7035,12.99127
25814,yes,,,,yes,,,Petrol Agricoltura S.R.L.,Esso,37.70592,12.98098
14967,,,,,,,,Scirotta S.A.S. di Accidenti Giuseppe,Q8,37.70349,12.99123
15744,,,,,,,,Cammarata Renato,,37.30516,13.91543
44300,yes,,,,yes,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Giap,37.29481,13.79225
28246,,,,,,,,Pacinella Calogero,Q8,37.29483,13.79223
12021,yes,,,,yes,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Giap,37.29438,13.79568
14343,,,,,,,,Catania Nicola,Agip Eni,37.1892,13.7712
43147,yes,,,,yes,,yes,Taibi Lillo,Agip Eni,37.19266,13.75334
27393,,,,,,,,Incardona S.R.L.,,37.1834,13.76892
43318,yes,,,,yes,,,Catania Salvatore & C. S.A.S.,Agip Eni,37.18337,13.76838
44666,,,,,,,,Zubbia Carburanti di Montalto Antonietta & C. S.A.S.,,37.19257,13.75213
43373,yes,,,,yes,,,Sinagra Paolo,Esso,37.28913,13.53038
33237,yes,,,,yes,,yes,Nuara Pasquale,Agip Eni,37.29368,13.50855
41700,yes,,,,yes,,,Stazione di Servizio Esso di Giuffrida Ignazio e C. S.N.C.,Esso,37.29408,13.52747
47377,yes,,,,yes,,,Eos Services S.R.L. a Socio Unico,Q8,37.40828,13.70412
16610,,,,,,,,Morreale Vincenzo,Q8,37.40828,13.70417
35504,yes,,,,yes,,,Rizzo Concetta,Q8,37.40381,13.73873
18601,,,,,,,,Mattina Giuseppe,Tamoil,37.411,13.72847
10302,yes,,,,yes,,,Angelo Cuffaro S.R.L.,Esso,37.39379,13.53236
45367,,,,,,,,Cacciatore Carburanti S.A.S.Di Cacciatore Carmelo e Cacciatore Fulvio Maria Francesco,,37.39233,13.51521
10299,,,,,,,,Cuffaro Angelo,Esso,37.39707,13.53481
9373,yes,,,,yes,,,Alonge Luigi & C. S.A.S. di Alonge Gerlando,Q8,37.39039,13.53224
45177,yes,,,,yes,,,Sinagra Walter,Esso,37.39705,13.53481
13200,yes,,,,yes,,,F.Lli La Marca S.A.S. di La Marca Girolamo e Calogero & C.,Agip Eni,37.26516,13.9703
32155,yes,,,,yes,,yes,Euroil S.R.L.S.,Sicilpetroli,37.26385,13.95851
16232,,,,,,,,La Marca Salvatore & C. S.N.C.,,37.26478,13.97092
33436,yes,,,,yes,,,Daina Palermo Giovanni,Agip Eni,37.33128,13.43099
33762,yes,,,,yes,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Giap,37.31231,13.46667
26796,,,,,,,,F.Lli Turano S.A.S. di Turano Gioacchino & C.,Agip Eni,37.49449,13.26387
21179,,,,,,,,Cocchiara Alessandra & C. S.A.S.,Esso,37.50188,13.26314
43516,yes,,yes,,yes,,,Carburanti Marabella S.A.S. di Marabella Salvatore & C.,Q8,37.49811,13.25871
43518,,,,,,,,Stazione di Servizio di Angelo Marabella & C. S.A.S.,Q8,37.50505,13.27388
26904,yes,,,,yes,,,Ribera 96 S.A.S. di Miceli Anna & C.,Agip Eni,37.49844,13.26865
20966,,,,,,,,Lo Raso Stefania,Esso,37.49812,13.25872
9474,,,,,,,,Maggio Antonio,Esso,37.64463,13.1072
9989,yes,,yes,,yes,,,Gandolfo Michele,Agip Eni,37.64475,13.10755
24719,yes,,,,yes,,,Capodicasa Salvatore,,37.51038,13.52653
12558,yes,,,,yes,,,Panepinto Salvatore,Esso,37.62758,13.63998
47225,,,,,,,,Giarra Domenico,,37.47512,13.5585
27728,,,,,,,,Marino Calogera,Agip Eni,37.69016,13.02274
35501,yes,,,,yes,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Giap,37.62676,13.48897
9049,yes,,,,yes,,,M.G. di Giambartino Filippo e C.-s.N.C.,Api-Ip,37.63251,13.4753
38277,yes,,,,yes,,,Vevin Società a Responsabilità Limitata,Q8,37.62606,13.49407
42421,yes,,,,yes,,,Eos Services S.R.L. a Socio Unico,Q8,37.52366,13.07383
20045,yes,,,,yes,,yes,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Agip Eni,37.50804,13.05228
41635,yes,,,,yes,,,Curreri Carburanti S.R.L.,Curreri Carburanti,37.51031,13.06694
15841,,,,,,,,Di. Ga. di Di Paola Mario & C. S.N.C.,Q8,37.52361,13.07382
18418,yes,,,,yes,,,Petroli Sciacca di Maggio Accursio & C. S.A.S.,Agip Eni,37.50629,13.09003
42114,yes,,,,yes,,,Idrocarburi Sciacca S.A.S. di Ignazio Santangelo & C.,Agip Eni,37.51572,13.07749
42190,yes,,,,yes,,,Idrocarburi Sciacca S.A.S. di Ignazio Santangelo & C.,Agip Eni,37.50799,13.07384
44886,yes,,,,yes,,,Idrocarburi Sciacca S.A.S. di Ignazio Santangelo & C.,Agip Eni,37.55337,13.04344
13459,,,,,,,,Cusumano Carburanti S.A.S. di Stefano Cusumano & C.,Agip Eni,37.51571,13.07749
13471,,,,,,,,Cusumano Carburanti S.A.S. di Stefano Cusumano & C.,Agip Eni,37.50798,13.07387
8844,,,,,,,,Cusumano Carburanti S.A.S. di Stefano Cusumano & C.,Agip Eni,37.55336,13.04345
46608,,,,,,,,Lo Raso Luciano,Esso,37.50643,13.11271
16376,yes,,,,yes,,,Tripodi Francesco,Esso,37.5174,13.07675
12200,yes,,,,yes,,yes,Sciacca Oil di La Porta Maria,TaOil,37.52009,13.07728
36419,yes,,,,yes,,,F.Lli Pirrera di Pirrera Salvatore e Pirrera Angelo-s.N.C.,,37.33632,13.4257
29421,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,44.67314,8.47737
30244,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.67309,8.46631
6407,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.67637,8.45973
39340,,,,,,,,Bertora Cinzia,Retitalia,44.6792,8.45137
10022,yes,,,,yes,,yes,Collino e C.- S.P.A.,,44.66896,8.45892
39625,yes,,yes,,yes,,,L'oasi S.A.S. di Barone Salvatore & C.,Agip Eni,44.66494,8.47287
32191,yes,,,yes,yes,,,Fratelli Olivieri Bruno e Riccardo S.N.C.,Api-Ip,44.66345,8.46825
39620,yes,,,,yes,yes,yes,Barone Salvatore,,44.66902,8.48122
39621,yes,,,,yes,,,Barone Salvatore,Agip Eni,44.66902,8.48122
38859,yes,,,,yes,,,Berry Service di Ponzano Maurizio,Oil Italia,44.67633,8.46322
25112,yes,,yes,,yes,,,Beccaria S.R.L. - Società a Responsabilità Limitata,Q8,44.6758,8.44641
34628,yes,,yes,,yes,,,Severino Massimo,Agip Eni,44.68022,8.47289
34629,yes,,,,yes,,,Severino Massimo,Agip Eni,44.67657,8.4647
44432,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,44.96713,8.61048
30525,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,44.89692,8.58731
34364,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,44.90697,8.61146
5512,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.91993,8.59504
7292,yes,,,,yes,,yes,Servizi & Gestioni Italia S.R.L.,Q8,44.9022,8.63087
30831,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.89381,8.67209
38868,yes,,,,yes,,yes,Ip Services S.R.L.,Api-Ip,44.88638,8.61541
20730,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.89126,8.58933
6405,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.88843,8.59852
34564,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.91976,8.61313
4636,yes,,,,yes,,,Nuova Sidap S.R.L.,Esso,44.9193,8.59658
11454,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.92146,8.57931
29187,yes,,,,yes,,,Aci-servizi Alessandria S.R.L.,Api-Ip,44.91248,8.60801
41907,yes,,,,yes,,yes,New Truck S.R.L.,,44.90708,8.64128
45880,yes,,,,yes,yes,yes,Ecco Gestori S.N.C. di Rome Imran e C.,,44.90066,8.65464
38764,yes,,,,yes,,,Gargantini Gianmario Vittorio,Esso,44.90327,8.60633
37821,,,,,,yes,,Alegas S.R.L.,,44.92227,8.61504
31091,yes,,,,yes,,yes,Spinnato Alessandro,Tamoil,44.90699,8.68893
6878,,,,,,,,Mazzoleni Federico,Agip Eni,44.90949,8.63144
6879,,,,,,,,Mazzoleni Federico,Agip Eni,44.92087,8.59285
42510,yes,,,,yes,,yes,Erretre S.R.L.,,44.89146,8.6016
42511,yes,,,,yes,,yes,Erretre S.R.L.,,44.91899,8.59725
15622,yes,,,,yes,,,New Petrol S.N.C. di Pace Luigi e Sciommarello Salvatore,Esso,44.90917,8.63291
41694,yes,,,,yes,,yes,Europam S.P.A.,Europam,44.88479,8.71361
44117,yes,,,,yes,,,Europam S.P.A.,Europam,44.9029,8.60586
10587,yes,,yes,,yes,,,Quinto Cabella di Massimo e Sergio Cabella - S.N.C.,Agip Eni,44.91049,8.62814
10209,yes,,,yes,yes,,yes,Carugia & Oddino e C. S.N.C. di Carugia Maurizio,Api-Ip,44.93263,8.62542
25683,,,,,,,,Malfatto Maurizio,Api-Ip,44.91015,8.62555
46486,yes,,,,yes,,yes,Keropetrol S.P.A.,KEROPETROL,44.88969,8.68751
46332,yes,,,,yes,,yes,K Net S.R.L.,,44.9215,8.55066
7101,,,,,,,,Le 2 Vele di Nappo Maria,Q8,44.92683,8.58605
43402,yes,,yes,,yes,,,Max Service di Max Stefano & C. S.N.C.,Agip Eni,44.89612,8.6663
35034,,,,,,,,Pastore Bruna,Agip Eni,44.89613,8.66632
43076,,,,,,,yes,Punto Gas Carburanti di Marcuzzo Cristhian & C. S.N.C.,,44.92088,8.59285
27276,,,,,,,,B+b di Bonaldo Giancarlo e C. S.A.S.,Agip Eni,44.90908,8.63602
29129,,,,,,,,R&c di Frontino Nunzio,Esso,44.9036,8.64923
39241,yes,,yes,,yes,,,Stazione Andromeda di Vivian Luciano & C. - S.N.C.,Agip Eni,44.90189,8.61922
22975,yes,,,,yes,,,An.Gi di Antonio Lecce S.A.S.,Api-Ip,44.9194,8.61233
27453,,,,,,,,New Energy di Rrushi Ermira e C. S.N.C.,Agip Eni,44.9322,8.58518
10739,yes,,yes,,yes,,,Al. Be. di Costa Alessandro e C. S.N.C.,Agip Eni,44.90749,8.61848
40820,yes,,,,yes,,yes,Stoil S.R.L.,,44.91796,8.70028
40629,yes,,,,yes,,,Cipriano Roberto,Total Erg,44.8866,8.61483
38685,,,,,,,,Valfuel S.N.C. di Timpanaro Cristian e Russo Paolo Giuseppe,Total Erg,44.93864,8.62482
38708,yes,,,,yes,,,Cavanna Roberto,Api-Ip,44.6988,8.88483
14428,yes,,yes,,yes,,,Elta Alberto,Agip Eni,44.69143,8.88328
38637,,,,,,,,Valenza Omar,Q8,44.68546,8.8902
3766,,,,,,,,Giemme S.A.S.di Lanza Luigi & C,Total Erg,44.6703,8.90602
44118,yes,,,,yes,,,Europam S.P.A.,Europam,44.76953,8.70392
40641,yes,,yes,,yes,,,Fasciolo Simonetta Maria,,44.76911,8.71439
7298,yes,,,,yes,,yes,Servizi & Gestioni Italia S.R.L.,Q8,44.62794,8.65241
3535,yes,,,,yes,,yes,Vignolo e Garbarino S.N.C.,Total Erg,44.59237,8.66614
38882,yes,,,,yes,,yes,Tiger S.R.L.,Esso,44.59159,8.66451
25114,yes,,,,yes,,,Beccaria S.R.L. - Società a Responsabilità Limitata,Q8,44.65863,8.37517
34974,yes,,,,yes,,,Keropetrol S.P.A.,KEROPETROL,44.72837,8.93451
38590,yes,,,,yes,,yes,Easy Service S.R.L.,Energas,44.83472,8.7373
44114,yes,,,,yes,,,Europam S.P.A.,Europam,44.8781,8.56993
8685,yes,,,,yes,,,Morando Celestina,Tamoil,44.72667,9.03708
26208,yes,,yes,,yes,,yes,Berta Gabriel,Agip Eni,45.11101,8.45149
33254,yes,,,,yes,,,3d S.R.L.,,45.10823,8.45165
43143,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,45.12427,8.44553
5125,yes,,yes,,yes,yes,yes,Trovato Giuseppe,Agip Eni,45.1296,8.47554
5511,yes,,,,yes,,,Ip Services S.R.L.,Total Erg,45.11832,8.45573
6404,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,45.14829,8.44424
11452,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,45.12377,8.45124
7288,yes,,,,yes,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.12286,8.46431
37632,yes,,,,yes,,,Costantin Distribuzione e Servizi S.R.L.,Costantin,45.1475,8.44419
39839,yes,,,,yes,yes,,Riccobono Alessia,Agip Eni,45.1626,8.46034
39344,,,,,,,,Farello Marco,Esso,45.14413,8.44662
31127,yes,,,,yes,,,Casadei Massimo,Esso,45.10779,8.43796
33907,yes,,,,yes,,,Europam S.P.A.,Europam,45.14114,8.45064
4973,yes,,,,yes,yes,yes,Ravazzotto Sandra,,45.11382,8.44395
10959,yes,,,,yes,,,Palmeri Pietro,Api-Ip,45.13342,8.44806
10985,yes,,,,yes,,,Rabagliati Gianni,Api-Ip,45.14562,8.44577
28556,yes,,,,yes,,yes,La Tortonese di Grazioli Carlo e C. S.N.C.,Beyfin,45.15369,8.44868
31488,yes,,,,yes,,,Repsol Italia S.P.A.,Repsol,45.11976,8.49221
45751,yes,,,,yes,,,Ritrovo di Guza Brunilda & C. S.N.C.,Esso,45.15853,8.42663
12387,yes,,,,yes,,,Demaria Ivo,Api-Ip,45.1312,8.47198
12662,,,,,,,,Bruggi Sergio,Q8,44.91585,8.98234
39596,yes,,,,yes,,,Ah.Ib di Ahmed Ibrahim Hassan,,44.76483,8.86146
38739,,,,,,,,F.Lli Aiachini di Simone e Carlo Aiachini S.N.C.,KEROPETROL,44.77764,8.53727
6897,yes,,yes,,yes,,,Toselli Pierangelo,Agip Eni,44.75224,8.52859
31339,yes,,,,yes,,yes,Nuova Sidap S.R.L.,Esso,44.81959,8.59493
43358,yes,,,,yes,,yes,Ads Bormida Ovest di Bosio Fabio & C S.A.S.,Total Erg,44.81719,8.59393
17274,,,,,,,,F.Lli Aiachini di Simone e Carlo Aiachini S.N.C.,KEROPETROL,44.84855,8.57422
13220,yes,,yes,,yes,,yes,T.A.M. Petrol di Molina Giuseppe e Gianluca S.A.S,Tamoil,44.85094,8.61301
40043,,,,,,,,Tacchino Rita,Esso,44.68946,8.6962
34482,,,,,,,,Mazzoleni Federico,Agip Eni,44.97819,8.56963
3595,yes,,yes,,yes,,yes,3 T S.N.C. di Tartaglione Sabatino e C.,Tamoil,44.93426,8.85341
3606,yes,,yes,,yes,,,Silla Fabio e C. - S.N.C.,Agip Eni,44.93391,8.85219
9938,yes,,,,yes,,,Trovamala Ezio,Agip Eni,44.97875,8.88832
41395,,,,,,,,Tc Oil di Torielli Daniele S.N.C.,,44.96857,8.87896
46842,yes,,,,yes,,yes,Europam S.P.A.,Europam,44.96857,8.87899
42407,yes,,,,yes,,,Bidone Barbara,Total Erg,44.97794,8.89339
31301,yes,,,,yes,,,Kerotris - Società a Responsabilità Limitata,Kerotris,44.63197,8.61574
33913,yes,,,,yes,,,Europam S.P.A.,Europam,44.78615,9.14642
38630,,,,,,,,Full Energy S.A.S. di Costa Rosalia e C.,Agip Eni,44.90091,8.43256
10321,yes,,yes,,yes,,,Fracchia Giovanni,Agip Eni,44.96505,8.42842
20380,yes,,,,yes,,,Garimanno Francesco,Tamoil,45.15922,8.17576
11450,yes,,,,yes,,,Benassi Roberto,Agip Eni,44.69047,8.81959
8875,yes,,,,yes,,,Benzo Maurizio,Api-Ip,44.63587,8.71457
10825,yes,,,,yes,,,Riccobono Alessia,Agip Eni,45.11912,8.24623
16764,yes,,yes,,yes,,,Melia Giuseppe,Tamoil,45.11634,8.26109
41572,,,,,,,,Tc Oil di Torielli Daniele S.N.C.,Europam,44.88841,8.97809
30694,,,,,,,,Lavagna Benito,Q8,44.59836,8.35303
44998,yes,,yes,,yes,,,Malfatto S.N.C.di Malfatto Angela & Alessandro,Q8,44.59836,8.35302
4956,yes,,,,yes,,,So.Ge.Di di Ratti Francesco & C. S.A.S.,Ratti,44.83789,8.95292
20605,yes,,,,yes,,,Lugano Daniele,Total Erg,44.85599,9.00521
42151,yes,,,,yes,,yes,Kerotris S.P.A.,Kerotris,45.16319,8.40355
16334,,,,,,,,Gamarino S.A.S. di Gamarino Sergio Achille e C.,Tamoil,45.088,8.12935
30770,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,44.77577,8.78979
19450,,,,,,yes,,Traverso Andrea,,44.76703,8.81339
44859,yes,,,,yes,,yes,Autobar di Ginetti Giancarlo & C. S.R.L.,Api-Ip,44.76061,8.83838
44860,yes,,,,yes,,yes,Autobar di Ginetti Giancarlo & C. S.R.L.,Api-Ip,44.7602,8.83701
40749,yes,,yes,,yes,,,Max Service di Max Stefano & C. S.N.C.,Agip Eni,44.76678,8.76793
41183,yes,,yes,,yes,,,Stazione di Servizio Agip N. 11415 di Carano Enrico,Agip Eni,44.75612,8.79825
6942,yes,,,yes,yes,,,G.E. Carburanti S.N.C. di Sterpi Ezio & C.,Api-Ip,44.75813,8.79413
44057,yes,,,,yes,,yes,Keropetrol S.P.A.,KEROPETROL,44.74759,8.81206
3801,yes,,,,yes,,yes,Autobar di Ginetti G. & C S.R.L.,Api-Ip,44.80064,8.74867
43454,yes,,yes,,yes,,yes,Sarni S.R.L.,Sarni Oil,44.8008,8.75106
3688,,,,,,,,Servizi & Gestioni Italia S.R.L.,Q8,44.80078,8.75106
6406,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.769,8.80374
15868,yes,,yes,,yes,,,F.P. - Oil S.N.C. di Verdona Fabio e Paolo,Agip Eni,44.76882,8.78859
11458,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.77033,8.77283
4954,yes,,yes,,yes,,yes,So.Ge.Di di Ratti Francesco & C. S.A.S.,Ratti,44.77342,8.76432
35360,,,,,,,,G&g S.N.C.di Grillo Marco & C.,Repsol,44.76953,8.74596
36381,yes,,,,yes,,yes,Nuova R.O.P. di Rosa Romolo & C. S.N.C.,Retitalia,44.75834,8.80752
20414,yes,,,,yes,,,Brixia Finanziaria S.R.L.,Retitalia,45.05573,8.51217
17109,,,,,,,,Ge.Ma. di Daga Giovanna,Agip Eni,45.06904,8.49389
38067,yes,,,,yes,,yes,Nuova Sidap S.R.L.,Tamoil,45.07534,8.51071
44323,yes,,yes,,yes,,,Chef Express S.P.A.,Q8,45.07375,8.50957
10563,yes,,,,yes,,,Pasqua Aldo,Total Erg,44.65135,8.65459
35057,yes,,,,yes,,,Dimax di Max Marco,Agip Eni,44.63801,8.64911
39627,yes,,yes,,yes,,,L'oasi S.A.S. di Barone Salvatore & C.,Agip Eni,44.6306,8.64492
18146,,,,,,,,Alloisio Fratelli di Alloisio Gian Lorenzo e Vania S.N.C.,Esso,44.62264,8.62451
15017,,,,,,,,Rosso Giacinto,Api-Ip,44.6527,8.65511
11453,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.63158,8.64473
46712,,,,,,,,S.D.R. Oil S.N.C.di Setnicka Marco & C.,Q8,44.63158,8.64473
11246,yes,,,,yes,,,Autoequipe di Pongoli Gabriele,Q8,44.86081,8.49323
20499,yes,,,,yes,,,Meneghetti Alessandro,Tamoil,45.10755,8.36137
44045,yes,,,,yes,,,Lo Proto Alessandro,Total Erg,44.999,8.6779
43686,yes,,,,yes,yes,yes,Stazione Servizio Com.Pet di Michele Lo Torto,,45.05784,8.61017
13830,yes,,,,yes,,,Becojl S.R.L.,Kerotris,44.9436,8.91504
17787,yes,,,,yes,,,Scapolan Paolo,Esso,44.96296,8.93491
38948,,,,,,,,Fuel Service S.N.C. di Meloni Fabrizio & C.,Agip Eni,44.79556,8.77757
46495,yes,,,,yes,,,Keropetrol S.P.A.,KEROPETROL,44.78767,8.78804
36678,yes,,,,yes,,yes,New Truck S.R.L.,,44.78766,8.78802
7194,yes,,,,yes,,yes,Ponassi S.N.C. di Ponassi Massimigliano & C.,Esso,44.90375,8.36453
25988,yes,,,,yes,,yes,"Full And Drive S.A.S. di Navone Andrea Vincenzo, Peretta Franco & C.",Esso,44.70496,8.54645
41683,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.87352,8.82975
28336,yes,,,,yes,,,Pensa Stefano,Europam,44.96852,8.81327
11127,yes,,,,yes,,,Lamanna Maurizio,Esso,44.98298,8.81264
35696,yes,,,,yes,,,Iacocarburanti di Iacomino Luigi,Api-Ip,45.10177,8.41861
32320,yes,,,,yes,,yes,New Truck S.R.L.,,45.01417,8.54979
28443,yes,,,,yes,,,Zambruno Monica e Ilaria S.N.C.,Tamoil,44.78984,9.05464
42239,,,,,,,,Dl S.N.C. di Lo Torto Michele e C.,Esso,44.73059,8.84927
35322,yes,,,,yes,,,Eredi Campidonico - S.P.A.,Total Erg,44.74234,8.84615
10406,yes,,yes,,yes,,,Blu di Manno Concetta & C. S.A.S.,Agip Eni,44.73203,8.8376
46216,yes,,,,yes,,,Bio Energy Group di Pavese Alessio Pietro & C. S.N.C.,Esso,44.73061,8.84927
7300,yes,,,,yes,,yes,Servizi & Gestioni Italia S.R.L.,Q8,44.73516,8.8335
8341,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.7273,8.85421
44646,yes,,,,yes,,,Dis-car di Sarra Paolo & C. S.N.C.,DIS-CAR,44.78554,8.57113
46692,yes,,yes,,yes,,,S.D.R. Oil S.N.C.di Setnicka Marco & C.,Q8,44.67662,8.66948
7358,,,,,,,,Setnicka Marco,Q8,44.67661,8.66948
28723,,,,,,,,Garbarino Walter,Retitalia,44.54156,8.33451
42512,yes,,,,yes,,yes,Erretre S.R.L.,,44.71353,8.53229
25111,yes,,,,yes,,,Beccaria S.R.L. - Società a Responsabilità Limitata,Q8,44.67548,8.4205
11151,yes,,,,yes,,,Rizzato Marco,Tamoil,45.09598,8.54739
6819,,,,,,,,Vergagni Roberto,Agip Eni,44.89986,8.86415
35124,yes,,,,yes,,,Pampuri Emiliano,Agip Eni,44.9008,8.8392
42410,,,,,,,,Bidone Barbara,Api-Ip,44.89554,8.85396
31896,yes,,,,yes,,,Gestioni Innovative Italia S.R.L.,Agip Eni,44.90852,8.87973
