{,id,lat,lon,tags{,operator,brand,source:date,},}
,7863,44.4788874420409,11.27061277627945,,Baccolini S.A.S. Di Baccolini Antonella E C.,Agip Eni,2018-04-12,,
,4138,44.46880095297217,11.269880533218384,,Palvesi Mauro,Pompe Bianche,2018-04-12,,
,4010,44.49174356082815,11.25512570142746,,Sassomet Societa' A Responsabilita' Limitata,Pompe Bianche,2018-04-12,,
,22540,44.488631784313014,11.257846131920815,,Ferrari Massimiliano,Api-Ip,2018-04-12,,
,29815,44.47670588414927,11.270632222294807,,Budrio Service Di Gjonzeneli Krenar Bardho,Total Erg,2018-04-12,,
,34604,44.261376432803054,11.48313638098557,,Zannoni S.R.L.,Zannoni,2018-04-12,,
,12724,44.2801253637607,11.004815830688472,,Bernardoni Luca,Pompe Bianche,2018-04-12,,
,24834,44.21444650119335,11.504157364418006,,Morara Pisani Fabrizio,Api-Ip,2018-04-12,,
,38781,44.17181176150213,10.979890823364258,,G.L. Di Benini Roberto  Gelli Roni & C. S.N.C.,Tamoil,2018-04-12,,
,22256,44.43302820053519,11.673480292451472,,Regazzini Stefano,Total Erg,2018-04-12,,
,33647,44.57302864965243,11.361979042327903,,Ip Services S.R.L.,Api-Ip,2018-04-12,,
,23011,44.56781566966926,11.360313892364502,,Servizi & Gestioni Italia S.R.L.,Q8,2018-04-12,,
,35991,44.56612491594287,11.354965567588806,,Carburanti 3.0 S.R.L.,Enercoop,2018-04-12,,
,7137,44.584239105405175,11.389048397541046,,Betti Paolo & C. S.A.S.,Agip Eni,2018-04-12,,
,15162,44.553043765884134,11.350306087033118,,Gas Auto Boldrini E Fortunati S.N.C. Di Boldrini Lorenzo E C.,Pompe Bianche,2018-04-12,,
,27039,44.56878568843603,11.360358254956054,,Adalberto Stagni Srl,Pompe Bianche,2018-04-12,,
,28145,44.567827134829805,11.392892003059387,,Natali Gino S.R.L.,Pompe Bianche,2018-04-12,,
,18632,44.57746593615867,11.325831668717228,,F.A.P. Societa' A Responsabilita' Limitata,Pompe Bianche,2018-04-12,,
,40524,44.55343822666341,11.371882565641386,,Quadrifoglio S.N.C. Di Luca Bortolin & C. Societa' In Nome Collettivo,Total Erg,2018-04-12,,
,30250,44.40468301143789,11.581652462482452,,T.D.M. S.R.L.,Tamoil,2018-04-12,,
,30251,44.39483542262513,11.607211232185363,,T.D.M. S.R.L.,Tamoil,2018-04-12,,
,10405,44.40067447633379,11.594591013759782,,Casella Carburanti S.A.S. Di Pietro Casella E C.,Agip Eni,2018-04-12,,
,34073,44.4406478188424,11.601014952076753,,Reno Energia Srl,Enercoop,2018-04-12,,
,31440,44.42541618248608,11.528485863574246,,L & Gp S.A.S. Di Pinto Lucio & C.,Api-Ip,2018-04-12,,
,5317,44.409279707829704,11.572137326002121,,Metancar S.R.L.,Pompe Bianche,2018-04-12,,
,34587,44.41874849847619,11.5428127348423,,Mo.Ro. Service Snc Di Moruzzi Stefano E Ronzani Francesca,Pompe Bianche,2018-04-12,,
,22630,44.40346492215096,11.585047437048388,,Piccinelli Massimo,Agip Eni,2018-04-12,,
,3674,44.429696012406175,11.598382684516878,,Big Service Snc,Api-Ip,2018-04-12,,
,3858,44.42773497821667,11.60031259059906,,Eni Fuel S.P.A.,Agip Eni,2018-04-12,,
,35990,44.68384217600884,11.337356559524551,,Carburanti 3.0 S.R.L.,Pompe Bianche,2018-04-12,,
,23836,44.67829553499288,11.296506353303585,,Pinca Marisa,Api-Ip,2018-04-12,,
,11520,44.49205790637325,11.42026437301638,,Servizi & Gestioni Italia S.R.L.,Q8,2018-04-12,,
,31463,44.510781693363604,11.46299935330353,,Pocaterra Massimiliano,Api-Ip,2018-04-12,,
,14427,44.501111755555954,11.489817649126053,,Mondialgas S.R.L.,Pompe Bianche,2018-04-12,,
,4032,44.522028737534,11.426355242729187,,Natali Gino S.R.L.,Pompe Bianche,2018-04-12,,
,25230,44.495581630112675,11.427877396345139,,Rag. Elio Laghi - S.R.L.,Pompe Bianche,2018-04-12,,
,27150,44.50311561956338,11.461274032334927,,Careservice Srl,Agip Eni,2018-04-12,,
,28665,44.22593123581779,11.181355565786362,,Aquila S.A.S. Di Righi Fabio E C.,Ies,2018-04-12,,
,34074,44.149958488826634,11.193154719999939,,Salvetti Rete S.R.L.,Tamoil,2018-04-12,,
,12644,44.12956037781948,11.196252495700833,,Marchettini Maria Cesira,Api-Ip,2018-04-12,,
,16426,44.14269492702494,11.158515327249006,,Officina Castiglionese - Societa' In Nome Collettivo Di Poli Clodoveo & C.,Total Erg,2018-04-12,,
,34804,44.14319689322094,11.16459821230319,,Ricci - Societa' In Nome Collettivo Di Ricci Mario E C.,Esso,2018-04-12,,
,36723,44.11662092933699,11.231773048639297,,Sarni S.R.L.,Sarni Oil,2018-04-12,,
,37288,44.11673165257133,11.23118095099926,,Sarni S.R.L.,Sarni Oil,2018-04-12,,
,14193,44.70284393581205,11.154936288360659,,Cenacchi Rudi S.N.C. & C.,Agip Eni,2018-04-12,,
,39162,44.71449934892493,11.147869527339935,,Poletti Marco,Agip Eni,2018-04-12,,
,14289,44.72275589518741,11.152892634272575,,Ferrari S.N.C. Di Ferrari Gianluca E Fabio,Pompe Bianche,2018-04-12,,
,14113,44.70665738861547,11.138190776109695,,B.B. Oil Srl,Kerotris,2018-04-12,,
,13303,44.7303458618532,11.1221082508564,,Vit Snc Di Caiazzo Luca E Davide,Costantin,2018-04-12,,
,22708,44.724109924176474,11.143724843859673,,Stazione Di Servizio Esso Di Salmi Giorgio,Esso,2018-04-12,,
,25153,44.386180097458244,11.630589365959167,,Capri Societa' Cooperativa A Responsabilita' Limitata In Sigla Coop. Capri,Repsol,2018-04-12,,
,40595,44.38151207703358,11.64132883425441,,Penta Petroli Srl,Pompe Bianche,2018-04-12,,
,12971,44.3742800507519,11.658452153205872,,Innella Leonardo,Zannoni,2018-04-12,,
,10358,44.25622236951281,11.555814743041992,,Conti Gianni,Api-Ip,2018-04-12,,
,7852,44.18206000536883,10.9761055423279,,Lenzi Robertino,Agip Eni,2018-04-12,,
,37140,44.7396247764272,11.436873525381088,,Carburanti 3.0 S.R.L.,Pompe Bianche,2018-04-12,,
,17188,44.73812192920953,11.440914943814278,,Carburanti Vecchietti S.R.L.,Pompe Bianche,2018-04-12,,
,34138,44.13214981023967,10.99096767604351,,Mucci Lorena,Api-Ip,2018-04-12,,
,34880,44.549342935108896,11.445678547024727,,Zucchini Alberto,Agip Eni,2018-04-12,,
,8606,44.55066773871591,11.389014907884302,,C.B.A. Di Calori - S.R.L. -,Pompe Bianche,2018-04-12,,
,12777,44.55615505914576,11.449584034918189,,Carburanti Zanarini Di Gualandi Sergio & C.-S.A.S.,Pompe Bianche,2018-04-12,,
,11519,44.58276179262825,11.412221457672103,,Servizi & Gestioni Italia S.R.L.,Q8,2018-04-12,,
,5626,44.58917898499064,11.431392431259155,,Carburanti Vecchietti S.R.L.,Pompe Bianche,2018-04-12,,
,4313,44.416221568348995,11.76541194319725,,Francesconi Flavio E C. S.N.C.,Agip Eni,2018-04-12,,
,8463,44.36739917316905,11.728709936141968,,Distribuzione Carburanti*Selice Di Bambi Gianni E C. S.N.C.,Agip Eni,2018-04-12,,
,25195,44.36184956267401,11.708404186508233,,Capri Societa' Cooperativa A Responsabilita' Limitata In Sigla Coop. Capri,Repsol,2018-04-12,,
,10869,44.37477162068473,11.723806858062744,,Capri Societa' Cooperativa A Responsabilita' Limitata In Sigla Coop. Capri,Repsol,2018-04-12,,
,27938,44.36689910453271,11.680277287960052,,Conad Carducci S.R.L.,Conad,2018-04-12,,
,26456,44.368331037857054,11.676695197820663,,Ecofuel S.R.L.,Pompe Bianche,2018-04-12,,
,34948,44.363423659034254,11.689073883836954,,Pompei Giovanni E Francesca S.N.C.,Esso,2018-04-12,,
,35951,44.36993703180157,11.708218529820442,,Brothers S.R.L.,Pompe Bianche,2018-04-12,,
,11325,44.37445567013798,11.734966911361653,,Imola Metano S.R.L. Di Pavanelli & C.(O  In Breve Imola Metano),Pompe Bianche,2018-04-12,,
,6537,44.362426808850664,11.72483197011411,,Servizi & Gestioni Italia Srl,Q8,2018-04-12,,
,11521,44.38674092057356,11.743373630103292,,Servizi & Gestioni Italia S.R.L.,Q8,2018-04-12,,
,26288,44.35865525314873,11.722123559524562,,Linguerri Stefano,Api-Ip,2018-04-12,,
,12523,44.45755730229253,11.740056245315145,,Klondike Di Brighenti Luca,Total Erg,2018-04-12,,
,18800,44.52460826805285,11.780303567647934,,Melandri Giulio,Pompe Bianche,2018-04-12,,
,12492,44.34058886723922,11.685762405395508,,Metangas S.R.L.,Agip Eni,2018-04-12,,
,20193,44.34764876565501,11.696469600486012,,Poli Mauro,Agip Eni,2018-04-12,,
,28157,44.32324270204675,11.656602787835709,,Pompei Lorenzo,Q8,2018-04-12,,
,27638,44.360818174902434,11.704384982585907,,Gestioni Innovative Italia S.R.L.,Agip Eni,2018-04-12,,
,40141,44.35017432801527,11.722769358860774,,Cornazzani Antonio,Q8,2018-04-12,,
,34921,44.34135676167884,11.744612082839012,,Merendi Giuseppe,Q8,2018-04-12,,
,23308,44.371599733624606,11.667263209819794,,Repsol Italia S.P.A.,Repsol,2018-04-12,,
,12582,44.34126794503245,11.686663627624512,,Stazione Di Servizio Pedagna Di Santandrea Carlo,Api-Ip,2018-04-12,,
,31507,44.34995560296502,11.724452404306248,,Rome S.N.C. Di Ali A.  Iqbal N. E Rome I.,Total Erg,2018-04-12,,
,34840,44.17108226474658,10.883410437162752,,Baroni Sandra,Pompe Bianche,2018-04-12,,
,21332,44.26600379394038,11.324701685844389,,Giovannini S.N.C. Di Marco Giovannini & C.,Bertelli Carburanti,2018-04-12,,
,8605,44.6670747537983,11.49290875889551,,Bragioto Carburanti S.R.L.,Pompe Bianche,2018-04-12,,
,4080,44.634864131779715,11.464055608989725,,F.Lli Michelini S.N.C. Di Michelini Luigi E Sergio,Pompe Bianche,2018-04-12,,
,34842,44.721945749527244,11.54120609164238,,P.M.S. Di Pagano Sergio E Pagano Mariagrazia C. S.N.C.,Tamoil,2018-04-12,,
,7956,44.67828135795134,11.494569182395935,,Tugnoli Davide,Agip Eni,2018-04-12,,
,21743,44.33328617379437,11.189168840646744,,Vela Di Laffi Andrea E Venturi Silvano S.N.C.,Esso,2018-04-12,,
,38115,44.48601417171537,11.615435190074095,,Capri Societa' Cooperativa A Responsabilita' Limitata In Sigla Coop. Capri,Repsol,2018-04-12,,
,21241,44.481471340358254,11.628094373888416,,Nardi E Tabellini S.R.L.,Pompe Bianche,2018-04-12,,
,18627,44.47754165682465,11.657406091690063,,Cfc Oil S.R.L.,Pompe Bianche,2018-04-12,,
,24938,44.48075205132067,11.630176112966865,,Gestioni Innovative Italia S.R.L.,Agip Eni,2018-04-12,,
,34484,44.61531896935956,11.482597142457962,,Sabbatini Gabriele,Total Erg,2018-04-12,,
,40894,44.61281486963541,11.637568473815918,,Reno Gas Energy S.R.L.,Pompe Bianche,2018-04-12,,
,10163,44.61720679379565,11.661336809262139,,Ongaro & Marani Di Ongaro Mauro & C. S.N.C.,Agip Eni,2018-04-12,,
,33393,44.61571266545912,11.652347445487976,,F.Lli Bruni Di Bruni Tiberio E C. - S.N.C.,Esso,2018-04-12,,
,12994,44.6314275052369,11.67128273558194,,La Palazzina  Srl,Pompe Bianche,2018-04-12,,
,6545,44.61757132038395,11.66395905581976,,Servizi & Gestioni Italia Srl,Q8,2018-04-12,,
,39224,44.63174330060783,11.671614423394203,,Lucoil Di Bortolin Luca,Total Erg,2018-04-12,,
,18915,44.21675700000002,11.321589898147522,,Agresti Giorgio E Francia Roberto Snc,Esso,2018-04-12,,
,39373,44.46429898357921,11.198388934135437,,B.E.A. Di Baruffaldi Alberto,Bertelli Carburanti,2018-04-12,,
,40587,44.40816255722226,11.128250996958968,,Lenzi Loriana  E C. Sas,Api-Ip,2018-04-12,,
,21485,44.35428388262828,11.414697733666344,,Bertelli Walter E Rolando  - Carburanti - S.P.A.,Oil Discount,2018-04-12,,
,27749,44.326651147319204,11.404855295071798,,Vanti Remo S.N.C. Di Angelo Vanti & C.,Repsol,2018-04-12,,
,26881,44.28111683178327,11.39058530330658,,G. Vanti S.R.L.,Pompe Bianche,2018-04-12,,
,15500,44.31799622436229,11.258012428879738,,Carbel Di Nasci Fabio E C. S.A.S.,Total Erg,2018-04-12,,
,38875,44.2810788771875,11.272263031911848,,Centro Gomme F.Lli Nasci Di Nasci Fabio S.A.S.,Pompe Bianche,2018-04-12,,
,19679,44.27680502500838,11.199805279762245,,F.Lli Zanini Di Zanini Patrizia  Marco E Lorenzo S.N.C.,Esso,2018-04-12,,
,14375,44.396367791244906,11.811264633729593,,C.I.S. Nord S.R.L.,Ego,2018-04-12,,
,40974,44.38879534427544,11.432492136955261,,Barbieri Di Roberto Barbieri E C. S.A.S.,Q8,2018-04-12,,
,40700,44.44185201262001,11.483616157810957,,Genova S.N.C. Di Genova Francesco,Esso,2018-04-12,,
,21504,44.46915544509922,11.499177217483531,,Supergas - S.R.L.,Api-Ip,2018-04-12,,
,4127,44.44034728073103,11.352492570877075,,Della Porta Massimo & C. S.N.C.,Q8,2018-04-12,,
,40753,44.38712172655907,11.341302394866943,,Poli Marco,Esso,2018-04-12,,
,6538,44.37102426537237,11.34109629814759,,Servizi & Gestioni Italia Srl,Q8,2018-04-12,,
,28052,44.39774618236957,11.393240690231323,,Zannoni S.R.L.,Zannoni,2018-04-12,,
,30182,44.711673314209484,11.30293755092623,,Ip Services S.R.L.,Api-Ip,2018-04-12,,
,30254,44.16872456464094,10.975545916671763,,Benuzzi Gas Di Benuzzi Franco E Stefano S.N.C.,Pompe Bianche,2018-04-12,,
,38892,44.159424314548275,10.974707874205023,,Lenzi Raoul S.P.A.,Pompe Bianche,2018-04-12,,
,26485,44.62756849947277,11.274123310414438,,Agrimotor S.R.L.,Api-Ip,2018-04-12,,
,36108,44.587804418613835,11.226900815963745,,Distributore Carburanti Di Cremonini Guerrino E C. S.N.C.,Pompe Bianche,2018-04-12,,
,13422,44.6095229051068,11.254284536770683,,Motorbike Di Pareschi Stefano,Pompe Bianche,2018-04-12,,
,26172,44.61673527005946,11.261930465698242,,Gestioni Europa - Societa' Per Azioni,Total Erg,2018-04-12,,
,35992,44.61066276596853,11.300849318504333,,Carburanti 3.0 S.R.L.,Enercoop,2018-04-12,,
,34903,44.21849157122997,11.238230963823753,,Gironi Michele,Pompe Bianche,2018-04-12,,
,34900,44.15752368297451,11.207491204893472,,Ferraresi Umberto,Pompe Bianche,2018-04-12,,
,4442,44.22933125749534,11.220726370811462,,Girotti Group Di Paolo Girotti E C. S.N.C.,Moveo,2018-04-12,,
,24645,44.640613582123315,11.374602852869202,,Gaya S.N.C. Di D'Apolito Luca E C.,Agip Eni,2018-04-12,,
,40854,44.6322681387171,11.370902225795021,,Reno Energia Srl,Enercoop,2018-04-12,,
,28114,44.66999653191528,11.384459137916565,,La Sosta S.N.C. Di Romeo Salvatore,Tamoil,2018-04-12,,
,39033,44.652843236783944,11.199267357587814,,T.D.M. S.R.L.,Tamoil,2018-04-12,,
,10573,44.618930868931855,11.202852129936218,,A.F. Petroli S.P.A.,Af Petroli,2018-04-12,,
,14240,44.64198460665781,11.186766251921654,,Albano Matteo,Pompe Bianche,2018-04-12,,
,14137,44.641367483870155,11.18333246686484,,Calzolari Italo E C. S.N.C.,Api-Ip,2018-04-12,,
,12931,44.70473886304349,11.227317899465561,,Capponcelli Davide,Pompe Bianche,2018-04-12,,
,13096,44.64753784924497,11.165028288960457,,Reno Gas Energy S.R.L.,Pompe Bianche,2018-04-12,,
,6859,44.63364846785732,11.190653854245056,,Giovannini Roberto,Agip Eni,2018-04-12,,
,26772,44.65720494778113,11.178916096687317,,Il Quadrifoglio Di La Croix Adolfo & C. Snc,Pompe Bianche,2018-04-12,,
,8097,44.62385501925245,11.22811551264192,,C.M. S.N.C. Di Marzocchi Daniele E C.,Esso,2018-04-12,,
,7066,44.71177649800702,11.24321927116398,,Repsol Italia S.P.A.,Repsol,2018-04-12,,
,22895,44.628782167217345,11.194620430469513,,Servizi & Gestioni Italia S.R.L.,Q8,2018-04-12,,
,31480,44.63946009094012,11.18301048874855,,Gestioni Europa - Societa' Per Azioni,Total Erg,2018-04-12,,
,28512,44.624468755162155,11.22804343700409,,Brothers S.R.L.,Pompe Bianche,2018-04-12,,
,14539,44.710751135506754,11.232214127647467,,Stazione Di Servizio Fina Di Vecchi Stefano,Total Erg,2018-04-12,,
,34108,44.64676080911867,11.167159974575043,,Girotti Gianfrancesco,Ego,2018-04-12,,
,34560,44.46315405483293,11.428966373205185,,Scrignoli Alessandro,Esso,2018-04-12,,
,30544,44.46905380642303,11.477322578430176,,Petroli Assistance Di Leo Enrico & C. S.A.S.,Agip Eni,2018-04-12,,
,7875,44.4581824179507,11.439736783504486,,Zappi Roberto,Api-Ip,2018-04-12,,
,7876,44.4581824179507,11.439736783504486,,Zappi Roberto,Api-Ip,2018-04-12,,
,30963,44.47515607078295,11.41485959201782,,Servisavena S.R.L.,Api-Ip,2018-04-12,,
,12822,44.42759280997965,11.433626671491538,,Faccialive Di Peghetti Luisa,Api-Ip,2018-04-12,,
,32925,44.45418833829591,11.424402594566345,,Servisavena S.R.L.,Pompe Bianche,2018-04-12,,
,20094,44.472590002516526,11.402908712625504,,Gestioni Europa - Societa' Per Azioni,Total Erg,2018-04-12,,
,6535,44.47690396738652,11.46581657230854,,Servizi & Gestioni Italia Srl,Q8,2018-04-12,,
,11513,44.45689572510733,11.443530262565673,,Servizi & Gestioni Italia S.R.L.,Q8,2018-04-12,,
,12969,44.47003286128007,11.418759226799011,,Servisavena S.R.L.,Agip Eni,2018-04-12,,
,37958,44.45276597253477,11.456078320697998,,Genova Sas Di Cambisi Maddalena,Total Erg,2018-04-12,,
,37591,44.73215730958885,11.436938904225826,,Saccomandi & Malagoli S.P.A.,Ego,2018-04-12,,
,15329,44.68909776267596,11.395776718854904,,F.Lli Rossi Di Rossi Ermanno E Rossi Raffaele - S.N.C.,Q8,2018-04-12,,
,30448,44.70134640188506,11.426620110869408,,Natali Gino S.R.L.,Pompe Bianche,2018-04-12,,
,23029,44.697451165201,11.4019176363945,,Ferri Claudio,Esso,2018-04-12,,
,19387,44.65646397613269,11.135342834532139,,Sol.Bos. Di Soldati Claudia,Esso,2018-04-12,,
,15664,44.35976509336139,11.263305713491832,,Carbel Di Nasci Fabio E C. S.A.S.,Tamoil,2018-04-12,,
,7081,44.38125060155499,11.234067678451538,,Mascagni Energy S.R.L.,Pompe Bianche,2018-04-12,,
,8696,44.397796393070124,11.247797906398773,,051 Service S.N.C. Di Possenti Pierdomenico E C.,Agip Eni,2018-04-12,,
,6534,44.392606264681675,11.246335561377009,,Servizi & Gestioni Italia Srl,Q8,2018-04-12,,
,23584,44.506097142816415,11.09857052564621,,Servizi & Gestioni Italia S.R.L.,Q8,2018-04-12,,
,11376,44.443807958329266,11.099207474868763,,Bertelli Walter E Rolando  - Carburanti - S.P.A.,Bertelli Carburanti,2018-04-12,,
,11205,44.47103550606816,11.099641823417642,,Cassanelli S.R.L.,Esso,2018-04-12,,
,31461,44.44117166590004,11.075002545963343,,Budrio Service Di Gjonzeneli Krenar,Total Erg,2018-04-12,,
,4948,44.50829416599022,11.104193758013935,,Metano Crespellano S.R.L.,Pompe Bianche,2018-04-12,,
,19899,44.53337789379645,11.182299703359604,,Cp Oil S.R.L.,Pompe Bianche,2018-04-12,,
,11209,44.38979048349792,11.071249547221441,,F.Lli Gibertini Fu Gino S.P.A.,Esso,2018-04-12,,
,9418,44.51081604232916,11.139085200663658,,Stazione Di Servizio Ieva S.N.C. Di Ieva Massimiliano E C.,Esso,2018-04-12,,
,10226,44.50802340034285,11.083147595780929,,Stazione Di Servizio Tamoil Di Ricci Daniele,Tamoil,2018-04-12,,
,36506,44.56655219516373,11.133569329977036,,Unione Gas Auto S.P.A.,Pompe Bianche,2018-04-12,,
,36287,44.3433261991665,11.078212771163976,,F.Lli Gibertini Fu Gino S.P.A.,Pompe Bianche,2018-04-12,,
,10876,44.51077683230635,11.173632815480232,,Ramini Germano E C. S.A.S.,Agip Eni,2018-04-12,,
,9594,44.288115319748,11.1118325363351,,Zappoli Lodovico,Pompe Bianche,2018-04-12,,
,4871,44.27123494582494,11.111266762018204,,Distributore Carburanti Di Pani Rino,Q8,2018-04-12,,
,7859,44.28490076395814,11.112547516822815,,F.Lli Mezzini S.N.C. Di Mezzini Renato E Fiorenza,Agip Eni,2018-04-12,,
,16666,44.3282596806595,11.057670321880323,,Sapori Otello,Esso,2018-04-12,,
,8650,44.50441473465839,11.201650500297546,,Coro S.R.L.,Total Erg,2018-04-12,,
,32924,44.5055940514249,11.233543306589127,,Basile Biagio,Agip Eni,2018-04-12,,
,34599,44.48895013578343,11.224330686438748,,Centoventi S.A.S. Di Mei Gianfranco,Agip Eni,2018-04-12,,
,3860,44.51952042741056,11.213264465332031,,Eni Fuel S.P.A.,Agip Eni,2018-04-12,,
,3888,44.51881281779716,11.215890347957611,,La Pioppa Carburanti Srl,Q8,2018-04-12,,
,34983,44.498667369098385,11.198332812164267,,Sim S.A.S. Di Silvana Coppola,Repsol,2018-04-12,,
,14330,44.48623391265752,11.23367730013888,,Free Services S.N.C. Di Baroncini Ettore & C.,Esso,2018-04-12,,
,19828,44.50041540108626,11.194024980068207,,Luccarini Giuseppe S.R.L.,Total Erg,2018-04-12,,
,27277,44.50908087211515,11.185553236770602,,Ip Services S.R.L.,Api-Ip,2018-04-12,,
,6543,44.491453495130074,11.217593550682068,,Servizi & Gestioni Italia Srl,Q8,2018-04-12,,
,39042,40.54580102176017,17.953997030854225,,T.D.M. S.R.L.,Tamoil,2018-04-12,,
,39452,40.638538700527455,17.92735531926155,,2 P Carburanti S.R.L.,Pompe Bianche,2018-04-12,,
,40158,40.64057486546984,17.92724870145321,,T.D.M. S.R.L.,Tamoil,2018-04-12,,
,26638,40.62111785296287,17.91038267976228,,Servizi & Gestioni Italia S.R.L.,Q8,2018-04-12,,
,21842,40.62533324247939,17.93107150000003,,Ip Services S.R.L.,Api-Ip,2018-04-12,,
,6759,40.63790565422038,17.928788379098478,,Servizi & Gestioni Italia Srl,Q8,2018-04-12,,
,4524,40.59768589740147,17.87007473409176,,Camposeo Vito,Pompe Bianche,2018-04-12,,
,33299,40.618172196092736,17.90479673646132,,Carburanti 3.0 S.R.L.,Enercoop,2018-04-12,,
,16866,40.64719385260484,17.936684742327884,,Energia E Servizi Di Iavasile A. & Giudice R. S.N.C.,Agip Eni,2018-04-12,,
,16006,40.65233002711631,17.907229363918304,,Stazione Di Servizio Agip Di Di Luzio Girolamo,Agip Eni,2018-04-12,,
,20659,40.62685680606653,17.941373884677887,,Di Pierro Giovanni,Agip Eni,2018-04-12,,
,38353,40.61902518980156,17.94355385005474,,Ancora Antonio,Agip Eni,2018-04-12,,
,5302,40.632637146465825,17.917129397392273,,Fire Di Moro Petrelli Cristina,Total Erg,2018-04-12,,
,13288,40.62896942830279,17.93727144598961,,Martucci Cosimo E Ribezzi Anna S.N.C.,Agip Eni,2018-04-12,,
,39633,40.62448964522326,17.948725819587708,,Manta Damiano,Camer,2018-04-12,,
,12201,40.6230821034714,17.925674268508942,,Distributore Di Carburante Ip Di Tasco Massimo,Api-Ip,2018-04-12,,
,39550,40.63242407987608,17.93812785225407,,Pennetta Petroli S.R.L.,Pompe Bianche,2018-04-12,,
,29591,40.64901056790986,17.940420359373093,,Stazione Di Servizio Q8 Di Neglia Giuseppe Alessandro,Q8,2018-04-12,,
,38334,40.6615964514495,17.888476699590683,,Vinci E Prete Petroli S.R.L.,Q8,2018-04-12,,
,38716,40.629047995199876,17.924567228905516,,Marco Zaminga,Agip Eni,2018-04-12,,
,35738,40.631395461787804,17.945881336927414,,Semeraro Daniele,Agip Eni,2018-04-12,,
,12449,40.65861766226407,17.927107214927673,,2 P Carburanti S.R.L.,Pompe Bianche,2018-04-12,,
,11347,40.62102099648496,17.926487624645233,,Simone Pierfrancesco,Api-Ip,2018-04-12,,
,38545,40.552416426407866,17.97542855143547,,Salento Servizi S.R.L.,Tamoil,2018-04-12,,
,19118,40.61726274360433,17.95554420101621,,Mospal S.N.C. Di Palagiano Alberto E Mosca Elvira,Total Erg,2018-04-12,,
,15218,40.627031062279286,17.94731229543686,,Guido Lucia,Total Erg,2018-04-12,,
,27969,40.62400838562497,17.94828325510025,,Occhineri Luigi Pompeo,Total Erg,2018-04-12,,
,4607,40.65509503168457,17.8989976644516,,Merico Massimiliano,Esso,2018-04-12,,
,25485,40.63244343304146,17.930546122684518,,Servizi & Gestioni Italia S.R.L.,Q8,2018-04-12,,
,21809,40.645430887273704,17.93396175872192,,Gestioni Europa - Societa' Per Azioni,Total Erg,2018-04-12,,
,17986,40.70112568330345,17.66335379401994,,Lanzilotti Petroli Di Lanzilotti G. & C. S.A.S.,Agip Eni,2018-04-12,,
,37068,40.7079763616921,17.644716203212738,,Cardone Angela,Pompe Bianche,2018-04-12,,
,30490,40.70447231311191,17.654022350231912,,Roma Francesco E C. S.A.S.,Agip Eni,2018-04-12,,
,19191,40.73604530037232,17.724813669919968,,Mele Giuseppe,Tamoil,2018-04-12,,
,34349,40.64416252184005,17.52401612699032,,T.D.M. S.R.L.,Tamoil,2018-04-12,,
,18194,40.645055775991736,17.520669400691986,,Cavallo Gianluigi,Agip Eni,2018-04-12,,
,38579,40.6505893259306,17.52313569188118,,Venza Rocco,Pompe Bianche,2018-04-12,,
,22512,40.64259712723728,17.51468164705284,,Ligorio Rocco,Esso,2018-04-12,,
,11265,40.628219900859214,17.525175511837006,,Petrolmenga S.R.L.,Pompe Bianche,2018-04-12,,
,31490,40.645797584443095,17.52494215965271,,Petrolmenga S.R.L.,Pompe Bianche,2018-04-12,,
,36633,40.60025175400559,17.542821764945984,,Venerito Stefano,Agip Eni,2018-04-12,,
,21815,40.6503520465542,17.51054674386978,,Galetta Rocco,Esso,2018-04-12,,
,38624,40.650401000250525,17.50845826295165,,Autolavaggio Di Salonna Cataldo,Api-Ip,2018-04-12,,
,39173,40.64554319289899,17.63021484017372,,Nifra -  Societa' A Responsabilita' Limitata Semplificata,Total Erg,2018-04-12,,
,35893,40.46783671645337,17.958317399024963,,3 Emme Carburanti Di Nunzia Maltese & C. Societa' In Accomandita Semplice,Pompe Bianche,2018-04-12,,
,23394,40.47570072146379,17.973949313163757,,Gestioni Europa - Societa' Per Azioni,Total Erg,2018-04-12,,
,6760,40.47358587636572,17.96970282023767,,Servizi & Gestioni Italia Srl,Q8,2018-04-12,,
,19588,40.47894513820701,17.981149703264236,,New Generation Di Guerrieri Emanuela- Societa' In Accomandita Semplice,Pompe Bianche,2018-04-12,,
,33770,40.76188882401902,17.422865331172943,,Ip Services S.R.L.,Api-Ip,2018-04-12,,
,12162,40.73843870801457,17.47053517427446,,Convertini Maria,Retitalia,2018-04-12,,
,19015,40.74853794314194,17.42504596710205,,Loparco Carburanti S.N.C. Di Loparco Angelo E Michele,Agip Eni,2018-04-12,,
,19012,40.74397474458861,17.43054449558258,,Loparco Carburanti S.N.C. Di Loparco Angelo E Michele,Agip Eni,2018-04-12,,
,32335,40.740293650817186,17.422803044319153,,Semeraro Lorenzo Stefano,Total Erg,2018-04-12,,
,11400,40.442785288921684,17.735528782872734,,Masilla Salvatore Damiano,Agip Eni,2018-04-12,,
,14759,40.411537147358665,17.742866277694702,,Montanari Giuliano,Esso,2018-04-12,,
,30709,40.43152581027397,17.735948860645294,,Itta Vittorio,Pompe Bianche,2018-04-12,,
,34348,40.83905926495007,17.359470650553703,,T.D.M. S.R.L.,Tamoil,2018-04-12,,
,15527,40.83602098071431,17.361268401145935,,Sergest Italia S.R.L.,Pompe Bianche,2018-04-12,,
