{,id,lat,lon,tags{,operator,brand,description,addr:postcode,addr:city,source:date,},}
,21140,45.897641841063724,12.822833955287933,,Falconi Annalisa,Total Erg,Localita' Pissarelle 5/A 33078,33078,San Vito Al Tagliamento,2018-04-09,,
,34623,46.15915342525618,12.886987701058388,,Liva Snc Di Liva Federico & C.,San Marco Petroli,Via Risorgimento 5 33090,33090,Sequals,2018-04-09,,
,30481,45.84184429504638,12.812460511922836,,Som S.P.A.,Agip Eni,Via Julia Concordia 50 33079,33079,Sesto Al Reghena,2018-04-09,,
,39250,46.11655385737514,12.890451103448868,,Servizi Innovativi Nord Est S.R.L.,Agip Eni,Via Dei Ponti  6 33097,33097,Spilimbergo,2018-04-09,,
,22709,46.11589100902965,12.899160485012544,,Distributore Mamusa Di Cominotto Giovanni  E C. Snc,Api-Ip,Via Umberto I 79 33097,33097,Spilimbergo,2018-04-09,,
,8539,46.11743738530623,12.899269898147622,,F.Lli Coassin Di Coassin Giorgio & C. S.N.C.,Agip Eni,Via Maniago 2 33097,33097,Spilimbergo,2018-04-09,,
,10355,46.10918797306597,12.888599038124084,,Powerservice Snc Area Di Servizi Carburanti Di Marzio Daniel & Tambosso Stefano,Agip Eni,Statale 464 Di Spilimbergo  Km. 18 960  Dir. Udine-Maniago 33097,33097,Spilimbergo,2018-04-09,,
,39070,46.09893501098402,12.85400390625,,Matcu Diana,Repsol,Via Vivaro 7 33097,33097,Spilimbergo,2018-04-09,,
,11774,46.106627474670056,12.89961533498763,,Servizi & Gestioni Italia S.R.L.,Q8,Via Repubblica 4 33097,33097,Spilimbergo,2018-04-09,,
,19082,46.13240265616383,12.86878928096769,,Zanet Marietto & C. S.N.C.,Total Erg,Statale 464 Di Spilimbergo  Km. 15  Dir. Spilimbergo 33097,33097,Spilimbergo,2018-04-09,,
,40564,46.1824485609948,12.877655625343323,,Zanet Marietto & C. S.N.C.,Total Erg,Via Val Cosa 31 33030,33030,Travesio,2018-04-09,,
,39713,45.99038668486536,12.86600947380066,,Colledan Carlo E Soci S.N.C.,Total Erg,Via Trieste 16 33098,33098,Valvasone,2018-04-09,,
,5847,45.99033372708898,12.866038728836088,,Totalerg Spa,Total Erg,Via Trieste 16 33098,33098,Valvasone,2018-04-09,,
,8894,45.956647030975766,12.82118707895279,,Colussi Eraldo,Pompe Bianche,Via Pontebbana 3 33080,33080,Zoppola,2018-04-09,,
,36232,45.94848920886366,12.745285257697105,,Costantin Distribuzione E Servizi Srl,Costantin,Via Cusano 14 33080,33080,Zoppola,2018-04-09,,
,25563,45.962398146357074,12.768087387084961,,D'Ales Giovan Battista,Costantin,Via Panciera 74  33080,33080,Zoppola,2018-04-09,,
,9985,45.95299340292785,12.794824289470057,,Forte Maurizio E Bozzetto Raul S.N.C.,Esso,Statale 13 Pontebbana  Km. 121  Dir. Udine 33080,33080,Zoppola,2018-04-09,,
,4490,45.94958720154408,12.752754296383046,,Noaloil S.P.A.,Noaloil,Statale 13 Pontebbana  Km. N/A  Dir. N/A 33080,33080,Zoppola,2018-04-09,,
,40794,45.95661449618293,12.821108645555455,,Cst Service Di Casotto Mauro & C. Snc,San Marco Petroli,Via Pontebbana 2 33080,33080,Zoppola,2018-04-09,,
,20182,45.979401016373465,12.801271192789727,,Sellan Pietro,Api-Ip,Via Domanins 28 33080,33080,Zoppola,2018-04-09,,
,34562,45.955814632366454,12.814347445964813,,S.I.A. Engineering Construction S.R.L.,Sia Fuel,Ss 13 Km 92 + 911.50   33080,33080,Zoppola,2018-04-09,,
,31262,45.77733286547006,13.607787031612816,,Duino Nord Sas,Kerotris,Autostrada A4 Venezia-Trieste  Km. 3  Dir. Venezia 34011,34011,Duino-Aurisina,2018-04-09,,
,3898,45.77667155918766,13.608471751213074,,Duino Sud Petroli S.A.S. Di Zorzin Silvana & C.,Kerotris,Autostrada A4 Venezia-Trieste  Km. 122.9  Dir. Est 34013,34013,Duino-Aurisina,2018-04-09,,
,9342,45.75132846589886,13.669059798029366,,Viola Ettore,Oil Italia,Via Aurisina N 129,N 129,Duino-Aurisina,2018-04-09,,
,10152,45.77126677190927,13.637176752090454,,Sistiana Service Snc Di G. Hubat E F. Maiorana,Esso,Statale 14 Della Venezia Giulia  Km. 74  Dir. Est 34011,34011,Duino-Aurisina,2018-04-09,,
,31521,45.76969893013854,13.64677369594574,,Vega Carburanti S.P.A.,Vega,Raccordo Autostradale A/4 Trieste Km 0+340  34011,34011,Duino-Aurisina,2018-04-09,,
,11892,45.699427891273054,13.829931020736694,,Servizi & Gestioni Italia S.R.L.,Q8,Autoporto Fernetti S/N 34016,34016,Monrupino,2018-04-09,,
,37253,45.60564615939642,13.807531893253326,,Gvl S.R.L.S.,Repsol,Via Flavia Di Aquilinia 12/A 34015,34015,Muggia,2018-04-09,,
,16980,45.70871164393604,13.744194209575653,,Adriaenergy S.R.L.,Pompe Bianche,Statale 202 Triestina  Km. 35  Dir. Venezia 34010,34010,Sgonico,2018-04-09,,
,8464,45.7186001630668,13.729940436865263,,Genesys 2002 Di Ulcigrai Mauro & C. S.N.C.,Esso,Statale 202 Triestina  Km. 18+945  Dir. Venezia 34010,34010,Sgonico,2018-04-09,,
,9504,45.72006988360862,13.721494674682617,,Riva Gabriele,Esso,Localita' Camposacro Sp.N.1 Km 8+738  34010,34010,Sgonico,2018-04-09,,
,38619,45.66918182836061,13.764407278504223,,Zol Franco - Carburanti,Agip Eni,Strada Del Friuli 7 34136,34136,Trieste,2018-04-09,,
,14309,45.65537093139546,13.776431646696437,,Area 202 Sas Di Riccardo Furlan & C,Tamoil,Via Severo Fabio 2/3 34133,34133,Trieste,2018-04-09,,
,35812,45.68632126780745,13.747586125581847,,Area 202 Sas Di Riccardo Furlan & C,Tamoil,Viale Miramare 233/1 34136,34136,Trieste,2018-04-09,,
,28374,45.6152541178869,13.790855854894971,,Da.Le. S.A.S. Di David Viola & C.,Agip Eni,Statale 202 Triestina  Km. 36  Dir. Muggia 34148,34148,Trieste,2018-04-09,,
,13942,45.63833504731151,13.81550110401838,,De Cleva E Bernardini Di De Cleva Paolo & C. S.A.S.,Esso,Via Carnaro S /S 202 /S 202  34016,34016,Trieste,2018-04-09,,
,38733,45.62857563004707,13.781437194442788,,Radin Davide,Agip Eni,Via Baiamonti  2 34145,34145,Trieste,2018-04-09,,
,37221,45.62707499410172,13.794299008598273,,Da.Le. S.A.S. Di David Viola & C.,Agip Eni,Via Dell'Istria 155 34148,34148,Trieste,2018-04-09,,
,38618,45.66479868882435,13.767396658658981,,Zol Franco - Carburanti,Agip Eni,Statale 14 Della Venezia Giulia  Km. 1  Dir. Tieste 34121,34121,Trieste,2018-04-09,,
,26099,45.611539042718654,13.819355070590973,,Grs Di Samuel Chiaruttini & C. S.A.S.,Esso,Via Flavia 120/1 34147,34147,Trieste,2018-04-09,,
,28037,45.639291775454375,13.77385675907135,,Gasfin Di Roberto Di Ilio & C. Snc,Esso,Viale Campi Elisi 95 34143,34143,Trieste,2018-04-09,,
,12427,45.64001174484067,13.78887158630107,,Pauletich & C. S.N.C. Di Pauletich Fulvio,Esso,Piazza Foraggi 9 34138,34138,Trieste,2018-04-09,,
,40559,45.62669405412571,13.794923265012358,,Full Gas Di Massarotti Mario,Api-Ip,Via Dell'Istria 212 34149,34149,Trieste,2018-04-09,,
,38629,45.61287773636554,13.825717940926552,,Interauto Di Pruteanu Daniela,Q8,Strada Della Rosandra 62 34147,34147,Trieste,2018-04-09,,
,37930,45.62666591786439,13.794944722684477,,Full Gas Di Marco Massarotti,Api-Ip,Via Dell'Istria 212 34149,34149,Trieste,2018-04-09,,
,13947,45.68345145440614,13.78226906673433,,Lonza & Coglievina Societa' A Responsabilita' Limitata,Esso,Localita' Villa Opicina 993  34016,34016,Trieste,2018-04-09,,
,28291,45.63796402706731,13.815004527568817,,Depiera Ermanno,Repsol,Via Brigata Casale Km 4 34149,34149,Trieste,2018-04-09,,
,27631,45.636068367838,13.831101804971695,,Self Area 4004 Di Riccobon Mauro,Agip Eni,Via Carlo Forlanini 44 34139,34139,Trieste,2018-04-09,,
,9331,45.61855655657254,13.81838008761406,,Self Area 4004 Di Riccobon Mauro,Agip Eni,Via Forti 2 34148,34148,Trieste,2018-04-09,,
,18807,45.639757417682084,13.777198120951653,,Matcovich Alessandro,Agip Eni,Via D'Alviano 14 34144,34144,Trieste,2018-04-09,,
,39462,45.65814003920213,13.794793760049401,,Pitacco Ermanno,Agip Eni,Via Alfonso Valerio 1 34127,34127,Trieste,2018-04-09,,
,9737,45.625284722136534,13.795276130424782,,Riva Stefano,Esso,Piazzale Valmaura 4 34148,34148,Trieste,2018-04-09,,
,40654,45.639367781785104,13.760255624027536,,Matcovich Alessandro,Total Erg,Passeggio Sant’ Andrea 10 34123,34123,Trieste,2018-04-09,,
,28980,45.617916453997914,13.814942836761475,,Gi.Da. Sas Di Paludan Fabrizio & C.,Total Erg,Via Flavia 59 34147,34147,Trieste,2018-04-09,,
,36026,45.639349029848006,13.760295874324925,,Da.Le. S.A.S. Di David Viola & C.,Total Erg,Passeggio Sant'Andrea 11 34123,34123,Trieste,2018-04-09,,
,11893,45.641867470414766,13.757236034393372,,Servizi & Gestioni Italia S.R.L.,Q8,Via Locchi 3 34123,34123,Trieste,2018-04-09,,
,11894,45.65567375308166,13.804014576721215,,Servizi & Gestioni Italia S.R.L.,Q8,Via Raffaello Sanzio 31 34144,34144,Trieste,2018-04-09,,
,11891,45.638298730547454,13.765280466270497,,Servizi & Gestioni Italia S.R.L.,Q8,Viale Campi Elisi 1/1 01-Gen 34143,34143,Trieste,2018-04-09,,
,38706,45.87727766982967,13.348548263311386,,Cescutti Daniela,Agip Eni,Via Mameli 11/C 33041,33041,Aiello Del Friuli,2018-04-09,,
,34172,45.88819703056148,13.353929445147514,,S.I.A. Engineering Construction S.R.L.,Sia Fuel,Sp 126 Via Mameli  33041,33041,Aiello Del Friuli,2018-04-09,,
,14884,46.37256823195754,13.064718246459961,,Area Di Servizio Shell Di Marta Ivan & C. S.A.S.,Q8,Strada Statale N. 52 Carnica  Km 5 + 906  33020,33020,Amaro,2018-04-09,,
,8849,46.41529669878691,12.796801787696836,,Nardone Renato,Retitalia,Piazzale Ai Caduti 14 33021,33021,Ampezzo,2018-04-09,,
,40931,46.41720200681587,12.790127073412464,,Martinis Maria Dora,Tamoil,Statale 52 Carnica  Km. 32+800  Dir. Udine 33021,33021,Ampezzo,2018-04-09,,
,27766,45.79004414466587,13.35639774799347,,Tavaris Silvano,Repsol,Via Giulia Augusta  87C 33051,33051,Aquileia,2018-04-09,,
,26675,45.883581850184356,13.308517634868622,,Esso Di Marinig Giorgio,Esso,Statale 356 Di Cividale  Km. 430  Dir. Cervignano 33050,33050,Bagnaria Arsa,2018-04-09,,
,38932,46.008108746298575,13.121475130319595,,Bff & Partners Di Monica Scaggiante E C. S.N.C.,Q8,Statale 13 Pontebbana  Km. Km 118+611  Dir. Est 33016,33016,Basiliano,2018-04-09,,
,33926,45.989543612162336,13.062701225280762,,S.I.A. Engineering Construction S.R.L.,Sia Fuel,Statale 13 Pontebbana  Km. 113 + 620  Dir. Pordenone 33031,33031,Basiliano,2018-04-09,,
,36502,46.03022196291168,13.1027452647686,,Singh Sandip,Api-Ip,Via Carnia Snc S.P. N. 10 Basiliano-Fagagna Km. 18+847 L.D.  33031,33031,Basiliano,2018-04-09,,
,21025,46.01476795442954,13.109050568664657,,Esposito Luigi,Total Erg,Via Europa Unita 40 33031,33031,Basiliano,2018-04-09,,
,32403,45.94027124475319,13.078518211841583,,Blason Luca & C. S.A.S.,Api-Ip,Sp 95 Ponte Di Madrisio  33032,33032,Bertiolo,2018-04-09,,
,12598,45.942377775588994,13.059155975532576,,Cassin S.N.C. Di Cassin Teodoro & C.,Api-Ip,Via Virco 25 33032,33032,Bertiolo,2018-04-09,,
,37479,45.95008527380112,13.051117144158411,,Pasutti Marco,Agip Eni,Via Stradalta 1 33032,33032,Bertiolo,2018-04-09,,
,12767,46.20353820333158,13.120549482139609,,Milzoni Gianfranco,Agip Eni,Via S. Stefano 144 33030,33030,Buja,2018-04-09,,
,37779,46.210144206143646,13.102492942188974,,Kan Sas Di Franco Nicola & C.,Esso,Via Provinciale Osovana 82 33030,33030,Buja,2018-04-09,,
,35566,46.240570330600654,13.09345006942749,,Be.Oil Di Fabbro Edoardo & C. S.A.S.,Esso,Provinciale Lavio 5 33030,33030,Buja,2018-04-09,,
,30937,46.202954168066974,13.117930591106415,,P&C Societa' A Responsabilita' Limitata Semplificata,Total Erg,Provinciale Osovana  27 33030,33030,Buja,2018-04-09,,
,14073,46.008872383769344,13.330809318197339,,Gariup Emanuela,Total Erg,Via Nazionale 35 33042,33042,Buttrio,2018-04-09,,
,4355,46.016260769220615,13.147850632667542,,Jetrent S.R.L.,Api-Ip,Via Zorutti 94 33030,33030,Campoformido,2018-04-09,,
,5633,46.024875543920906,13.168389649212713,,F.Lli Rinaldi Snc Di Matteo E Paolo Rinaldi,Agip Eni,Statale 13 Pontebbana  Km. 122  Dir. Pordenone 33030,33030,Campoformido,2018-04-09,,
,38688,46.03218543273877,13.217063695192337,,Rafikul Islam,Api-Ip,Via Adriatica 118 33030,33030,Campoformido,2018-04-09,,
,24586,46.024296866763265,13.192077577114105,,Degano Luca,Repsol,Via Campoformido 61  Basaldella,Della,Campoformido,2018-04-09,,
,37480,45.903688939364535,13.181842267513275,,Duri' Andrea,Pompe Bianche,Via Latisana 48 33050,33050,Castions Di Strada,2018-04-09,,
,13665,46.36829349535077,13.03923045904503,,Alimentari Stroili Silvio Di Billiani Lilia,Api-Ip,Via Roma 19 33020,33020,Cavazzo Carnico,2018-04-09,,
,11915,45.808617735316304,13.356680058860775,,Servizi & Gestioni Italia S.R.L.,Q8,Cc Ipercoop S/N 33052,33052,Cervignano Del Friuli,2018-04-09,,
,11916,45.84373482716345,13.326257492065452,,Servizi & Gestioni Italia S.R.L.,Q8,Loc.Strassoldo S.S. 352 Km 21 S/N 33052,33052,Cervignano Del Friuli,2018-04-09,,
,10160,45.814308453419706,13.34009701045079,,Chiarotto Paola,Pompe Bianche,Via Aquileia 98/3 33052,33052,Cervignano Del Friuli,2018-04-09,,
,26623,45.80639320051689,13.356143904020428,,Dijust Salvore,Api-Ip,Via Grado 20 33052,33052,Cervignano Del Friuli,2018-04-09,,
,32321,45.82879925192134,13.32992970943451,,Sinatra Fabio,Esso,Statale 14 Della Venezia Giulia  Km. 108+168  Dir. Trieste 33052,33052,Cervignano Del Friuli,2018-04-09,,
,26733,45.82958472335806,13.33148532380369,,Veca Sas Di Caprioli Antonio & C.,Agip Eni,Via Venezia 6 33052,33052,Cervignano Del Friuli,2018-04-09,,
,36043,46.40549439549572,13.296058773994446,,Varnerin Lauretta,Agip Eni,Statale 13 Pontebbana  Km. 208 + 600  Dir. Ovest 33010,33010,Chiusaforte,2018-04-09,,
,31614,46.08269173517617,13.39264377951622,,Servizi Innovativi Nord Est S.R.L.,Agip Eni,Via Dell'Indipendenza 1 33043,33043,Cividale Del Friuli,2018-04-09,,
,9002,46.09990449502037,13.442614645667845,,Servizi & Gestioni Italia S.R.L.,Q8,S.S. 54 Km 17+390  33043,33043,Cividale Del Friuli,2018-04-09,,
,8777,46.09237914882182,13.420311581093074,,Zambon Edi,Agip Eni,Viale Liberta' 11 33043,33043,Cividale Del Friuli,2018-04-09,,
,41156,46.092365879397995,13.420344963669777,,Costaperaria Monica,Agip Eni,Viale Libertà 11 33043,33043,Cividale Del Friuli,2018-04-09,,
,22912,46.08186979004962,13.424107432365417,,Fantini Giuseppe,Api-Ip,Via Friuli 20 33043,33043,Cividale Del Friuli,2018-04-09,,
,17552,46.09072537573869,13.415844918198331,,Superfast Esso Di Roiatti Roberto & C. S.A.S.,Esso,Via Udine 76 33034,33034,Cividale Del Friuli,2018-04-09,,
,13689,45.946009139170044,12.976701557636261,,Pituello Stefano,Agip Eni,Via Lignano 10 33033,33033,Codroipo,2018-04-09,,
,29740,45.966849702046375,12.968475809007032,,Big Srl,Big,Viale Venezia 112 33033,33033,Codroipo,2018-04-09,,
,10819,45.96157627528157,12.989031672477722,,Fratelli Sambucco S.N.C.,Agip Eni,Via Francesco A. Duodo 52 33033,33033,Codroipo,2018-04-09,,
,9338,45.96741906749927,12.970347317791038,,Armani Marta,Esso,Statale 13 Pontebbana  Km. 105+639  Dir. Udine-Pordenone 33033,33033,Codroipo,2018-04-09,,
,9996,45.96478072450505,12.955060778295888,,Faro Salvatore Andrea,Api-Ip,Statale 13 Pontebbana  Km. 104  Dir. Udine - Pordenone 33033,33033,Codroipo,2018-04-09,,
,37243,45.96596777385646,12.944873124361038,,Snaidero Loris,Repsol,Statale 13 Pontebbana  Km. 103+540  Dir. Lato Destro 33033,33033,Codroipo,2018-04-09,,
,26668,45.96992564752386,13.001172646891064,,Uliana Mariano,Esso,Statale 13 Pontebbana  Km. 108+137.5  Dir. Udine 33033,33033,Codroipo,2018-04-09,,
,9575,45.96527430944927,12.964430670639103,,Tigi Sas Di Tribos Giovanni & C.,Tamoil,Statale 13 Pontebbana  Km. 105/096  Dir. Pordenone    Udine 33033,33033,Codroipo,2018-04-09,,
,16412,45.95039776869089,12.973291128873825,,B. & B. Di Brun Gianfranco E Stefano S.A.S.,Total Erg,Via Lignano 4 33033,33033,Codroipo,2018-04-09,,
,31589,46.1881498281879,13.116044998168945,,Nuova Sidap  S.R.L.,Tamoil,Autostrada A23 Udine-Carnia-Tarvisio  Km. 37 1  Dir. Est 33010,33010,Colloredo Di Monte Albano,2018-04-09,,
,36416,46.185850971325884,13.11955064535141,,Sarni S.R.L.,Sarni Oil,Autostrada A23 Udine-Carnia-Tarvisio  Km. 36+900  Dir. Sud 33010,33010,Colloredo Di Monte Albano,2018-04-09,,
,39458,46.16258601418907,13.133203967442341,,Andreutti Roshan,Agip Eni,Strada Provinciale Osovana - Via Lauzzana 49 1 33010,33010,Colloredo Di Monte Albano,2018-04-09,,
,40674,46.51501399541765,12.86585676322943,,Savors Di Menis Cristina E Reputin Vittorio S.N.C. (Si Legga L'Accento Circonflesso Sulla O Della Parola Savors),Agip Eni,Via Statale 20 33023,33023,Comeglians,2018-04-09,,
,24821,46.00853684957895,13.436850607395172,,Mohammad Waqar,Api-Ip,Statale 356 Di Cividale  Km. 38+872  Dir. L.D., L.D.,Corno Di Rosazzo,2018-04-09,,
,36503,46.08532046350345,13.029987663030624,,Singh Nirmal,Api-Ip,Statale 464 Di Spilimbergo  Km. 31-299  Dir. Udine 33030,33030,Coseano,2018-04-09,,
,13020,46.11457219030199,12.957580089569092,,Bezzutti Paolo,San Marco Petroli,Statale 463 Del Tagliamento  Km. 21+918  Dir. San Daniele 33030,33030,Dignano,2018-04-09,,
,26915,46.08551393891267,12.956503182649612,,Gaspardo Silvano & Serafini S.N.C.,Total Erg,Statale 464 Di Spilimbergo  Km. 25+547  Dir. Udine 33030,33030,Dignano,2018-04-09,,
,21598,46.149809914354954,13.344058758266442,,Cg Service Di Cattarossi Gianluca,Api-Ip,Via Udine 68 33040,33040,Faedis,2018-04-09,,
,15557,46.152607808669025,13.345783148053556,,Emporio Fratelli Fioritto Di Fioritto Flaminio & C. S.N.C.,Api-Ip,Piazza I Maggio 11 33040,33040,Faedis,2018-04-09,,
,23426,46.10954330469643,13.090156034393317,,Lizzi & C. S.A.S. Di Bertuzzi Graziella,Esso,Via Udine 61 33034,33034,Fagagna,2018-04-09,,
,11076,46.10480746966995,13.093640506267548,,Stazione Eni Di Mazza Giovanni,Agip Eni,Via Udine 140 33034,33034,Fagagna,2018-04-09,,
,3981,46.097116757850536,13.090751767158508,,Lizzi & C. S.A.S. Di Bertuzzi Graziella,Esso,Statale 464 Di Spilimbergo  Km. 36  Dir. Udine 33034,33034,Fagagna,2018-04-09,,
,35319,46.09906855051087,13.104850798845291,,Lizzi & C. S.A.S. Di Bertuzzi Graziella,Total Erg,Statale 464 Di Spilimbergo  Km. 464  Dir. Udine 33034,33034,Fagagna,2018-04-09,,
,17693,45.79330364672537,13.405926506312312,,C.M. S.N.C. Di Cosolo Giorgio & C.,Tamoil,Via Libertà 4 33050,33050,Fiumicello,2018-04-09,,
,25713,46.22474366257768,13.010923862457275,,Atelier Snc Di Vincenti Christian E Patat Daniele,Api-Ip,Via Napoleonica 9 33030,33030,Forgaria Nel Friuli,2018-04-09,,
,18677,46.21093621211868,12.954480100524961,,Dean Mirko,Agip Eni,Via Pinzano Al Tagliamento 8 33030,33030,Forgaria Nel Friuli,2018-04-09,,
,41030,46.224686323392824,13.01092453300953,,Vr Group Di Vincenti Christian,Api-Ip,Via Napoleonica 9 33030,33030,Forgaria Nel Friuli,2018-04-09,,
,11271,46.583788922969,12.78182566165924,,Enertop S.R.L.,Costantin,Via Rigolato 7/A 33020,33020,Forni Avoltri,2018-04-09,,
,37517,46.417415082455015,12.584903240203857,,D'Andrea Stefano,Api-Ip,Statale 52 Carnica  Km. 42  Dir. Passo Della Mauria 33024,33024,Forni Di Sopra,2018-04-09,,
,25544,46.268604877646126,13.107590675354004,,Cossa Enzo,Esso,Via Taboga 112 33013,33013,Gemona Del Friuli,2018-04-09,,
,11905,46.26326975512277,13.107899646724832,,Servizi & Gestioni Italia S.R.L.,Q8,Fz. Piovega - Via Taboga 93 33013,33013,Gemona Del Friuli,2018-04-09,,
,20487,46.259443848879876,13.102156519889832,,Mi.Xo. Di Xotto Michele,Api-Ip,Via San Daniele 91 33013,33013,Gemona Del Friuli,2018-04-09,,
,35107,46.26806732556701,13.119121179098556,,Be.Oil Di Fabbro Edoardo & C. S.A.S.,Total Erg,Via Osoppo 130 33013,33013,Gemona Del Friuli,2018-04-09,,
,14213,46.287143783202474,13.122280723409403,,Zamolo Sas Di Zamolo Giulio & C.,Agip Eni,Via Bariglaria 162 33013,33013,Gemona Del Friuli,2018-04-09,,
,3569,45.88242346723288,13.258443474769592,,Buldo Orlando,Agip Eni,Autostrada A4 Venezia-Trieste  Km. 90.555  Dir. Ovest,Ovest,Gonars,2018-04-09,,
,39804,45.88171094896794,13.2593634724617,,Sarni S.R.L.,Sarni Oil,Autostrada A4 Venezia-Trieste  Km. 486+901  Dir. Sud 33050,33050,Gonars,2018-04-09,,
,37901,45.89165780636211,13.251452743897971,,Rub Nawaz Ahmed,Api-Ip,Via F. Corridoni 23/B 33050,33050,Gonars,2018-04-09,,
,5239,45.904626080810274,13.246393650770187,,San Marco Petroli Distribuzione S.R.L.,San Marco Petroli,Statale 252 Di Palmanova  Km. 19+978  Dir. Palmanova 33050,33050,Gonars,2018-04-09,,
,28866,45.901998087913846,13.25775146484375,,Ghiraldo Monia,Agip Eni,Statale 252 Di Palmanova  Km. 20  Dir. Codroipo 33050,33050,Gonars,2018-04-09,,
,4356,45.78862907539805,13.01324799656868,,Jetrent S.R.L.,Api-Ip,Via Crosere 20 33053,33053,Latisana,2018-04-09,,
,22629,45.75967878843424,13.029955316427163,,Desmo Immobiliare S.R.L.,Pompe Bianche,Via Lignano Nord 113 33053,33053,Latisana,2018-04-09,,
,22869,45.77164806137769,12.997819930315018,,Pighin Attilio,Esso,Via Sabbionera  33053,33053,Latisana,2018-04-09,,
,16864,45.71786713220818,13.04989857927876,,Vigolo Maurizio,Pompe Bianche,Via Lignano Sabbiadoro 126 33053,33053,Latisana,2018-04-09,,
,33342,45.722155537776025,13.048536118029801,,Scer S.N.C. Di Beccaro Bellino & C.,Api-Ip,Statale 14 Della Venezia Giulia  Km. 8  Dir. Latisana - Lignano 33050,33050,Latisana,2018-04-09,,
,15502,45.6960397112352,13.06872546672821,,Aprilia Marittima 2000 S.P.A.,Api-Ip,Via Del Coregolo - Aprilia Marittima 13 33053,33053,Latisana,2018-04-09,,
,6502,45.771382281555596,13.023546726983682,,Servizi & Gestioni Italia Srl,Q8,Via Lignano 76 33053,33053,Latisana,2018-04-09,,
,39170,45.77404948895909,13.002575486898422,,Servizi Innovativi Nord Est S.R.L.,Agip Eni,Via Isonzo 52 33053,33053,Latisana,2018-04-09,,
,29406,45.772853278144936,12.997264713048935,,Som S.P.A.,Total Erg,Statale 14 Della Venezia Giulia  Km. 79 + 690  Dir. Venezia 33053,33053,Latisana,2018-04-09,,
,19489,45.969781759710564,13.11400517821312,,Eredi Cinello Renato S.A.S. Di Cinello Franco & C.,Api-Ip,S.S.Provinciale 95 Km16+208  33050,33050,Lestizza,2018-04-09,,
,41204,45.96977672847304,13.114007930059415,,Oberai Kapil,Api-Ip,S.P. N. 95 Ponte Di Madrisio Km. 16+034  33050,33050,Lestizza,2018-04-09,,
,38395,45.697282698448255,13.1427913159132,,A.F. Petroli S.P.A.,Af Petroli,Darsena Vecchia Lato Ovest  33054,33054,Lignano Sabbiadoro,2018-04-09,,
,37581,45.689937494532025,13.139697330549552,,Distributore Agip Di Cardillo Vincenzo,Agip Eni,Via Latisana 86 33054,33054,Lignano Sabbiadoro,2018-04-09,,
,16450,45.67385304377614,13.088607247949198,,Torresan Massimo,Agip Eni,Viale Europa 154  33054,33054,Lignano Sabbiadoro,2018-04-09,,
,36240,45.68944241847603,13.132948949933052,,Galasso Giorgio,Esso,Viale Europa 16 33054,33054,Lignano Sabbiadoro,2018-04-09,,
,38031,45.671709404149624,13.091070637019584,,Galizio Giorgio & C. S.N.C. Di Capelli Joel E Versolatto Simone,Esso,Viale Europa 150 33054,33054,Lignano Sabbiadoro,2018-04-09,,
,11908,45.66927750810651,13.094348279762244,,Servizi & Gestioni Italia S.R.L.,Q8,Fz.Lignano Pineta Ss. 354 Km.15+300 S/N 33054,33054,Lignano Sabbiadoro,2018-04-09,,
,41120,45.683571932583774,13.119584249598688,,Zamarian Mario S.A.S. Di Zamarian Mario & C.,Total Erg,Viale Europa  112A 33054,33054,Lignano Sabbiadoro,2018-04-09,,
,31170,46.18583899598643,13.059155568122833,,Ip Services S.R.L.,Api-Ip,S.P. Juliense Km 11 016  33030,33030,Majano,2018-04-09,,
,27141,46.1850764815029,13.062502029430334,,Franzin Marco,Agip Eni,Via Rino Snaidero 7 33030,33030,Majano,2018-04-09,,
,39142,46.17375022993517,13.066807271163952,,P&C Societa' A Responsabilita' Limitata Semplificata,Total Erg,Via Udine 129 33030,33030,Majano,2018-04-09,,
,15693,46.179194514329886,13.043756783008575,,Venier Snc Di Venier Sonia & C.,Pompe Bianche,Strada R.463 Del Tagliamento Km11+600  33030,33030,Majano,2018-04-09,,
,39865,46.5063310503789,13.432642221450806,,Sabotha Bruna,Agip Eni,Statale 13 Pontebbana  Km. 80  Dir. Udine 33010,33010,Malborghetto Valbruna,2018-04-09,,
,36400,46.498680290843716,13.376675248146057,,Nuova Sidap  S.R.L.,Esso,Autostrada A23 Udine-Carnia-Tarvisio  Km. 96.9  Dir. Tarvisio 33100,33100,Malborghetto Valbruna,2018-04-09,,
,8191,45.990554403676605,13.365211486816406,,Censani Rag. Fabrizio E C. S.N.C.,Agip Eni,Statale 56 Di Gorizia  Km. 14+130  Dir. Udine,Udine,Manzano,2018-04-09,,
,21007,46.014633888138356,13.388134986162186,,Autofficina Di Chiappo Fausto,Agip Eni,Frazione Oleis  33044,33044,Manzano,2018-04-09,,
,10977,45.988713226792115,13.37604923313529,,Maurizio Mauri,Total Erg,Via Stazione 78 33044,33044,Manzano,2018-04-09,,
,5238,45.98893682975692,13.397309482097626,,San Marco Petroli Distribuzione S.R.L.,San Marco Petroli,Via S. Giovanni 92 33044,33044,Manzano,2018-04-09,,
,34264,45.76006621343594,13.165653795003891,,A.F. Petroli S.P.A.,Af Petroli,Localita' Marina Punta Faro Snc 33050,33050,Marano Lagunare,2018-04-09,,
,26817,45.76640706298589,13.16788405139755,,C.M. Di Formentin Italo & C. S.N.C.,Agip Eni,Via Udine 9 33050,33050,Marano Lagunare,2018-04-09,,
