ref:mise;fuel:cng;source:date;price
5154;yes;01/02/2019 19:21:02;0.995
5156;yes;29/01/2019 10:54:16;0.999
5157;yes;01/02/2019 15:09:58;0.978
5163;yes;29/01/2019 07:04:30;0.998
5168;yes;30/01/2019 11:21:52;0.969
5175;yes;01/02/2019 18:55:50;1.015
5182;yes;31/01/2019 16:19:47;0.989
5195;yes;31/01/2019 16:24:24;0.999
5200;yes;03/02/2019 07:00:20;1.050
5203;yes;02/02/2019 16:57:40;0.988
5205;yes;02/02/2019 16:57:56;0.988
5206;yes;02/02/2019 16:58:24;0.988
5208;yes;02/02/2019 16:57:23;0.978
5212;yes;26/01/2019 09:28:08;0.989
5231;yes;31/01/2019 08:21:58;0.998
5237;yes;31/01/2019 17:19:10;0.995
5242;yes;31/01/2019 16:35:09;0.989
5251;yes;01/02/2019 17:31:03;0.979
5263;yes;02/02/2019 12:34:17;1.105
5266;yes;11/01/2019 05:59:29;0.985
5267;yes;28/01/2019 09:19:11;1.080
5268;yes;03/02/2019 00:20:46;1.074
5274;yes;01/02/2019 11:44:43;1.074
5275;yes;31/01/2019 07:11:03;0.990
5285;yes;03/02/2019 00:20:21;1.049
5286;yes;29/01/2019 14:44:23;0.900
5288;yes;02/02/2019 07:28:47;0.995
5291;yes;03/02/2019 00:21:00;1.074
5295;yes;02/02/2019 07:25:11;0.999
5301;yes;02/02/2019 09:25:22;0.985
5303;yes;28/01/2019 11:32:11;0.985
5311;yes;01/02/2019 17:38:10;0.900
5317;yes;11/12/2018 16:43:42;0.918
5319;yes;28/01/2019 15:20:56;1.170
5333;yes;01/02/2019 09:04:39;1.049
5355;yes;03/02/2019 06:58:04;0.880
5366;yes;31/01/2019 12:48:04;0.998
5368;yes;28/01/2019 11:34:28;0.999
5375;yes;28/11/2018 16:25:08;1.018
5380;yes;02/02/2019 11:24:50;0.969
5381;yes;02/02/2019 11:26:35;1.005
5385;yes;30/01/2019 06:28:35;0.988
5425;yes;02/02/2019 14:44:05;0.999
5428;yes;03/02/2019 07:00:01;1.104
5439;yes;02/02/2019 18:02:05;1.059
5443;yes;03/02/2019 06:07:23;1.119
5454;yes;02/02/2019 12:35:13;0.989
5581;yes;31/01/2019 15:49:48;1.059
5586;yes;01/02/2019 14:01:28;0.918
5592;yes;02/02/2019 12:32:40;1.074
5603;yes;30/01/2019 07:46:33;0.989
5612;yes;28/01/2019 15:36:11;1.030
5613;yes;28/01/2019 15:41:59;1.040
5626;yes;01/02/2019 10:20:07;0.969
5643;yes;29/01/2019 11:49:49;0.995
5654;yes;29/01/2019 08:39:05;0.999
5687;yes;26/01/2019 10:22:10;1.030
5727;yes;19/04/2018 09:38:47;0.939
5737;yes;22/01/2019 10:08:57;1.049
5755;yes;02/02/2019 10:40:40;1.096
5761;yes;02/02/2019 11:44:19;1.019
5947;yes;03/02/2019 00:02:14;1.029
5964;yes;02/02/2019 23:04:55;0.988
5979;yes;02/02/2019 23:01:51;1.000
5998;yes;02/02/2019 07:39:49;1.049
6003;yes;31/01/2019 07:12:01;1.080
6020;yes;02/02/2019 13:34:04;0.999
6032;yes;31/01/2019 15:03:53;1.069
6050;yes;02/02/2019 07:58:09;0.999
6071;yes;01/02/2019 15:41:28;1.028
6100;yes;27/08/2018 12:42:26;0.989
6114;yes;01/02/2019 16:31:12;0.978
6145;yes;01/02/2019 12:37:30;0.989
6176;yes;27/06/2018 19:50:59;0.985
6178;yes;29/01/2019 18:18:21;0.849
6222;yes;25/01/2019 14:29:38;0.997
6274;yes;28/01/2019 07:53:35;1.074
6337;yes;31/01/2019 09:41:31;1.113
6340;yes;21/01/2019 13:48:58;0.999
6369;yes;28/01/2019 08:44:52;0.970
6550;yes;31/01/2019 04:54:02;0.980
6605;yes;31/01/2019 04:54:34;0.928
6844;yes;01/02/2019 19:04:59;0.999
6888;yes;01/02/2019 07:12:14;1.074
6900;yes;30/01/2019 08:03:47;0.983
6911;yes;22/01/2019 12:04:31;1.048
6937;yes;28/01/2019 07:35:13;1.025
6939;yes;02/02/2019 20:12:43;0.985
6960;yes;23/01/2019 10:31:26;0.999
7046;yes;01/02/2019 14:09:12;1.009
7081;yes;28/01/2019 19:06:23;0.959
7108;yes;01/02/2019 16:20:23;0.829
7109;yes;30/01/2019 17:38:04;1.009
7112;yes;31/01/2019 16:38:28;0.940
7277;yes;01/02/2019 07:36:22;1.015
7288;yes;31/01/2019 03:43:25;0.989
7290;yes;01/02/2019 02:46:01;0.990
7295;yes;02/02/2019 03:31:58;0.945
7454;yes;25/01/2019 07:20:23;0.999
7489;yes;25/01/2019 10:20:26;0.989
7526;yes;29/01/2019 13:42:58;0.999
7838;yes;29/01/2019 11:15:16;0.989
7860;yes;23/01/2019 15:25:44;1.009
7923;yes;28/01/2019 09:04:13;0.976
7929;yes;31/01/2019 16:19:08;0.999
8082;yes;31/01/2019 10:40:05;0.999
8097;yes;23/01/2019 07:38:39;0.964
8099;yes;24/01/2019 11:49:48;0.997
8174;yes;28/01/2019 08:20:13;0.995
8176;yes;28/01/2019 08:21:45;1.005
8239;yes;29/01/2019 11:26:46;0.989
8259;yes;31/01/2019 08:29:05;1.099
8297;yes;02/02/2019 09:20:45;1.024
8344;yes;10/07/2017 11:09:48;1.000
8349;yes;01/02/2019 09:31:27;1.150
8377;yes;01/02/2019 14:47:27;0.998
8378;yes;01/02/2019 14:44:31;0.998
8413;yes;01/02/2019 08:25:46;0.950
8524;yes;01/02/2019 08:38:59;0.989
8566;yes;26/01/2019 10:40:33;0.999
8599;yes;28/01/2019 07:34:16;0.979
8651;yes;03/02/2019 00:08:49;0.899
8669;yes;29/01/2019 14:44:07;0.999
8690;yes;01/02/2019 11:03:14;0.994
9127;yes;01/02/2019 18:17:13;0.968
9177;yes;11/01/2019 10:20:30;0.980
9216;yes;01/02/2019 07:10:49;0.999
9252;yes;31/01/2019 10:22:39;0.979
9488;yes;29/01/2019 12:38:36;0.910
9585;yes;21/01/2019 12:02:45;1.018
9630;yes;31/01/2019 11:02:15;0.940
9738;yes;02/02/2019 23:00:52;0.959
9803;yes;01/02/2019 10:58:41;0.953
9947;yes;02/02/2019 10:35:16;1.035
9976;yes;02/02/2019 09:43:49;0.929
9985;yes;02/02/2019 07:44:14;0.985
10034;yes;31/01/2019 11:00:48;0.958
10139;yes;02/02/2019 09:53:55;0.999
10166;yes;01/02/2019 07:41:57;0.940
10188;yes;02/02/2019 14:59:32;0.979
10220;yes;29/01/2019 09:13:14;0.988
10221;yes;29/01/2019 09:11:54;0.938
10222;yes;01/02/2019 10:48:10;0.988
10338;yes;01/02/2019 15:33:24;0.997
10376;yes;01/02/2019 10:01:40;0.996
10409;yes;29/01/2019 17:57:12;0.976
10428;yes;30/01/2019 19:26:18;0.968
10493;yes;29/01/2019 14:37:27;0.990
10553;yes;01/02/2019 19:07:53;0.949
10573;yes;30/01/2019 16:08:27;0.945
10576;yes;30/01/2019 16:09:20;0.979
10584;yes;29/01/2019 13:59:12;0.895
10677;yes;30/01/2019 16:27:41;0.939
10824;yes;27/01/2019 15:15:33;0.998
10836;yes;01/02/2019 15:48:25;0.995
10837;yes;01/02/2019 15:49:28;0.995
10852;yes;02/02/2019 09:58:32;0.999
10853;yes;02/02/2019 09:59:03;0.999
10898;yes;01/02/2019 07:12:07;0.929
10937;yes;30/01/2019 14:14:25;0.962
10967;yes;31/01/2019 09:14:11;0.999
10976;yes;31/01/2019 08:37:22;0.985
11050;yes;01/02/2019 14:31:34;0.945
11077;yes;31/01/2019 10:06:57;0.998
11118;yes;31/01/2019 12:32:13;0.999
11128;yes;01/02/2019 08:38:38;1.020
11143;yes;30/01/2019 16:48:24;1.089
11147;yes;29/01/2019 15:43:45;0.899
11157;yes;31/01/2019 12:39:11;0.909
11164;yes;24/01/2019 16:38:32;0.959
11194;yes;25/01/2019 06:27:44;0.968
11208;yes;22/01/2019 07:37:20;0.889
11230;yes;29/12/2018 08:42:45;1.018
11302;yes;02/02/2019 23:00:46;0.949
11304;yes;18/01/2019 10:14:35;0.960
11325;yes;28/01/2019 10:41:10;0.989
11331;yes;01/02/2019 07:36:38;0.989
11370;yes;01/02/2019 10:33:34;0.989
11377;yes;31/01/2019 13:08:08;0.969
11428;yes;31/01/2019 11:44:50;1.095
11566;yes;01/02/2019 13:32:30;0.999
11753;yes;31/01/2019 08:00:23;1.110
12031;yes;29/01/2019 08:09:42;0.915
12051;yes;29/01/2019 11:29:43;0.988
12052;yes;29/01/2019 11:34:09;0.950
12100;yes;03/02/2019 01:53:22;1.028
12145;yes;28/01/2019 09:26:10;1.090
12173;yes;29/01/2019 18:16:21;0.998
12297;yes;27/01/2019 10:47:32;0.949
12301;yes;27/01/2019 10:48:20;1.030
12324;yes;29/01/2019 18:03:20;0.998
12346;yes;02/02/2019 08:03:03;0.990
12368;yes;30/01/2019 16:29:05;0.999
12378;yes;02/02/2019 23:00:56;0.989
12412;yes;28/03/2018 12:33:43;0.909
12492;yes;28/01/2019 09:43:11;0.989
12527;yes;21/12/2018 10:08:39;0.989
12529;yes;02/02/2019 11:26:53;0.999
12577;yes;01/02/2019 09:00:12;0.999
12613;yes;01/02/2019 15:06:11;0.999
12635;yes;02/02/2019 10:17:02;0.957
12648;yes;01/02/2019 11:20:33;1.019
12730;yes;25/01/2019 08:24:32;0.976
12820;yes;01/02/2019 16:49:15;0.965
12874;yes;02/02/2019 19:38:21;0.988
12893;yes;01/02/2019 15:36:20;1.028
12915;yes;26/01/2019 08:12:47;0.999
12930;yes;25/01/2019 18:55:42;1.018
12936;yes;01/02/2019 15:40:28;1.028
12959;yes;01/02/2019 09:29:57;0.959
12969;yes;28/01/2019 18:09:39;0.975
12971;yes;01/02/2019 15:45:05;0.928
12990;yes;28/01/2019 08:36:50;0.860
12994;yes;28/01/2019 15:04:25;0.939
13076;yes;30/01/2019 15:05:15;0.969
13078;yes;30/01/2019 16:03:50;0.968
13088;yes;26/01/2019 10:18:07;0.979
13089;yes;16/01/2019 16:35:16;0.925
13096;yes;30/01/2019 15:04:01;0.945
13100;yes;16/01/2019 16:37:28;0.950
13116;yes;21/01/2019 19:56:59;0.979
13137;yes;03/02/2019 00:20:37;0.940
13139;yes;19/01/2019 09:21:56;1.018
13148;yes;28/01/2019 09:52:14;0.919
13243;yes;28/01/2019 21:10:42;0.889
13303;yes;24/01/2019 07:22:36;0.949
13383;yes;01/02/2019 14:59:56;1.109
13397;yes;03/02/2019 00:21:22;0.949
13408;yes;25/01/2019 11:19:57;0.979
13527;yes;31/01/2019 17:13:39;1.048
13539;yes;31/01/2019 17:17:04;1.048
13544;yes;31/01/2019 17:14:08;1.111
13546;yes;31/01/2019 17:19:49;1.111
13554;yes;22/01/2019 08:43:23;0.962
13590;yes;31/01/2019 11:03:09;0.918
13622;yes;25/01/2019 11:19:33;0.969
13642;yes;30/01/2019 10:24:21;1.050
13645;yes;29/01/2019 09:56:53;0.988
13739;yes;25/01/2019 10:07:08;1.024
13767;yes;27/01/2019 10:10:08;0.999
13859;yes;30/01/2019 09:27:16;1.036
13940;yes;31/01/2019 10:56:51;0.999
14033;yes;28/01/2019 08:15:40;1.098
14045;yes;28/01/2019 09:10:21;0.950
14068;yes;01/02/2019 09:23:48;1.047
14165;yes;01/02/2019 09:08:45;0.989
14180;yes;01/02/2019 15:46:43;0.995
14304;yes;28/01/2019 14:13:33;0.999
14351;yes;29/01/2019 10:08:32;0.950
14399;yes;21/01/2019 16:19:07;1.018
14407;yes;29/01/2019 16:43:54;0.957
14427;yes;28/01/2019 09:38:20;0.999
14468;yes;31/01/2019 07:47:16;0.999
14481;yes;01/02/2019 18:12:03;0.988
14482;yes;28/01/2019 06:46:13;1.018
14485;yes;01/02/2019 18:12:38;0.988
14486;yes;01/02/2019 18:13:27;0.988
14499;yes;23/01/2019 09:25:47;0.957
14517;yes;31/01/2019 16:47:25;0.989
14547;yes;01/02/2019 18:56:41;0.999
14567;yes;23/01/2019 16:47:25;0.989
14596;yes;01/02/2019 07:43:34;0.990
14612;yes;30/01/2019 08:39:54;0.990
14618;yes;31/01/2019 19:10:56;0.989
14651;yes;02/02/2019 09:22:38;1.074
14658;yes;02/02/2019 13:21:46;1.084
14682;yes;02/02/2019 09:22:52;1.049
14699;yes;31/01/2019 19:26:34;0.920
14707;yes;01/02/2019 11:12:49;0.950
14725;yes;31/01/2019 19:19:31;0.994
14752;yes;01/02/2019 06:04:12;1.036
14803;yes;28/01/2019 12:23:30;0.969
14814;yes;27/01/2019 21:55:08;0.998
14815;yes;27/01/2019 21:54:20;0.998
14913;yes;02/02/2019 12:34:42;0.999
14932;yes;02/02/2019 09:21:49;1.049
14936;yes;02/02/2019 09:22:22;1.074
14975;yes;27/12/2018 09:46:35;0.989
15012;yes;31/03/2018 07:46:43;0.979
15051;yes;29/01/2019 08:10:14;1.009
15100;yes;01/02/2019 09:22:25;0.899
15101;yes;01/02/2019 09:27:48;0.878
15139;yes;29/01/2019 08:18:15;1.100
15144;yes;28/01/2019 07:56:17;1.059
15275;yes;02/02/2019 08:01:25;1.090
15311;yes;02/02/2019 08:10:14;1.000
15358;yes;28/01/2019 09:15:30;1.006
15360;yes;29/01/2019 19:32:14;1.004
15386;yes;28/01/2019 11:01:27;1.025
15494;yes;30/01/2019 15:51:54;0.929
15498;yes;28/01/2019 06:59:16;0.926
15525;yes;31/01/2019 21:06:52;0.988
15533;yes;02/02/2019 12:29:46;0.978
15646;yes;28/01/2019 04:21:40;0.958
15720;yes;02/02/2019 08:07:11;0.985
15753;yes;14/05/2018 08:25:08;0.999
15789;yes;02/02/2019 07:53:02;0.999
15810;yes;01/02/2019 14:51:01;1.099
15843;yes;13/11/2018 09:42:24;1.020
15853;yes;28/01/2019 04:20:55;0.958
15984;yes;29/01/2019 12:25:52;0.900
15985;yes;01/02/2019 16:31:46;0.988
16008;yes;01/02/2019 16:31:32;0.978
16018;yes;01/02/2019 07:21:28;0.909
16223;yes;28/01/2019 09:06:45;0.960
16271;yes;02/02/2019 10:45:36;0.965
16331;yes;31/01/2019 08:40:21;0.999
16447;yes;29/01/2019 12:25:01;0.890
16464;yes;29/01/2019 12:27:27;0.885
16477;yes;30/01/2019 08:30:42;0.995
16488;yes;01/02/2019 11:39:01;0.979
16507;yes;14/01/2019 09:15:30;0.950
16512;yes;31/01/2019 07:30:32;0.939
16526;yes;18/01/2019 07:37:30;0.999
16582;yes;21/01/2019 17:01:22;0.999
16644;yes;29/01/2019 16:19:49;0.994
16693;yes;31/01/2019 13:53:50;0.999
16694;yes;28/01/2019 10:10:01;0.959
16720;yes;25/01/2019 10:32:02;0.989
16797;yes;12/01/2019 08:59:19;0.979
16836;yes;01/02/2019 12:36:42;0.989
16934;yes;01/02/2019 18:01:46;0.997
16962;yes;29/01/2019 06:48:56;0.985
17020;yes;16/01/2019 22:44:41;1.000
17027;yes;02/02/2019 06:17:56;1.058
17036;yes;24/01/2019 11:15:36;0.985
17041;yes;02/02/2019 08:09:41;0.998
17109;yes;22/11/2018 18:44:16;0.980
17160;yes;29/01/2019 21:13:00;1.080
17190;yes;02/02/2019 12:26:33;0.969
17192;yes;01/02/2019 22:31:44;0.969
17193;yes;01/02/2019 22:31:42;0.969
17194;yes;31/01/2019 06:19:42;0.999
17271;yes;22/01/2019 07:45:49;0.985
17290;yes;31/01/2019 09:38:28;0.999
17430;yes;02/02/2019 12:42:59;0.989
17455;yes;31/01/2019 21:21:16;1.019
17475;yes;31/01/2019 18:38:04;0.999
17496;yes;28/01/2019 08:48:25;0.959
17499;yes;01/02/2019 10:57:42;1.048
17501;yes;31/01/2019 11:02:16;1.069
17546;yes;26/01/2019 14:02:13;0.999
17555;yes;01/02/2019 11:01:12;1.049
17573;yes;01/02/2019 11:00:14;0.995
17580;yes;28/01/2019 08:07:35;0.995
17609;yes;02/02/2019 10:58:11;0.980
17639;yes;03/02/2019 00:20:59;1.024
17713;yes;01/02/2019 17:37:08;0.915
17735;yes;01/02/2019 17:35:42;0.900
17801;yes;31/01/2019 09:08:01;1.199
17813;yes;02/02/2019 20:20:05;0.975
17914;yes;02/02/2019 13:32:52;0.929
17927;yes;28/01/2019 10:07:18;0.935
17957;yes;14/05/2018 19:16:31;0.928
17984;yes;30/01/2019 10:03:45;0.989
18007;yes;28/01/2019 10:53:45;1.019
18012;yes;21/01/2019 15:35:36;0.990
18014;yes;02/02/2019 13:54:48;1.147
18044;yes;31/01/2019 12:34:51;0.967
18088;yes;23/01/2019 11:11:32;1.040
18128;yes;01/02/2019 12:25:34;0.980
18222;yes;19/01/2019 13:04:44;0.956
18267;yes;31/01/2019 17:48:14;0.998
18331;yes;31/01/2019 12:07:42;0.949
18372;yes;01/02/2019 14:39:08;0.999
18398;yes;28/01/2019 19:15:43;0.879
18452;yes;01/02/2019 18:22:47;1.096
18453;yes;01/02/2019 18:17:35;1.096
18489;yes;22/01/2019 07:35:18;0.989
18491;yes;28/01/2019 07:21:00;0.989
18569;yes;28/01/2019 09:30:07;0.998
18650;yes;01/02/2019 17:08:09;0.999
18683;yes;28/01/2019 18:22:25;0.970
18803;yes;02/02/2019 07:11:47;1.019
18845;yes;24/01/2019 07:59:50;1.035
18955;yes;28/01/2019 07:05:49;0.999
18971;yes;01/02/2019 16:33:23;0.954
19197;yes;02/02/2019 06:23:23;0.990
19266;yes;01/02/2019 18:24:45;1.096
19267;yes;01/02/2019 18:26:16;1.096
19271;yes;01/02/2019 18:28:02;1.096
19287;yes;28/01/2019 09:35:35;0.989
19421;yes;28/01/2019 11:49:09;0.988
19441;yes;30/01/2019 15:53:44;0.988
19450;yes;28/01/2019 07:48:57;0.948
19588;yes;30/01/2019 16:48:46;0.995
19748;yes;28/01/2019 11:42:40;0.978
19754;yes;19/01/2019 09:33:44;0.988
19835;yes;02/02/2019 23:00:50;0.969
19842;yes;28/01/2019 13:59:04;0.999
19890;yes;09/01/2019 07:42:12;1.135
19899;yes;02/02/2019 23:00:49;0.929
19900;yes;02/02/2019 23:00:49;0.979
19961;yes;02/02/2019 12:51:54;1.059
19985;yes;02/02/2019 18:36:16;0.920
20076;yes;01/02/2019 10:59:30;0.998
20209;yes;02/02/2019 09:00:58;0.945
20257;yes;26/01/2019 12:30:09;0.979
20281;yes;28/01/2019 09:03:01;1.108
20338;yes;22/01/2019 09:26:25;0.970
20343;yes;01/02/2019 08:28:50;0.960
20567;yes;02/02/2019 10:58:25;0.979
20585;yes;31/12/2018 09:21:09;0.989
20666;yes;29/01/2019 09:27:48;1.029
20734;yes;01/02/2019 18:46:50;0.989
20762;yes;29/01/2019 13:41:02;0.979
20836;yes;29/01/2019 12:05:56;0.969
20989;yes;01/02/2019 18:46:21;1.095
21063;yes;01/02/2019 17:55:06;0.999
21083;yes;02/02/2019 08:49:56;0.960
21113;yes;26/01/2019 19:25:01;0.969
21119;yes;26/01/2019 19:23:26;0.969
21123;yes;26/01/2019 19:24:23;0.969
21151;yes;01/02/2019 11:25:35;0.997
21189;yes;28/12/2018 19:25:58;1.019
21215;yes;31/01/2019 16:50:22;0.999
21229;yes;28/01/2019 08:18:22;0.955
21241;yes;02/02/2019 09:38:04;0.945
21329;yes;31/01/2019 12:02:04;1.019
21334;yes;28/01/2019 10:26:56;0.990
21343;yes;17/01/2019 18:06:41;0.999
21418;yes;24/01/2019 15:33:39;0.968
21429;yes;25/01/2019 07:08:16;0.975
21497;yes;29/01/2019 09:42:39;0.998
21504;yes;29/01/2019 09:43:47;0.979
21515;yes;31/01/2019 19:48:54;0.999
21740;yes;28/01/2019 12:21:15;0.960
21747;yes;28/01/2019 11:25:11;1.019
21762;yes;01/02/2019 15:25:50;0.929
21779;yes;28/01/2019 11:00:38;0.799
