ref:mise;fuel:cng;source:date;price
21883;yes;24/12/2018 10:01:59;1.028
21937;yes;01/02/2019 06:58:04;0.969
21949;yes;10/05/2018 18:24:39;0.999
22042;yes;29/01/2019 06:33:04;0.975
22131;yes;23/01/2019 08:22:45;0.995
22161;yes;28/01/2019 15:34:20;0.899
22212;yes;28/01/2019 10:42:47;0.999
22317;yes;02/02/2019 10:02:24;1.004
22318;yes;31/01/2019 12:10:02;0.889
22329;yes;31/01/2019 10:17:37;1.232
22367;yes;31/01/2019 17:15:48;1.111
22384;yes;01/02/2019 18:55:53;1.015
22385;yes;01/02/2019 19:06:09;0.999
22397;yes;23/01/2019 19:08:24;0.979
22415;yes;02/02/2019 09:16:42;0.999
22417;yes;02/02/2019 09:16:54;0.999
22419;yes;25/01/2019 19:24:40;1.069
22537;yes;01/02/2019 17:25:49;0.969
22565;yes;28/01/2019 10:01:42;0.975
22581;yes;28/01/2019 16:22:39;0.969
22602;yes;29/01/2019 11:20:40;1.015
22616;yes;28/01/2019 06:47:32;0.975
22672;yes;30/01/2019 10:52:22;0.990
22749;yes;16/01/2019 06:31:21;0.999
22755;yes;29/01/2019 20:42:16;0.969
22857;yes;07/01/2019 13:34:22;0.998
22861;yes;28/01/2019 10:13:35;0.990
22908;yes;28/01/2019 08:33:50;0.999
22934;yes;31/01/2019 16:39:47;0.995
22970;yes;01/02/2019 18:30:28;0.918
23017;yes;31/01/2019 11:53:28;0.995
23073;yes;02/02/2019 12:16:03;0.997
23080;yes;02/02/2019 11:47:25;0.959
23189;yes;01/02/2019 08:36:07;0.969
23210;yes;28/01/2019 19:03:29;0.958
23216;yes;21/01/2019 12:04:43;0.929
23248;yes;29/01/2019 17:58:18;0.999
23293;yes;02/02/2019 13:21:49;1.084
23311;yes;29/01/2019 09:59:08;0.919
23317;yes;24/01/2019 20:23:39;0.998
23326;yes;01/02/2019 15:13:51;0.998
23332;yes;31/01/2019 15:32:19;0.999
23360;yes;31/01/2019 11:38:52;0.999
23397;yes;17/01/2019 11:51:23;0.980
23471;yes;31/01/2019 18:58:35;1.096
23490;yes;25/01/2019 16:49:43;0.995
23495;yes;31/01/2019 05:49:26;1.133
23544;yes;29/01/2019 18:42:40;0.969
23564;yes;02/02/2019 09:13:09;0.869
23573;yes;01/02/2019 07:46:19;0.975
23656;yes;17/01/2019 11:55:29;0.980
23671;yes;28/01/2019 07:58:51;1.009
23784;yes;31/01/2019 08:31:20;1.070
23801;yes;05/06/2018 09:59:20;0.969
23813;yes;31/01/2019 06:22:54;0.999
24056;yes;10/01/2019 07:02:06;1.090
24113;yes;02/02/2019 12:13:12;1.019
24247;yes;01/02/2019 15:09:51;1.015
24279;yes;31/01/2019 12:19:05;0.849
24292;yes;02/02/2019 09:08:30;1.215
24317;yes;29/01/2019 18:16:53;0.998
24338;yes;31/01/2019 19:18:33;1.078
24354;yes;02/02/2019 16:49:00;1.019
24420;yes;28/01/2019 09:27:34;1.049
24441;yes;02/02/2019 11:54:22;0.939
24458;yes;02/02/2019 08:09:13;0.998
24497;yes;28/01/2019 08:37:17;0.983
24528;yes;22/01/2019 17:36:11;0.995
24566;yes;19/05/2018 08:14:05;0.960
24601;yes;01/02/2019 18:41:16;1.112
24614;yes;03/02/2019 00:13:21;0.959
24663;yes;02/02/2019 23:08:49;0.919
24680;yes;02/02/2019 10:16:17;0.948
24692;yes;30/01/2019 16:19:47;0.919
24752;yes;01/02/2019 15:02:51;0.995
24753;yes;01/02/2019 15:04:11;0.995
24803;yes;01/02/2019 07:45:31;1.020
24829;yes;03/02/2019 07:32:13;1.119
24850;yes;01/02/2019 18:41:12;1.074
24858;yes;31/01/2019 12:03:41;0.999
24876;yes;25/01/2019 11:36:58;1.099
24944;yes;31/01/2019 14:43:26;0.995
24952;yes;01/02/2019 09:55:10;0.900
24957;yes;28/01/2019 12:07:57;0.988
24958;yes;28/01/2019 12:08:13;0.969
24972;yes;01/02/2019 16:32:18;0.988
24976;yes;28/01/2019 15:41:18;0.995
24977;yes;01/02/2019 15:40:35;0.959
24999;yes;31/01/2019 16:06:15;1.050
25209;yes;02/02/2019 09:06:05;0.898
25261;yes;02/02/2019 09:16:56;1.069
25277;yes;28/01/2019 10:21:13;1.029
25351;yes;31/01/2019 10:07:22;1.112
25444;yes;27/12/2018 18:25:56;0.983
25467;yes;01/02/2019 10:10:12;0.943
25622;yes;01/02/2019 18:44:33;0.988
25623;yes;01/02/2019 18:43:15;0.988
25626;yes;17/12/2018 12:23:14;0.987
25628;yes;31/01/2019 18:10:19;0.915
25733;yes;28/01/2019 19:30:42;0.899
25736;yes;28/01/2019 19:31:30;0.999
25737;yes;28/01/2019 19:32:16;0.995
25852;yes;22/01/2019 08:52:46;0.989
25881;yes;02/02/2019 12:05:05;0.997
25938;yes;22/01/2019 09:27:14;0.942
26055;yes;01/02/2019 18:14:43;1.074
26177;yes;03/02/2019 00:14:53;0.919
26315;yes;01/02/2019 11:53:17;0.989
26327;yes;01/02/2019 18:32:28;0.969
26368;yes;22/01/2019 20:50:51;0.990
26399;yes;31/01/2019 09:53:13;0.995
26414;yes;01/02/2019 18:41:26;0.988
26454;yes;13/01/2019 14:50:22;0.986
26486;yes;01/02/2019 18:32:30;0.978
26612;yes;22/01/2019 14:08:29;0.918
26699;yes;30/01/2019 20:10:19;0.999
26712;yes;09/01/2019 15:19:22;0.999
26758;yes;01/02/2019 18:45:02;0.980
26772;yes;03/01/2019 09:33:23;0.995
26865;yes;14/01/2019 09:24:58;0.987
26986;yes;31/01/2019 11:25:12;0.999
26988;yes;20/10/2018 11:37:49;1.046
27008;yes;31/01/2019 11:26:26;0.999
27039;yes;30/01/2019 10:38:34;0.940
27092;yes;01/02/2019 10:56:44;0.959
27108;yes;02/02/2019 16:52:11;0.974
27115;yes;25/01/2019 16:32:09;0.989
27136;yes;01/02/2019 11:19:51;0.985
27143;yes;01/02/2019 06:56:02;0.978
27166;yes;28/01/2019 08:44:49;0.979
27180;yes;01/02/2019 18:39:28;0.890
27183;yes;01/02/2019 18:34:26;0.968
27285;yes;28/01/2019 20:18:55;0.999
27391;yes;31/01/2019 09:40:49;0.910
27437;yes;30/01/2019 11:38:45;0.990
27468;yes;31/01/2019 11:24:17;0.959
27470;yes;18/01/2019 08:48:12;0.859
27471;yes;29/01/2019 10:22:53;0.998
27565;yes;26/01/2019 18:44:42;0.985
27576;yes;21/01/2019 17:21:32;0.999
27599;yes;01/02/2019 08:43:50;0.939
27629;yes;01/02/2019 08:43:30;0.939
27630;yes;01/02/2019 08:43:00;0.939
27633;yes;01/02/2019 08:43:39;0.939
27752;yes;31/01/2019 07:58:14;1.049
27889;yes;30/01/2019 12:09:55;0.999
27914;yes;28/01/2019 13:52:49;1.009
27960;yes;02/02/2019 10:15:04;0.968
28145;yes;30/01/2019 12:02:11;0.962
28214;yes;29/01/2019 15:37:37;0.970
28253;yes;01/02/2019 14:43:01;0.859
28347;yes;31/01/2019 07:16:40;0.987
28398;yes;02/02/2019 09:01:54;0.894
28406;yes;29/03/2018 12:37:11;0.929
28450;yes;29/01/2019 13:28:32;0.979
28454;yes;31/01/2019 09:13:54;0.899
28476;yes;02/02/2019 15:38:12;0.999
28491;yes;29/01/2019 12:28:39;0.900
28503;yes;02/02/2019 14:32:32;1.019
28508;yes;28/01/2019 18:03:46;0.999
28520;yes;02/02/2019 09:21:39;1.074
28521;yes;02/02/2019 09:21:41;1.074
28573;yes;25/01/2019 10:30:20;0.995
28588;yes;29/01/2019 15:54:24;0.995
28605;yes;16/01/2019 06:04:30;1.022
28625;yes;02/02/2019 09:21:37;1.074
28626;yes;02/02/2019 09:21:47;1.074
28665;yes;01/02/2019 12:21:32;1.070
28738;yes;28/01/2019 08:15:58;1.015
28889;yes;01/02/2019 07:30:51;1.105
28895;yes;02/02/2019 18:31:33;1.089
28904;yes;28/01/2019 20:15:56;0.999
28937;yes;02/02/2019 11:48:07;1.019
28990;yes;02/02/2019 23:00:32;0.988
29019;yes;02/02/2019 23:00:34;0.987
29028;yes;25/01/2019 08:33:41;0.999
29123;yes;01/02/2019 10:37:39;1.039
29149;yes;02/02/2019 07:22:03;1.105
29185;yes;30/01/2019 11:28:02;1.024
29210;yes;02/02/2019 15:35:10;1.039
29220;yes;28/01/2019 12:16:15;1.020
29229;yes;29/01/2019 11:27:46;0.995
29245;yes;28/01/2019 12:22:48;0.980
29246;yes;28/01/2019 19:30:57;0.859
29254;yes;02/02/2019 08:29:18;0.899
29343;yes;01/02/2019 09:31:33;1.026
29475;yes;26/01/2019 09:56:41;1.049
29555;yes;02/02/2019 09:35:48;0.929
29574;yes;29/01/2019 10:49:18;1.025
29597;yes;31/01/2019 06:18:51;1.042
29632;yes;30/01/2019 08:34:25;0.999
29685;yes;01/02/2019 09:21:12;0.899
29714;yes;01/02/2019 13:58:52;1.119
29769;yes;25/07/2018 06:51:27;0.998
29808;yes;02/02/2019 23:09:32;0.950
29850;yes;30/01/2019 18:04:15;0.889
29866;yes;31/01/2019 19:47:55;0.979
29884;yes;31/01/2019 18:13:46;0.998
29904;yes;31/01/2019 20:10:29;0.990
30009;yes;28/01/2019 09:39:35;0.929
30010;yes;30/01/2019 10:16:14;0.989
30080;yes;25/01/2019 16:58:42;0.969
30107;yes;26/01/2019 10:19:39;0.998
30138;yes;29/01/2019 08:01:25;1.089
30163;yes;07/03/2018 18:55:17;0.945
30174;yes;31/01/2019 10:56:42;1.018
30204;yes;29/01/2019 16:43:11;1.025
30206;yes;29/01/2019 09:31:12;0.978
30212;yes;01/02/2019 10:41:41;0.918
30229;yes;02/02/2019 18:32:03;1.049
30254;yes;30/01/2019 08:18:41;0.999
30257;yes;30/01/2019 20:07:35;0.987
30258;yes;30/01/2019 20:08:11;0.987
30276;yes;26/01/2019 09:10:17;1.039
30277;yes;29/01/2019 10:10:04;0.998
30278;yes;01/02/2019 10:56:43;0.990
30331;yes;19/07/2017 12:44:40;0.999
30354;yes;01/02/2019 18:58:17;0.899
30384;yes;29/01/2019 17:31:11;0.915
30391;yes;26/01/2019 15:34:06;1.011
30405;yes;02/02/2019 23:00:22;0.988
30411;yes;28/01/2019 20:59:08;0.989
30417;yes;28/01/2019 06:54:33;0.939
30420;yes;01/02/2019 08:41:33;0.998
30425;yes;21/01/2019 08:43:35;0.955
30427;yes;16/01/2019 16:05:03;0.999
30432;yes;01/02/2019 12:03:02;0.999
30448;yes;02/02/2019 20:10:07;0.972
30488;yes;14/01/2019 07:15:03;0.985
30496;yes;28/01/2019 13:20:07;0.900
30514;yes;11/01/2019 18:50:01;0.988
30516;yes;30/01/2019 10:39:43;0.995
30524;yes;01/02/2019 14:17:33;1.050
30544;yes;31/01/2019 12:13:27;0.999
30595;yes;29/01/2019 05:07:57;0.959
30597;yes;29/01/2019 10:09:52;0.996
30604;yes;16/01/2019 12:01:11;1.009
30637;yes;23/01/2019 11:03:05;0.975
30639;yes;01/02/2019 15:43:35;1.100
30666;yes;02/02/2019 11:01:08;0.999
30721;yes;25/01/2019 07:31:25;0.978
30729;yes;02/12/2018 09:31:54;1.018
30733;yes;01/02/2019 17:05:13;1.098
30734;yes;01/02/2019 17:04:21;1.074
30746;yes;21/01/2019 10:03:07;0.999
30773;yes;19/01/2019 12:00:42;1.015
30801;yes;23/01/2019 09:00:50;0.999
30863;yes;01/02/2019 11:38:07;0.980
30890;yes;31/01/2019 04:52:18;0.999
30892;yes;01/02/2019 09:29:22;0.848
30895;yes;23/01/2019 18:54:13;0.999
30896;yes;23/01/2019 18:54:26;0.999
30901;yes;28/01/2019 09:41:23;1.129
30914;yes;02/02/2019 12:37:33;0.999
30915;yes;01/02/2019 15:07:16;0.989
30973;yes;27/01/2019 07:31:07;0.969
31014;yes;12/01/2019 21:10:21;0.985
31050;yes;30/01/2019 19:29:11;0.998
31162;yes;22/01/2019 07:18:57;0.999
31237;yes;28/01/2019 13:35:20;0.989
31364;yes;31/01/2019 07:57:24;0.950
31395;yes;30/01/2019 08:55:25;0.969
31448;yes;02/02/2019 01:30:46;0.969
31450;yes;02/02/2019 01:30:26;0.969
31452;yes;02/02/2019 08:38:09;0.999
31459;yes;30/01/2019 16:50:48;0.998
31524;yes;03/02/2019 01:30:19;0.974
31528;yes;01/02/2019 01:32:17;0.994
31539;yes;03/02/2019 01:30:18;0.979
31543;yes;02/02/2019 01:30:39;0.979
31670;yes;27/01/2019 22:21:55;0.998
31687;yes;02/02/2019 18:51:01;1.018
31779;yes;24/01/2019 09:47:22;0.983
31805;yes;30/01/2019 12:34:13;1.005
31879;yes;01/02/2019 09:41:27;0.919
31916;yes;01/02/2019 01:33:06;0.979
31936;yes;26/01/2019 18:48:30;0.985
32024;yes;27/12/2017 14:57:03;0.679
32029;yes;10/01/2019 10:44:28;1.098
32042;yes;02/02/2019 09:17:12;1.049
32098;yes;30/01/2019 16:47:54;0.998
32112;yes;16/01/2019 16:42:48;0.998
32114;yes;28/01/2019 18:02:40;1.015
32164;yes;01/02/2019 11:38:46;0.980
32165;yes;22/01/2019 08:52:10;0.959
32251;yes;31/01/2019 10:16:22;1.049
32253;yes;29/01/2019 11:33:20;0.939
32264;yes;28/01/2019 10:02:19;1.015
32338;yes;01/02/2019 15:54:41;1.129
32370;yes;31/01/2019 08:31:10;1.049
32389;yes;23/01/2019 13:59:13;1.069
32391;yes;02/02/2019 07:54:34;0.995
32399;yes;30/01/2019 16:17:25;0.985
32420;yes;01/02/2019 20:47:31;0.990
32427;yes;02/02/2019 09:17:14;0.999
32447;yes;28/11/2018 18:54:38;1.029
32476;yes;31/01/2019 18:51:05;1.096
32484;yes;31/01/2019 04:52:34;0.859
32503;yes;01/02/2019 18:41:10;0.989
32528;yes;02/02/2019 09:20:47;1.029
32663;yes;25/01/2019 11:14:44;1.020
32683;yes;21/01/2019 12:37:09;0.940
32714;yes;30/01/2019 16:38:12;1.035
32744;yes;26/01/2019 07:02:23;0.909
32772;yes;02/02/2019 07:34:27;0.999
32800;yes;01/02/2019 20:36:27;0.949
32823;yes;31/01/2019 10:17:04;1.119
32892;yes;01/02/2019 18:17:41;1.074
32902;yes;31/01/2019 15:27:04;0.999
33005;yes;28/01/2019 09:58:09;0.989
33028;yes;31/01/2019 10:25:15;0.969
33130;yes;26/01/2019 16:31:27;0.989
33202;yes;31/01/2019 16:49:33;0.989
33204;yes;31/01/2019 13:46:16;0.989
33305;yes;30/01/2019 13:18:10;1.095
33351;yes;02/02/2019 10:04:08;0.899
33360;yes;30/01/2019 17:03:08;1.018
33361;yes;11/01/2019 16:16:52;0.999
33391;yes;29/01/2019 07:15:48;1.104
33435;yes;02/02/2019 09:17:38;1.009
33473;yes;01/02/2019 21:53:09;0.869
33505;yes;21/01/2019 10:49:09;0.969
33529;yes;02/02/2019 15:06:20;1.019
33534;yes;31/01/2019 09:36:59;1.019
33558;yes;31/01/2019 07:23:57;0.889
33604;yes;31/01/2019 07:08:21;1.049
33640;yes;29/01/2019 07:31:30;0.984
33652;yes;28/01/2019 10:47:35;0.899
33689;yes;02/02/2019 13:35:25;0.989
33690;yes;02/02/2019 13:33:29;0.990
33756;yes;02/02/2019 16:58:41;0.988
33790;yes;25/01/2019 09:46:55;1.078
33846;yes;29/01/2019 07:42:58;1.190
33852;yes;01/02/2019 15:39:13;0.989
33960;yes;16/01/2019 11:53:26;0.973
33993;yes;02/02/2019 10:23:51;0.950
34076;yes;01/02/2019 18:03:21;0.999
34114;yes;23/01/2019 08:05:55;1.109
34185;yes;29/01/2019 12:47:09;0.998
34229;yes;30/01/2019 10:10:13;0.989
34236;yes;26/12/2018 11:05:05;0.969
34239;yes;21/01/2019 14:27:47;0.995
34256;yes;18/01/2019 07:32:04;0.999
34319;yes;01/02/2019 19:48:37;0.990
34344;yes;01/02/2019 17:51:33;0.934
34370;yes;21/01/2019 11:24:40;0.938
34384;yes;02/02/2019 10:14:40;1.119
34443;yes;03/02/2019 00:21:10;1.029
34454;yes;02/02/2019 16:19:10;1.019
34523;yes;01/02/2019 07:07:40;1.000
34559;yes;01/02/2019 15:14:01;0.969
34584;yes;30/01/2019 17:56:36;0.929
34605;yes;24/01/2019 17:09:30;0.950
34618;yes;07/01/2019 17:01:55;0.945
34648;yes;31/01/2019 08:43:19;0.999
34658;yes;29/01/2019 11:16:59;1.029
34674;yes;23/01/2019 10:12:46;1.009
34685;yes;28/01/2019 08:15:13;0.950
34686;yes;28/01/2019 17:20:04;0.945
34697;yes;01/02/2019 21:54:02;0.829
34709;yes;20/01/2019 09:26:54;0.997
34747;yes;01/02/2019 13:25:58;0.988
34761;yes;01/02/2019 18:13:40;1.039
34776;yes;25/01/2019 13:56:53;0.989
34799;yes;27/07/2018 13:44:42;0.959
34815;yes;29/01/2019 18:11:34;0.983
34871;yes;29/01/2019 09:46:19;0.985
34904;yes;01/02/2019 19:11:49;0.999
34925;yes;31/01/2019 15:02:16;0.899
34929;yes;31/01/2019 15:09:12;0.899
34937;yes;02/02/2019 17:12:02;0.999
34939;yes;02/02/2019 17:10:57;0.999
34941;yes;28/01/2019 14:44:40;0.878
34951;yes;17/12/2018 23:43:47;0.964
34953;yes;29/01/2019 14:05:38;0.959
34971;yes;28/01/2019 09:13:26;0.939
35094;yes;30/01/2019 11:02:24;0.990
35106;yes;29/01/2019 06:53:25;0.989
35216;yes;03/02/2019 00:09:34;0.999
35217;yes;30/01/2019 18:43:03;0.898
35227;yes;31/01/2019 07:42:10;1.109
35257;yes;22/01/2019 11:44:53;0.001
35303;yes;02/02/2019 09:20:03;1.119
35308;yes;31/01/2019 15:21:42;1.109
35318;yes;30/01/2019 08:15:47;1.090
35359;yes;28/01/2019 10:27:44;0.989
35377;yes;02/02/2019 16:57:03;0.974
35394;yes;30/01/2019 06:22:11;1.000
35403;yes;29/01/2019 15:50:14;1.040
35428;yes;31/01/2019 14:05:54;1.127
35444;yes;28/01/2019 07:23:38;1.074
35459;yes;29/01/2019 08:59:14;0.939
35511;yes;28/01/2019 08:40:30;0.985
35518;yes;28/01/2019 09:20:24;0.988
35525;yes;01/02/2019 16:09:47;1.048
35527;yes;28/01/2019 10:02:37;0.969
35548;yes;29/01/2019 09:20:07;0.915
35549;yes;28/01/2019 09:28:47;1.012
35564;yes;02/02/2019 09:20:49;1.029
35600;yes;02/02/2019 23:14:13;0.980
35632;yes;17/01/2019 10:41:08;0.975
35667;yes;01/02/2019 12:06:32;0.998
35724;yes;03/02/2019 07:30:19;0.999
35729;yes;03/02/2019 00:12:09;1.019
35823;yes;02/02/2019 09:21:07;1.029
35883;yes;01/02/2019 13:01:34;0.990
35919;yes;24/01/2019 13:29:56;1.124
35936;yes;30/01/2019 16:02:07;0.999
35949;yes;31/01/2019 17:17:42;0.899
35989;yes;03/02/2019 01:30:30;0.939
35991;yes;03/02/2019 01:30:29;0.969
36006;yes;03/02/2019 01:30:30;0.968
36080;yes;01/02/2019 17:33:29;0.979
36081;yes;01/02/2019 17:34:11;0.979
36174;yes;03/02/2019 01:30:25;0.978
36194;yes;28/01/2019 12:34:09;0.989
36254;yes;28/01/2019 09:45:05;0.999
36285;yes;02/02/2019 13:42:12;0.978
36300;yes;29/01/2019 11:30:21;0.998
36326;yes;31/01/2019 12:29:28;0.999
36348;yes;02/02/2019 09:22:44;1.112
36386;yes;29/01/2019 10:20:56;1.009
36413;yes;31/01/2019 16:51:53;0.989
36427;yes;03/02/2019 00:10:17;0.998
36443;yes;03/02/2019 00:14:01;0.989
36460;yes;02/02/2019 23:00:21;0.988
36471;yes;01/02/2019 15:39:32;1.028
36518;yes;26/01/2019 08:45:56;0.968
36521;yes;02/02/2019 11:10:14;0.989
36584;yes;25/01/2019 06:28:37;0.968
36602;yes;28/01/2019 08:38:03;0.974
36614;yes;01/02/2019 12:05:06;0.989
36629;yes;02/02/2019 10:19:14;0.895
36645;yes;01/02/2019 07:28:57;1.039
36674;yes;03/02/2019 00:08:49;1.018
36706;yes;09/01/2019 15:20:15;0.999
36731;yes;28/01/2019 13:57:46;0.985
36757;yes;01/02/2019 16:55:36;1.147
36769;yes;27/01/2019 15:10:36;0.997
36803;yes;28/01/2019 09:37:44;1.015
36827;yes;29/01/2019 10:19:23;0.978
36913;yes;01/02/2019 22:12:11;0.869
36963;yes;24/01/2019 09:47:56;0.983
37025;yes;28/01/2019 08:34:45;0.985
37083;yes;01/02/2019 11:49:28;1.079
37097;yes;29/01/2019 18:05:22;0.998
37101;yes;28/01/2019 14:07:26;1.000
37117;yes;01/02/2019 01:30:14;1.096
37249;yes;31/01/2019 12:18:29;1.049
37290;yes;31/01/2019 11:26:19;1.048
37307;yes;28/01/2019 08:13:03;0.995
37314;yes;01/02/2019 11:24:05;1.019
37330;yes;01/02/2019 09:10:29;0.965
37335;yes;24/01/2019 09:25:10;1.079
37350;yes;30/01/2019 10:30:19;0.968
37353;yes;28/01/2019 13:27:03;0.978
37370;yes;31/01/2019 12:31:32;0.879
37386;yes;01/02/2019 12:33:04;0.990
37626;yes;31/01/2019 04:56:29;0.899
37628;yes;01/02/2019 12:01:00;0.998
37638;yes;31/01/2019 11:26:46;1.048
37641;yes;02/02/2019 09:17:30;0.979
37669;yes;29/01/2019 18:59:56;1.049
37696;yes;03/02/2019 01:30:20;0.945
37700;yes;01/02/2019 06:15:03;1.045
37723;yes;30/01/2019 12:18:27;0.989
37729;yes;28/01/2019 06:15:56;1.119
37733;yes;02/02/2019 18:54:03;1.124
37736;yes;03/02/2019 06:36:04;0.959
37781;yes;29/01/2019 16:20:16;0.920
37791;yes;16/10/2018 16:30:54;0.988
37821;yes;28/01/2019 10:23:29;0.999
37824;yes;03/02/2019 07:06:04;1.119
37825;yes;03/02/2019 00:08:15;1.119
37829;yes;30/01/2019 11:00:51;0.987
37859;yes;02/02/2019 23:00:55;0.998
37864;yes;02/02/2019 23:00:54;0.998
37866;yes;01/02/2019 08:23:40;1.049
37873;yes;28/01/2019 08:20:40;0.938
37896;yes;28/01/2019 19:01:52;0.995
37909;yes;28/01/2019 10:57:00;1.009
37961;yes;31/01/2019 16:54:19;0.989
37981;yes;01/02/2019 11:04:40;1.100
38030;yes;29/01/2019 07:08:42;0.949
38037;yes;01/02/2019 15:57:30;0.969
38046;yes;28/01/2019 12:38:35;0.988
38075;yes;02/02/2019 23:02:04;0.999
38145;yes;11/06/2017 10:40:03;0.985
38154;yes;02/02/2019 11:13:47;0.999
38161;yes;01/02/2019 15:55:58;1.099
38177;yes;29/01/2019 14:03:10;0.959
38206;yes;25/01/2019 11:55:06;0.999
38354;yes;25/01/2019 07:24:05;0.999
38418;yes;31/01/2019 14:26:11;1.054
38421;yes;02/02/2019 16:56:25;0.974
38452;yes;01/02/2019 15:05:43;1.018
38490;yes;11/01/2019 11:36:10;0.980
38506;yes;30/01/2019 15:06:29;0.969
38517;yes;28/01/2019 07:36:20;0.988
38526;yes;01/02/2019 18:53:05;0.989
38530;yes;30/01/2019 21:47:18;1.035
38586;yes;17/01/2019 07:54:52;0.955
38589;yes;01/02/2019 12:13:30;0.997
38601;yes;10/02/2018 08:54:07;0.999
38614;yes;02/02/2019 23:31:58;0.999
38640;yes;30/01/2019 14:49:58;0.958
38653;yes;02/02/2019 01:31:04;0.968
38724;yes;25/01/2019 09:48:57;0.980
38727;yes;28/01/2019 08:42:29;0.979
38896;yes;01/02/2019 09:33:30;0.958
38912;yes;31/01/2019 10:07:18;1.012
38946;yes;25/01/2019 11:28:31;0.979
38986;yes;02/02/2019 10:32:17;0.999
39025;yes;14/01/2019 11:11:47;0.989
39067;yes;30/01/2019 18:55:13;0.980
39070;yes;29/01/2019 07:02:53;0.999
39093;yes;03/02/2019 00:17:37;1.099
39097;yes;01/02/2019 12:16:24;0.990
39104;yes;29/01/2019 10:02:29;1.015
39141;yes;29/01/2019 14:57:24;0.969
39211;yes;01/02/2019 15:21:25;0.939
39273;yes;17/01/2019 21:41:02;0.860
39279;yes;29/01/2019 18:08:45;0.959
39284;yes;02/02/2019 23:12:20;1.050
39302;yes;28/01/2019 11:30:52;1.018
39308;yes;31/01/2019 12:02:33;0.998
39319;yes;01/02/2019 21:58:06;0.980
39324;yes;31/01/2019 11:15:39;0.995
39364;yes;18/01/2019 14:41:10;0.985
39373;yes;01/02/2019 10:24:03;0.970
39444;yes;02/02/2019 09:12:30;0.955
39464;yes;28/01/2019 09:11:20;1.099
39478;yes;24/01/2019 07:38:03;0.999
39488;yes;02/02/2019 08:00:49;0.929
39489;yes;03/02/2019 00:02:14;1.048
39581;yes;28/01/2019 09:31:00;0.985
39620;yes;31/01/2019 18:29:39;0.999
39633;yes;26/01/2019 15:27:42;1.027
39642;yes;28/01/2019 19:31:05;0.985
39662;yes;01/02/2019 11:40:07;1.029
39720;yes;28/01/2019 10:28:43;0.969
39733;yes;16/01/2019 15:17:04;0.980
39760;yes;01/02/2019 17:00:17;1.024
39766;yes;31/01/2019 11:22:26;0.965
39839;yes;01/02/2019 09:54:40;1.115
39844;yes;31/01/2019 11:32:12;0.919
39949;yes;30/01/2019 06:17:32;1.015
39955;yes;08/01/2019 11:10:39;0.999
39971;yes;28/01/2019 13:26:24;0.900
40025;yes;28/04/2018 09:26:17;0.960
40032;yes;27/01/2019 12:57:06;0.959
40034;yes;23/12/2018 20:43:06;0.949
40050;yes;01/02/2019 12:16:05;1.035
40051;yes;28/01/2019 16:26:17;0.982
40061;yes;01/02/2019 21:57:15;0.929
40088;yes;28/01/2019 14:27:00;0.999
40096;yes;31/01/2019 19:16:40;0.969
40104;yes;30/01/2019 10:15:03;1.147
40110;yes;03/02/2018 10:44:04;0.929
40132;yes;29/01/2019 18:04:39;0.995
40160;yes;28/01/2019 12:19:49;0.979
40177;yes;28/01/2019 08:49:36;1.029
40179;yes;03/02/2019 00:17:02;1.059
40203;yes;28/01/2019 13:36:39;0.949
40295;yes;28/01/2019 06:55:47;1.014
40302;yes;02/02/2019 13:56:16;0.999
40367;yes;08/05/2018 10:50:38;0.001
40370;yes;22/01/2019 16:54:55;0.968
40442;yes;22/01/2019 17:37:35;0.979
40460;yes;03/02/2019 07:58:05;0.999
40514;yes;02/02/2019 19:40:03;0.989
40563;yes;14/01/2019 11:34:12;0.955
40574;yes;02/02/2019 17:00:08;1.030
40577;yes;10/01/2019 13:05:37;0.999
40585;yes;31/01/2019 07:35:53;1.050
40588;yes;28/01/2019 13:56:02;0.990
40678;yes;30/01/2019 09:33:43;0.999
40681;yes;28/01/2019 18:18:17;1.099
40698;yes;28/01/2019 08:08:04;0.978
40706;yes;28/01/2019 14:44:31;0.979
40718;yes;30/01/2019 08:25:06;0.909
40719;yes;30/01/2019 08:23:13;0.999
40735;yes;29/01/2019 09:01:30;0.988
40736;yes;29/01/2019 09:01:04;0.988
40742;yes;07/01/2019 08:20:03;0.920
40744;yes;27/11/2018 17:10:36;0.949
40761;yes;02/02/2019 23:00:57;0.988
40782;yes;28/01/2019 15:00:04;1.029
40793;yes;16/01/2019 06:32:01;0.999
40799;yes;28/01/2019 09:44:07;1.000
40800;yes;01/02/2019 06:28:38;0.998
40804;yes;29/01/2019 07:46:43;0.985
40806;yes;03/02/2019 00:14:58;0.919
40812;yes;30/01/2019 11:15:10;0.949
40849;yes;01/02/2019 19:46:58;1.105
40867;yes;14/01/2019 16:13:44;0.990
40878;yes;03/02/2019 00:21:21;1.049
40892;yes;23/01/2019 15:38:53;0.999
40894;yes;30/01/2019 15:02:55;0.929
40908;yes;31/01/2019 10:29:19;1.029
40921;yes;12/03/2018 11:56:07;0.999
40945;yes;01/02/2019 08:55:30;1.074
40950;yes;25/01/2019 18:32:10;0.999
40957;yes;02/02/2019 11:45:27;0.988
40979;yes;28/01/2019 09:31:18;0.984
41058;yes;30/01/2019 22:08:23;0.998
41071;yes;28/01/2019 16:57:46;1.010
