ref:mise,fuel:lpg,fuel:cng,operator,brand,lat,lon
35136,,,De Giorgio Elisabetta,Total Erg,45.78907,9.26382
36136,,,Officina dei Sapori S.N.C. di Fumagalli Ivan e Radaelli Filippo,Tamoil,45.74363,9.37674
5947,,yes,Gestioni Europa S.p.A.,Total Erg,45.8116,9.31688
21808,,,Distributore Carburanti di Sala Bruno,Total Erg,46.01622,9.36959
16877,,,R.C. S.N.C. di Chiodini Gerardo Livio & Mastruzzo Roberto,Agip Eni,45.84462,9.36051
38928,,,Officina dei Sapori S.N.C. di Fumagalli Ivan e Radaelli Filippo,Tamoil,45.84511,9.36617
35368,,,Losa Graziano e Valentino S.N.C.,Total Erg,45.81176,9.42408
11253,,,Car Service S.N.C. di Caslini Alessandro e Zonca Romeo & C.,Agip Eni,45.67297,9.42441
5221,yes,,Marinaro Giulio,Tamoil,45.66868,9.42213
16521,,,Ricchiuto Carlo Alberto,Agip Eni,39.91711,18.23655
40726,,,Palese Petroli S.A.S. di Palese Mario & C.,Api-Ip,39.90721,18.25186
15421,,,Ratano Fabiola,Total Erg,39.90723,18.25186
14784,,,Melcarne Daniele,,39.88684,18.33306
8511,,,Marchese Marco,Api-Ip,39.87091,18.34395
15451,,,Ra.Ma. di Ratano Marco & C. S.A.S.,Q8,39.89322,18.33428
16126,,,Pisanello Marcello,Agip Eni,40.06781,18.06214
40252,,,Guido Massimiliano,Total Erg,40.05972,18.06221
10327,,,Avio Lamp di Manco Maria Silvana & C. S.A.S.,,39.93429,18.11665
40550,,,Avio Lamp di Giannelli Emanuele & C. S.A.S.,,39.9492,18.0889
40900,,,Rahino' Elio,,39.94727,18.08539
34145,,,Avio Lamp di Giannelli Emanuele & C. S.A.S.,Api-Ip,39.98816,18.38124
31470,,,Rizzo Salvatore,Api-Ip,39.98912,18.38353
37355,,,Alemanno Giuseppe,,39.97889,18.37581
40870,yes,,Chiriatti Costruzioni - S.R.L.,Agip Eni,40.12371,18.12013
42661,,,Preite Giovanni Tommaso,,40.12909,18.14655
8368,,,Aluisi Antonio,Q8,40.13427,18.13458
27131,yes,,Cino & Petrelli S.A.S. di Loreta Cino e Cosimo Petrelli,Agip Eni,40.33721,18.11095
27130,,,Tondo Antonio,Api-Ip,40.33536,18.09584
6369,yes,yes,Metalupiae S.R.L.,,40.36243,18.09083
40345,,,Costa Massimiliano,Total Erg,40.14316,18.34731
42356,,,T.D.M. S.R.L.,Tamoil,40.06358,18.31336
29414,,,Leo Andrea,Total Erg,40.05986,18.3179
36616,,,Sicuro Luigi,Total Erg,40.24291,18.28533
40956,,,Aquafor S.R.L.,Total Erg,40.25636,18.29282
39287,,,Sergest Italia S.R.L.,Agip Eni,40.25401,18.27708
40528,,,Capone Andre',Agip Eni,40.2542,18.2748
29941,,,Ip Services S.R.L.,Api-Ip,40.40077,18.01182
41599,,,Guerrieri S.A.S. di Guerrieri Francesca & C.,Agip Eni,40.39772,18.02639
38265,,,Ro.An. Service di Roberto Landolfo &. C. S.A.S.,Esso,40.40246,18.01912
40822,,,Nuova Petroli S.A.S. di Guerrieri Pasquale,Agip Eni,40.39771,18.02641
40754,,,Luigi Vergari,Api-Ip,40.1572,18.35793
37097,yes,yes,Camer Petroleum Europa S.R.L.,Camer,40.2615,18.2527
19604,,,Chiriatti Salvatore,Agip Eni,40.27065,18.23701
39143,,,Apron S.R.L.,,40.34508,18.05165
25547,,,Carrozzo Giuseppe,Agip Eni,40.34483,18.04523
39440,,,Miro' Società a Responsabilità Limitata,Api-Ip,40.34499,18.04039
25879,,,Paladini Franco,Api-Ip,40.3517,18.03583
41361,yes,,Di.V.E.S. Società a Responsabilità Limitata Semplificata,Api-Ip,40.19801,18.31961
30385,,,Brunetta Milena,Total Erg,40.19123,18.34056
42702,,,Schirinzi Ilda,Q8,39.9974,18.16218
18797,,,Sindaco Antonio,,40.01691,18.16043
8518,,,Camilli Andrea,Agip Eni,40.014,18.15814
41934,,,Aradeo Carlo,Esso,40.0168,18.16224
39604,,,A & S Società a Responsabilità Limitata Semplificata,Api-Ip,40.01829,18.17032
41578,yes,,Preite Giovanni Tommaso,Loro,40.01848,18.14981
21665,yes,,Toil S.p.A.,Q8,40.02996,18.18232
27315,,,Stefano Giovanni,Total Erg,40.01662,18.15591
40472,,,S e M di Gino Sessa e f.lli S.A.S.,Api-Ip,40.27407,18.25674
24155,,,Avio Lamp di Manco Maria Silvana & C. S.A.S.,,40.1658,18.29422
39222,,,Palese Mario,Total Erg,40.16956,18.28204
39925,,,Avio Lamp di Giannelli Emanuele & C. S.A.S.,,39.83751,18.34571
40494,,,Lotos S.N.C. di Rossi Loris & Bellone Tosca Mariarosa,Agip Eni,39.80051,18.36793
19512,,,Ciullo Antonio,Api-Ip,40.00886,18.417
13812,,,Lazzari Elena,Agip Eni,40.00541,18.42274
38835,,,T.D.M. S.R.L.,Tamoil,40.30481,18.20581
35994,yes,,Carburanti 3.0 S.R.L.,Enercoop,40.28057,18.2023
10140,,,Servizi & Gestioni Italia S.R.L.,Q8,40.29181,18.19918
11093,yes,,Co.Gest. - Coordinamento Gestioni - S.R.L.,Q8,40.3238,18.18328
17435,,,Arseni Sergio,Agip Eni,40.32839,18.1819
36113,yes,,Rc Carburanti di Lorenzo Carmelo Nobile e Roberto Nobile S.N.C.,Esso,40.31185,18.18924
28837,,,Penta Petroli S.R.L.,Esso,40.06943,18.19642
29334,,,Gestioni Innovative Italia S.R.L.,Agip Eni,40.07151,18.17345
38124,,,T.D.M. S.R.L.,Tamoil,40.27744,18.04601
28109,,,De Giorgi Stefano,Agip Eni,40.27831,18.06065
27392,,,Cordella Leo Mauro,Q8,40.26601,18.01318
21668,yes,,Toil S.p.A.,Q8,40.26483,18.08351
40867,yes,yes,Renis Gas S.R.L.,Api-Ip,40.28175,18.04361
21627,,,Sansone S.N.C. di Sansone Anna Vincenza & C.,Total Erg,40.26438,18.05872
27395,,,Leo Antonio Salvatore,Esso,40.27656,18.04013
32122,,,Greco Fernando,Total Erg,40.25207,18.04627
10338,yes,yes,Avio Lamp di Manco Maria Silvana & C. S.A.S.,,40.1232,18.2536
40880,,,Danigi Service - Società a Responsabilità Limitata Semplificata,Api-Ip,40.16204,18.25013
26822,,,Garganese Simone,Total Erg,40.16289,18.26192
27246,,,Riso Antonio,Agip Eni,39.87901,18.36428
14805,,,Sviluppo Del Sud S.R.L.,Agip Eni,40.14752,18.3127
40416,,,Stazione di Servizio Chilla Antonio,,40.14612,18.31126
40602,,,Lisi Antonio,,40.08967,18.16396
8533,,,Coli' Giovanni Francesco & Marcello S.N.C.,Agip Eni,40.12132,18.20397
14234,,,De Paolis Giovanni,Agip Eni,40.12492,18.21256
8544,,,Vergine Dario,Agip Eni,40.13138,18.20022
21642,,,Coluccia Antonio,Api-Ip,39.99918,18.39549
22437,,,S.p.A.gnolo Filippo,Api-Ip,40.01017,18.39296
40265,,,Ciardo Andrea,Api-Ip,39.84179,18.36594
28144,yes,,G.R.G. di Greco Giovanni,Total Erg,39.86484,18.36239
41054,,,Nobile Stefano,Api-Ip,39.84005,18.36715
38360,,,Coluccia Andrea,Esso,40.18451,18.16851
26413,yes,,De Lorenzis Maria Cristina,Api-Ip,40.19258,18.16758
19300,,,Stapane Davide Sebastiano,,40.16908,18.15595
30075,,,Bovino Carburanti S.A.S. di Bovino Pietro Sergio e Bovino Stefan Ia,,40.15567,18.16839
30076,,,Bovino Carburanti S.A.S. di Bovino Pietro Sergio e Bovino Stefan Ia,,40.15111,18.16426
30143,,,F. Carburanti Società a Responsabilità Limitata Semplificata,Total Erg,40.16259,18.18646
12314,,,Camer Petroleum Europa S.R.L.,Camer,40.17527,18.17986
31577,,,Camer Petroleum Europa S.R.L.,Camer,40.1753,18.16467
26368,,yes,Ballarino & Maiorano S.R.L.,Agip Eni,40.20693,18.09687
28339,,,S.p.A.gnolo Massimo Carburanti,Agip Eni,40.17755,18.17831
40380,yes,,Evoluzione Petrolifera Italiana S.R.L.,Agip Eni,40.16448,18.18029
26639,,,Servizi & Gestioni Italia S.R.L.,Q8,40.18166,18.16862
6763,,,Servizi & Gestioni Italia S.R.L.,Q8,40.17499,18.17914
27128,,,Forletti S.N.C. di Forletti Gabriele e Forletti Luigi,,40.18475,18.14969
26367,yes,,Ballarino & Maiorano S.R.L.,Q8,40.21443,18.09962
40406,,,Durante Anna Rita,Total Erg,40.17453,18.15919
38765,,,Avio Lamp di Giannelli Emanuele & C. S.A.S.,Api-Ip,40.13751,18.06281
30233,,,Gestioni Innovative Italia S.R.L.,Agip Eni,40.15228,18.07197
40419,,,Fegi S.R.L.,Q8,40.14476,18.05613
19171,yes,,De Martinis Davide,Agip Eni,40.16331,18.07684
27138,yes,,Ghala' Servizi e Lavoro Società Cooperativa,,40.15161,18.07875
34973,,,Tundo Petrol Station - Società Cooperativa,,40.15231,18.06323
34976,yes,,Sogecarb Petroli Società Cooperativa,,40.15129,18.07863
18543,yes,,Durante di Durante Clarissa & C. S.N.C.,Total Erg,40.14817,18.07794
26596,,,Musumeci Carmelo,Agip Eni,40.05916,18.03866
42107,,,Musumeci Ronzino,Api-Ip,40.05909,18.03846
37782,yes,,Ria Agata,Esso,40.01747,18.04465
41897,,,Oltremarini Lucia,Agip Eni,40.03408,18.02784
39074,,,Granieri Roberto,Esso,40.0627,17.99736
42685,,,Fedele Fabrizio,Agip Eni,40.06425,17.99929
6838,,,Servizi & Gestioni Italia S.R.L.,Q8,40.07209,18.00887
40656,,,Oltremarini Lucia,Q8,40.04862,18.00303
42605,,,Giaffreda Stefano,Total Erg,40.06002,17.99413
18261,,,Magagnino Giuseppe,Total Erg,40.09424,18.36371
19785,,,Pede Luigi & C. S.N.C.,Api-Ip,40.12061,18.43314
31254,,,Schiavone Valerio,,40.40005,17.93792
34130,yes,,Fiordaliso Giuseppe,Api-Ip,40.40086,17.94675
17678,,,Agape Service di Enrico Greco & C. S.N.C.,Total Erg,40.35171,18.20439
18920,yes,,Pareo Antonio,Agip Eni,40.36636,18.16246
41871,,,Fina Antimo Vito,Api-Ip,40.3903,18.30554
39600,,,Avio Lamp di Giannelli Emanuele & C. S.A.S.,Api-Ip,40.36158,18.17135
21172,,,Bi Esse Gestioni S.R.L.,,40.3637,18.20924
22255,,,De Vitis Davide,Agip Eni,40.34919,18.18568
11077,yes,yes,Delta Oil Company S.R.L.,Q8,40.34463,18.20289
22929,,,Demo Oil S.N.C. di De Pascalis Maurizio e C.,Api-Ip,40.33642,18.17559
41975,yes,,Emmepigas La Leccese Gas S.R.L.,GasAuto,40.36504,18.14549
23415,,,Ingrosso S. S.N.C. di Ingrosso Sara e Liccardi Roberto,Agip Eni,40.35291,18.18612
40612,,,Semeraro Carburanti S.R.L. Unipersonale,Agip Eni,40.35818,18.16428
42187,,,Manni Antonio,Agip Eni,40.35838,18.1926
42471,,,De Giorgi Ferdinando,Agip Eni,40.35814,18.16423
22243,yes,,De Vitis Raffaele,Agip Eni,40.38773,18.17654
28090,,,Nocita Luciano,Agip Eni,40.3604,18.18668
26138,yes,,Decar S.R.L.,Agip Eni,40.38708,18.17602
40327,,,Pareo Antonio,Agip Eni,40.34625,18.15056
41870,,,Fina Antimo Vito,Api-Ip,40.42656,18.24047
17422,,,Coluccia Elga,Esso,40.3745,18.21527
20652,,,Gravili Giuliano,Q8,40.35687,18.18781
30560,,,Cino & Petrelli S.A.S. di Loreta Cino e Cosimo Petrelli,Agip Eni,40.36299,18.08449
9863,,,Cazzetta Antonio,Q8,40.34244,18.187
15192,yes,,Est Service - Società a Responsabilità Limitata,Agip Eni,40.3288,18.19317
42256,,,Giannone Roberto,Api-Ip,40.34615,18.18988
35358,,,Ip Services S.R.L.,Api-Ip,40.33919,18.16608
24962,,,Ip Services S.R.L.,Api-Ip,40.34728,18.16045
25343,,,Ip Services S.R.L.,Api-Ip,40.36283,18.15792
31875,,,Servizi & Gestioni Italia S.R.L.,Q8,40.36186,18.20474
36442,,,Gestioni Europa - Società Per Azioni,Total Erg,40.32825,18.19351
39755,,,Gestioni Europa - Società Per Azioni,Total Erg,40.33114,18.13707
37412,,,Gestioni Europa - Società Per Azioni,Total Erg,40.37601,18.14171
6761,,,Servizi & Gestioni Italia S.R.L.,Q8,40.36991,18.17769
6772,,,Servizi & Gestioni Italia S.R.L.,Q8,40.34673,18.152
29360,,,Giacovazzo Gianpaolo,Q8,40.35945,18.15596
35726,yes,,Salento Oil Società in Accomandita Semplice di Semeraro Gianfrancesco & C.,Agip Eni,40.41998,18.09722
19766,,,Saponaro Andrea & C. S.A.S.,Agip Eni,40.36224,18.17636
36588,,,Signore Antonia,Api-Ip,40.33646,18.15534
13174,,,Spinetta Raffaele,Agip Eni,40.35594,18.15308
41919,,,Palumbo S.A.S. di Pascali Luana & C.,Esso,40.33502,18.16696
28603,,,Posati S.A.S. di Pascali Luana & C.,Esso,40.37467,18.21586
41939,,,Selecar S.A.S. di Palumbo Fortunato & C.,Esso,40.36525,18.14464
39120,,,Caragnulo Saverio,Api-Ip,40.34556,18.14837
41044,,,Castrignano' Salvatore & Figli S.N.C.,Esso,40.36586,18.16353
21316,,,De Vitis Pietro Luigi,Tamoil,40.36762,18.16861
32226,,,Totaro Claudio,Total Erg,40.33757,18.16778
27954,,,Garoil di Andrea Gargiulo,Total Erg,40.35931,18.15637
27894,,,Sambati Marco,Total Erg,40.3489,18.1621
37047,,,Coluccia Elga,Total Erg,40.3499,18.18591
38266,,,Ga.So.Petroli S.R.L.,Total Erg,40.34508,18.1986
39599,,,Avio Lamp di Giannelli Emanuele & C. S.A.S.,Api-Ip,40.31258,18.14295
21766,yes,,Pit Stop Carburanti di S.p.A.gnolo Angelo,Q8,40.28744,18.13162
38386,,,De.Mi. S.R.L.,Q8,40.30524,18.13311
42701,yes,,De.Mi. S.R.L.,Q8,40.30524,18.13311
41413,yes,yes,Ballarino & Maiorano S.R.L.,Q8,40.28749,18.13157
40478,,,Cagnazzo Carburanti di Cagnazzo Salvatore & C. S.N.C.,Api-Ip,40.28932,17.9879
40280,,,Carriero Energy S.R.L,Carriero Energy,40.28282,17.95812
40481,,,Re Massimo,Agip Eni,40.29855,17.99458
40492,,,Landolfo Vincenzo,Agip Eni,40.28868,18.00576
16679,,,Perrone Cosimo,Total Erg,40.29917,18.00698
38069,,,Venturi S.N.C. di Fernando e Vittorio Venturi,,40.28959,17.99383
40430,,,Attanasi Ettore,Api-Ip,40.33812,18.22206
40467,,,Mingiano Maurizio,Q8,40.30686,18.21569
40632,,,So.Di.Pe. (societa' Distribuzione Petroli) di Manco Mauro & C. S.A.S.,Agip Eni,40.12788,18.29398
29830,,,Self Area Distribuzione Carburanti S.A.S. di Scibilia Salvatore & C.,Esso,40.11446,18.29888
15450,,,Valentini Domenico,Esso,40.12561,18.29527
6762,,,Servizi & Gestioni Italia S.R.L.,Q8,40.11293,18.31285
15740,,,Pastorelli Gabriella,Total Erg,40.12812,18.29276
23062,,,Pulimeno Rocco,Total Erg,40.12172,18.30945
10622,,,Sicuro Luigi,Total Erg,40.20627,18.30148
17016,,,Trove' Giovanni,Agip Eni,40.19462,18.30057
40709,,,Antonazzo Luca,Total Erg,40.19846,18.27712
32461,,,Stella Alessandro,Total Erg,40.23645,18.24614
31504,,,Vinci Dario,Esso,40.03776,18.13072
38616,,,Gestioni Europa - Società Per Azioni,Total Erg,40.03567,18.13092
14656,,,De Simone Pasquale,Agip Eni,40.03725,18.12958
41554,,,Tomaenergy S.R.L.,,40.0363,18.15657
35871,,,Taurino Servizi Società a Responsabilità Limitata Semplificata,,40.27288,18.34642
15070,yes,,Oil Service di Pedone Luigi,Agip Eni,40.29955,18.38783
30108,yes,,De.Mo di Montinaro Donato e De Giorgi Gabriela S.N.C.,Total Erg,40.2803,18.3353
40480,,,Tondi Matteo,Total Erg,40.24289,18.38823
40448,,,La.Ma. Service S.R.L.,Total Erg,40.25725,18.43637
42153,,,Gaar S.R.L.,Api-Ip,39.96961,18.12086
35883,,yes,Avio Lamp di Giannelli Emanuele & C. S.A.S.,,39.98479,18.1348
26744,,,Euroambiente S.R.L.,,39.96783,18.11726
41133,,,Toma Antonella,Agip Eni,39.97612,18.12401
17080,,,Rizzello Leonardo,Total Erg,39.98275,18.12696
35283,yes,,Nausica di Delle Donne Antonio,,40.16206,18.27266
14505,,,Aventaggiato S.A.S. di Aventaggiato Giuseppe & C.,,40.1658,18.29423
23683,yes,,Daniele e Assunta Elisa Caputo S.N.C.,Agip Eni,40.15219,18.27874
16735,,,Lisi Giovanni Antonio,Api-Ip,39.96089,18.32201
33129,,,Della Villa Serafino,Q8,39.96595,18.31937
40697,,,Tondo Andrea Vito,Total Erg,40.09498,18.43015
41297,yes,,Ma.Mi. S.R.L.,Agip Eni,40.33025,18.08821
32760,,,Carriero Energy S.R.L,Carriero Energy,40.32792,18.08596
41453,,,Mello Carburanti S.A.S. di Mello Gino & C.,Agip Eni,40.32781,18.10125
35655,,,Ip Services S.R.L.,Api-Ip,40.32351,18.09302
7760,,,Viva Salvatore Rocco,Agip Eni,39.98148,18.32331
41577,,,Preite Giovanni Tommaso,,39.97696,18.32007
27907,,,Storella Rocco,Agip Eni,39.83312,18.27381
40679,,,Campione Salvatore,Api-Ip,39.849,18.31534
10766,,,Vozza Luigi,Api-Ip,39.86531,18.32761
32511,yes,,Petrolgrill Area - S.R.L.,Agip Eni,40.12463,18.33594
17128,,,Plawer dei f.lli Roberto & Ivan Miggiano S.N.C.,,40.10593,18.33103
18733,yes,,Amato Francesco,Total Erg,40.10838,18.32555
34732,,,T.D.M. S.R.L.,Tamoil,40.18789,18.01869
42683,,,Effeppi Service S.A.S. di Fedele Fabrizio,Agip Eni,40.18379,18.03767
21983,,,Sivo Gerarda,Api-Ip,40.1454,17.98729
23570,,,Men8 - S.R.L.,Men8,40.19395,18.06869
38297,,,Gestioni Europa - Società Per Azioni,Total Erg,40.16659,18.02558
38298,,,Gestioni Europa - Società Per Azioni,Total Erg,40.17445,18.03299
24705,,,Ip Services S.R.L.,Api-Ip,40.16791,18.0422
40418,,,Fegi S.R.L.,Q8,40.1682,18.02213
15113,,,Castriota Scanderbeg Gianluigi,Agip Eni,40.12942,17.99411
27000,yes,,Alemanno Lucia,Agip Eni,40.29402,17.85946
29200,,,Toil S.p.A.,Toil,40.18619,18.0235
40926,,,Tondo Marcello,Total Erg,40.17356,18.03306
38198,,,Amato Claudio,Esso,40.04866,18.32153
35890,yes,,Fiordaliso Giuseppe,,40.39328,18.05519
35892,,,Buccarella Carburanti dei Fratelli Buccarella Giuseppe & Valerio S.N.C.,,40.38006,18.04296
41566,yes,,Politi Anna Vita,,40.36381,18.01077
4806,,yes,Metalupiae S.R.L.,,40.39232,18.05971
9270,,,Calabrese Diego,Q8,40.36601,18.06679
26686,,,Centro Service di Vadacca Giovanni S.N.C.,Total Erg,40.38486,18.06407
35746,,,Real Carburanti S.R.L.,,40.04077,18.3887
11223,,,Bello Carburanti S.R.L.,,40.14641,18.49637
13405,yes,,Af.Ro di Afrune Luigi & Romano Alessandro S.N.C.,Agip Eni,40.14857,18.47983
40523,,,Papadia Stefano,Agip Eni,40.14707,18.48674
42006,,,Papadia Stefano,Api-Ip,40.19769,18.45351
12324,yes,yes,Camer Petroleum Europa S.R.L.,Camer,40.05631,18.08149
22375,,,Nicoletti Antonio,Api-Ip,40.0445,18.12614
23894,yes,,Faddimm S.R.L.,Agip Eni,40.06007,18.14856
26742,yes,,Eco Carburanti - Società in Accomandita Semplice di Antonazzo Antonio & C.,Agip Eni,40.04943,18.11994
22849,,,"Giaquinto di Giaquinto Stefano, Marco Ed Emanuela S.N.C.",Total Erg,39.84301,18.33235
27748,yes,,Merico Annunziata,Agip Eni,40.052,18.38476
30016,,,Stazione di Servizio San Luigi di Merico Luigi Antonio,Api-Ip,40.06052,18.37325
15022,yes,,La.Ma. Service S.R.L.,Total Erg,40.07698,18.37225
32752,,,Fanizza & C. di Fanizza Pasquale & C. S.A.S.,Camer,40.2582,17.89325
29583,,,Ser.Car. S.A.S. di Manca Antonio & C.,Api-Ip,40.26246,17.89918
40982,,,D'andria Sergio & C. S.A.S.,Total Erg,40.26154,17.89685
31597,,,Storella Rocco,,39.8929,18.26038
15110,,,Damiani Mario,,39.90685,18.26719
26184,yes,,Romano Daniele,Api-Ip,39.88967,18.27072
34991,,,Cairo Salvatore,,39.90243,18.26126
17604,,,Negro Christian,Total Erg,39.90486,18.25704
34497,,,Fuel S.R.L.,Api-Ip,39.95781,18.08388
10340,,,Avio Lamp di Manco Maria Silvana & C. S.A.S.,,39.95964,18.09628
42003,,,Pattio e Manu' S.R.L.,Esso,39.95027,18.03232
10337,yes,,Avio Lamp di Manco Maria Silvana & C. S.A.S.,,39.97037,18.08903
20654,,,B.S.G. Building Service Group S.R.L.,Agip Eni,39.96892,18.08904
31095,,,Bruno Massimo,Tamoil,39.95458,18.09111
31431,,,Venneri Sebastiano,Total Erg,39.96723,18.09034
27048,,,Li.Ma. S.N.C. di Liviello Rossella & Margari Quintino,Total Erg,39.96445,18.10344
40582,,,Schito Andrea,Total Erg,39.96091,18.09094
42392,,,Caroppo Luana,Api-Ip,39.98526,18.2552
41206,,,Carella Silvio,Agip Eni,39.98637,18.23241
35633,,,Viva Salvatore Rocco,Q8,39.99271,18.24676
40813,yes,,Bello Luigi,Agip Eni,39.96689,18.26118
40657,,,Toma Carburanti - S.R.L.,,39.98673,18.23637
27127,,,Vergaro Dennis Luigi,Total Erg,39.97677,18.2529
20144,,,Alemanno Petroli di Alemanno Federica & C. S.N.C.,Total Erg,40.39292,17.95665
40671,,,Presta Antonio,Esso,40.40008,17.97542
27410,,,New Generation di Guerrieri Emanuela- Società in Accomandita Semplice,,40.39319,17.96907
21666,yes,,Toil S.p.A.,Q8,40.37542,17.96684
40251,,,Re-energy S.R.L.,,40.38812,17.9567
11330,,,Calzolaro Donato,,39.85488,18.30281
40721,,,Nuzzello Nicola,,39.85982,18.29925
12329,yes,,Camer Petroleum Europa S.R.L.,Camer,39.86798,18.28455
21291,,,Palese Mario,Q8,39.85138,18.19052
14973,,,Rizzelli Marco,Agip Eni,40.05537,18.32081
40838,,,Decar S.R.L.,Agip Eni,40.32842,18.16506
40790,,,Pascali Pietro Donato,Agip Eni,40.30417,18.15602
26501,yes,,Russo Cesario Salvatore,Esso,40.3163,18.16243
25208,,,Servizi & Gestioni Italia S.R.L.,Q8,40.30869,18.16118
18682,yes,,Evangelista Pasquale & C. S.N.C.,Total Erg,40.31375,18.16242
4781,,,Apulia Petroli S.R.L.,,40.27626,18.16278
40752,,,Stazione di Servizio di Bruno David,,40.27073,18.17904
18558,,,Gigante Filippo,Total Erg,40.27023,18.17972
30252,,,Errico Alessandro,Total Erg,40.31428,18.13345
17684,,,Calo' Stefano,Total Erg,40.08925,18.06621
21206,,,Gatto Gestioni S.R.L.,Total Erg,40.11348,18.05053
37639,,,Calo' Stefano,Total Erg,40.09962,18.06068
42707,yes,,Route 101 di Guido Massimiliano & C. S.N.C.,Total Erg,40.09961,18.06068
41587,,,Blutur di Donato Maschio,Agip Eni,40.03892,18.44381
23065,,,Fi.Mas.Di Filippo Mastrandrea,Api-Ip,40.06408,18.4384
27289,yes,,Sa.Mer.Petrol S.R.L.,,40.07109,18.31034
26336,,,Rizzo Mauro,Agip Eni,40.09463,18.30827
35915,,,Camer Petroleum Europa S.R.L.,Camer,40.11712,18.1101
15409,,,Pellegrino Francesco,Agip Eni,40.11435,18.11139
37386,,yes,Evoluzione Petrolifera Italiana S.R.L.,,40.13461,18.09343
40876,,,2p S.N.C. di Pulimeno Franco e Damiani Sara,Agip Eni,40.14809,18.19968
16026,,,Lazzoi Giuseppe,,40.15243,18.19131
41262,,,Margari Demetrio,Api-Ip,40.18069,18.18797
4805,,yes,Metalupiae S.R.L.,,40.21859,18.16714
40755,,,Total Coffee di Ramundo Roberto,Total Erg,40.1899,18.20164
42274,,,Martella Prodotti Petroliferi Del Rag. Luigi Martella & C. S.A.S . Detta Martella Petroli,,39.92061,18.31145
20613,,,Rizzo Fulvio,Api-Ip,39.94823,18.29959
25916,,,Sanapo Katya,,39.92065,18.31146
29357,,,Luna Rossa di Maisto Alessandro & C. S.A.S.,Agip Eni,39.93731,18.30525
19781,,,Paiano Fabio,,40.0284,18.35504
27007,yes,,Stazione di Servizio Totalerg di Rini Giovanni,Total Erg,40.02014,18.36995
10335,,,Avio Lamp di Manco Maria Silvana & C. S.A.S.,,40.43167,18.04949
28254,,,Mazzotta Luigi Stefano,Agip Eni,40.43011,18.05077
30232,,,Gestioni Innovative Italia S.R.L.,Agip Eni,40.44076,18.03579
28070,,,Tamborino Fernando,Q8,40.43957,18.03742
28616,yes,,Ip Services S.R.L.,Api-Ip,40.43474,18.05562
42622,,,Locelu Società a Responsabilità Limitata Semplificata,Total Erg,40.43784,18.04639
41282,,,Semeraro Carburanti S.R.L. Unipersonale,Agip Eni,40.22682,18.22511
14553,,,De Vitis Michele,,40.02116,18.23948
17598,,,Stazione di Servizio di Sandra Vergari,,40.02845,18.23725
35768,,,Piano Sergio Antonio,Total Erg,40.0095,18.32123
33222,yes,,Carburanti 3.0 S.R.L.,Enercoop,40.37758,18.14137
18921,,,Pareo Antonio,Agip Eni,40.3931,18.13014
5950,,,Gestioni Europa S.p.A.,Total Erg,40.37602,18.14167
41294,,,Non Solo Carburanti S.A.S. di Gallo Carmelina & C.,Agip Eni,39.9597,18.23882
34319,,yes,Martinese Carburanti di Martinese Graziano,,39.93844,18.22639
24102,yes,,Martinese Carburanti di Martinese Graziano,,39.95188,18.20281
23552,,,Servizi & Gestioni Italia S.R.L.,Q8,39.96458,18.20718
36826,,,Pattio e Manu' S.R.L.,Agip Eni,39.97965,18.09553
32631,,,Avio Lamp di Giannelli Emanuele & C. S.A.S.,Api-Ip,39.97604,18.0798
42364,,,Camer Petroleum Europa S.R.L.,Camer,39.99546,18.06935
15456,,,Stefanelli Cesario Ludovico,Agip Eni,39.98172,18.08367
41131,,,Pattio e Manu' S.R.L.,Api-Ip,39.96881,18.02145
41877,,,Stazione di Rifornimento Camer di Angele' Emanuele,Camer,39.97611,18.08653
14966,,,Fa.Lui. S.N.C. dei Fratelli Luigi e Fabio Fracasso,Total Erg,39.98396,18.0814
17416,,,Vanotti Fabrizio Simone,,39.91118,18.36522
37057,,,C.V.R. di Siniscalchi Mariella S.A.S.,Total Erg,40.4111,18.0665
35869,,,Ge.Pe. S.R.L.,Q8,40.42917,18.08695
15014,yes,,La.Ma. Service S.R.L.,Total Erg,40.41112,18.06648
24789,,,Servizi & Gestioni Italia S.R.L.,Q8,40.40041,18.07972
34422,,,Martella Prodotti Petroliferi Del Rag. Luigi Martella & C. S.A.S . Detta Martella Petroli,,39.95378,18.36203
38817,,,T.D.M. S.R.L.,Tamoil,39.93951,18.31981
17608,,,Chiuri Rocco,Esso,39.92551,18.35719
29184,,,Scarascia Angela,,39.93638,18.33688
20120,,,F.Lli Martella S.A.S. di Massimo Martella,Total Erg,39.92289,18.36258
27321,yes,,Zocco Mario,Agip Eni,39.92921,18.37161
21664,,,Toil S.p.A.,Q8,39.9261,18.36692
27436,,,Sodero Donato,Api-Ip,39.94579,18.34632
20898,,,Guido Maurizio,,40.0698,18.09122
42235,yes,,I.C.O.N. S.R.L.,Q8,40.06628,18.10196
26713,,,Congedi Sergio,Api-Ip,39.93041,18.16364
39182,,,Cazzato Carburanti di Cazzato Christian,,39.91275,18.18517
42735,,,De Masi Teodoro,Api-Ip,39.93141,18.16424
41347,yes,,Damiani Martino,Agip Eni,39.96947,18.15853
41791,,,Musio Massimo Antonio,Agip Eni,39.89311,18.12302
41832,,,Napoli Christian Quintino,Api-Ip,39.89,18.11487
36927,,,Gaar S.R.L.,Api-Ip,39.93291,18.14837
