ref:mise,fuel:lpg,fuel:cng,operator,brand,lat,lon
41320,,,Denia Società a Responsabilità Limitata Semplificata in Breve Denia - S.R.L.S.,Esso,42.42558,14.19286
30065,,,Med Oil - Società a Responsabilità Limitata,Total Erg,42.41612,14.17034
10692,yes,,Ditta Sozio di Pasquale & Innocenzo Sozio S.N.C.,,42.4299,14.19303
34584,,yes,Ditta Sozio di Pasquale & Innocenzo Sozio S.N.C.,,42.42878,14.19207
11980,,,Colella Tonino,Agip Eni,42.03913,14.73661
8093,,,Di.T.S. S.A.S. di Tranchetti Sandro & C.,Agip Eni,42.06757,14.7733
41328,,,Granata Gianfranco S.R.L.,,42.0707,14.76445
14975,,yes,Metanauto San Salvo di Loreta Giuseppe e f.lli & Co. S.A.S..,Ies,42.05593,14.75728
15894,yes,,Med Oil - Società a Responsabilità Limitata,Total Erg,42.05818,14.76274
8621,,,Gestioni Europa - Società Per Azioni,Total Erg,42.05819,14.73805
30677,,,Ip Services S.R.L.,Api-Ip,42.03383,14.74851
16623,,,Vicoli Antonio,,42.05665,14.75302
11021,,,Tinari Pietro,Agip Eni,42.0513,14.74009
42677,,,Di Paolo Paolo,Api-Ip,42.29729,14.4438
37490,,,Scenna Giuseppe,Esso,42.30975,14.44154
33872,,,Crognale Raffaele di Tommaso,Api-Ip,42.14008,14.39208
26114,,,Eni Fuel S.p.A.,Agip Eni,42.21467,14.43478
33991,,,Basciano Patrizia,,42.21756,14.44298
39756,yes,,Giacomucci S.N.C. di Giacomucci Giovanni & C.,,42.09743,14.59874
22050,,,Marrone Gianpiero,Api-Ip,42.10962,14.56502
33746,,,Tucci Adele,,41.81433,14.48569
37987,,,Azzurra di Galasso Davide & C. S.A.S.,Agip Eni,42.34966,14.31863
40604,,,Opera Fuel S.R.L.,,42.20733,14.59472
38476,yes,,Petrol Gamma S.R.L.,Petrol Gamma,42.20748,14.57189
30002,yes,,Sife S.R.L.,Api-Ip,42.20083,14.56238
36284,yes,,Sarni S.R.L.,Q8,42.19984,14.5628
32369,,,Ip Services S.R.L.,Api-Ip,42.19419,14.54467
42249,,,Iacovanelli Angelora,Api-Ip,42.03778,14.41148
19416,,,Galeone Gennaro,Api-Ip,42.03779,14.41146
20924,yes,,Goldengas - Società Per Azioni,,42.39202,14.25086
24792,yes,,Itala Petroli S.R.L.,Api-Ip,41.91815,14.66152
8178,,,Cieri Adolfo,Agip Eni,42.15892,14.70983
35651,yes,,F.Lli Cipolla Società a Responsabilità Limitata Semplificata,Agip Eni,42.07669,14.74962
9774,yes,,Beb S.R.L.,Agip Eni,42.09784,14.70109
6092,yes,,Meeting S.R.L.,Api-Ip,42.16389,14.64579
9753,,,Cld di Cannone Leonardo & C. S.A.S.,Agip Eni,42.12486,14.70353
32460,,,D'annunzio Roberto - Stazione di Servizio I.P.,Agip Eni,42.12527,14.7107
27580,yes,,Vasto Energy S.R.L.,,42.12005,14.70051
19174,,,F.Lli Costantini - S.N.C. di Costantini Cesare & Co.,Esso,42.09822,14.69696
26665,,,Bordoni Pietro & C. S.N.C.,Total Erg,42.12209,14.70568
32276,,,Ip Services S.R.L.,Api-Ip,42.11812,14.70833
23379,,,T.D.P. Carburanti S.R.L.,Total Erg,42.14669,14.71305
32717,yes,,La Villa S.R.L.,,41.93406,14.3371
33760,,,Stanziani Massimo,Q8,41.94485,14.34836
36305,,,Petrolifera Adriatica S.p.A.,Retitalia,42.33245,14.23579
25893,yes,,Tommaso De Luca Carburanti S.R.L.,,42.31231,14.23908
40136,,,Eredi Galotto Anna di Andreuccetti Mauro & C. S.A.S.,,39.39967,8.40237
18947,yes,,Balia & Fenu di Fenu Mario S.A.S.,Agip Eni,39.18602,8.4996
14728,yes,,Balia Raffaele,Agip Eni,39.15398,8.51627
10170,,,Cannas Federica,Retitalia,39.16194,8.52535
12443,,,Servizi & Gestioni Italia S.R.L.,Q8,39.18222,8.50407
6690,,,Servizi & Gestioni Italia S.R.L.,Q8,39.15296,8.51328
37336,,,Lampo 5 S.R.L.,CONAD,39.16938,8.51082
12581,,,Gessa Paolo & Figli di Gessa Paolo e Gessa Ivan S.N.C.,Agip Eni,39.17198,8.52225
16227,,,F.Lli Bindo Orlando e Giampiero e C. S.A.S.,Agip Eni,39.16695,8.52582
15492,,,F.Lli Bindo Orlando e Giampiero e C. S.A.S.,Agip Eni,39.18408,8.47515
8396,,,Esso di Daniele Melis & C. S.A.S.,Esso,39.14934,8.51116
40777,,,Gia S.A.S. di Ferraro Nadia & C.,Agip Eni,39.14819,8.30925
37465,,,Granara Mario,Q8,39.14723,8.30859
41301,yes,,Transport Service Società in Nome Collettivo di Benedetto Antonella e C.,Fiamma 2000,39.31137,8.61158
35441,,,An.Da. di Davide e Andrea Milia S.N.C.,Q8,39.31997,8.64407
10548,,,Saba Giuseppe,Q8,39.43977,8.49322
9097,,,Ibba Michele,Q8,39.06968,8.62907
13955,,,Demuro Andrea Giuliano,Esso,39.27108,8.46882
28770,,,Aresu Danilo,Q8,39.26201,8.46685
39618,,,T.D.M. S.R.L.,Tamoil,39.25583,8.59876
8585,,,Severino Nieddu e Figli S.N.C.,Agip Eni,39.30873,8.53989
15541,,,Farci Pino Pier,Esso,39.30949,8.53511
25190,,,Ip Services S.R.L.,Api-Ip,39.31013,8.53817
37944,,,Gestioni Europa - Società Per Azioni,Total Erg,39.30861,8.54509
4195,yes,,Sarda Impianti Carburanti S.R.L.,Fiamma 2000,39.31137,8.61161
20815,,,Servizi & Gestioni Italia S.R.L.,Q8,39.29528,8.49574
42548,,,R.C. S.R.L.,Total Erg,39.30863,8.54509
32894,,,Stazione di Servizio Agip di Loddo Paolo,Agip Eni,39.30296,8.56588
33259,,,Vibi' di Gavino Pani & C. S.A.S.,Esso,39.31149,8.52679
32499,,,Moi Paolo e C. S.N.C.,Tamoil,39.30971,8.5429
15405,,,Ornella Carburanti di Mascia Albertina e G. S.N.C.,Tamoil,39.04757,8.63029
37141,yes,,"Treelle S.N.C. di Lilliu Maria Patrizia, Lilliu Daniela e C.",Q8,39.30577,8.71363
25662,yes,,Pischedda Stefano,Api-Ip,39.16724,8.66906
10881,,,Pilloni Antonello,Q8,39.15812,8.74079
20616,,,Marongiu Mario,Tamoil,39.20299,8.38523
38581,,,Piredda Michael,Tamoil,39.20799,8.38646
30823,,,T.D.M. S.R.L.,Tamoil,39.12645,8.51173
10184,,,Sulcis Petroli S.A.S. di Stefania Figus,Api-Ip,39.10808,8.52604
30175,,,Eni Fuel S.p.A.,Agip Eni,39.11273,8.5225
9421,,,Sosta Mare S.N.C. di Seu Giuliana & C.,Tamoil,39.00362,8.64327
9994,,,Multiservice S.N.C. di Giovanna Elena Pagoto e C.,Esso,39.0595,8.47584
16440,,,Pinna Pietro e Salvatore S.N.C.,Agip Eni,39.05985,8.4599
33599,,,Mercenaro Impiantistica di Mercenaro Alessio,Agip Eni,39.06353,8.46008
31257,,,Francesco Mura,Q8,39.27908,8.64095
9536,,,Fratelli Collu di Andrea Collu S.N.C.,Tamoil,39.10617,8.68817
41971,,,Alfieri Elvio Claudio,,37.18903,14.1858
31981,yes,,Licata Giuseppe Antonio & C. S.A.S. di Licata Giuseppe Antonio & C.,,37.26963,14.13878
30872,,,Donzella Vincenzo,Tamoil,37.18675,14.18591
34759,,,2c Carburanti di Cammarata Claudia,Agip Eni,37.48088,14.05611
25330,,,Alfonso di Benedetto Carburanti Lubrificanti S.R.L.,Agip Eni,37.49463,14.05212
11035,,,Palmeri Raffaele,,37.49167,14.03903
11036,,,Palmeri Raffaele,,37.48849,14.04681
10317,,,Agip Rizzo di Rizzo Angelo & C. S.A.S.,Agip Eni,37.47472,14.04671
8498,,,A.S.D. Idrocarburi di Settimo Arnone & C. S.A.S.,Esso,37.49145,14.03925
19702,,,Servizi & Gestioni Italia S.R.L.,Q8,37.4926,14.0539
23751,,,Servizi & Gestioni Italia S.R.L.,Q8,37.49447,14.04923
41956,,,Eos Services S.R.L. a Socio Unico,Q8,37.07936,14.23515
26122,yes,,Ferraro Giuseppe,Agip Eni,37.40506,13.88063
28341,,,Gazzara Salvatore,Agip Eni,37.49789,14.05568
10234,,,Dnm Carburanti di Di Fiore Giuseppe,Agip Eni,37.49099,14.04247
31122,,,Sciabbarrasi Vincenzo,Agip Eni,37.50658,14.08043
14166,,,Gafuel S.A.S. di Gandolfo Francesco,Agip Eni,37.49334,14.04946
37678,,,Gazzara S.A.S. di Gazzara Salvatore & C.,Agip Eni,37.49698,14.05729
14994,,,Rovetto Eugenia,Esso,37.47781,14.05224
12792,,,Di Benedetto Carburanti S.R.L.,Esso,37.48311,14.05808
24325,,,Di Benedetto Carburanti S.R.L.,Esso,37.49777,14.07854
35036,,,Sear Idrocarburi S.R.L.,Esso,37.53041,14.08395
6988,yes,,Grm di Marchese Ragona Giuseppe S.A.S.,,37.46853,13.99996
27318,,,Di Benedetto Carburanti S.R.L.,,37.49429,14.05431
24099,,,Di Benedetto Carburanti S.R.L.,,37.48845,14.0347
24101,,,Di Benedetto Carburanti S.R.L.,,37.48628,14.0589
32771,yes,,Motoroil S.R.L.,,37.50759,14.06915
29927,,,Paladini Carburanti di Distefano Filippo & C. Società in Accomandita Semplice,EOS,37.49938,14.06341
31575,,,Sa.Gi. Petroli S.A.S. di Salvatore Urso & C.,Esso,37.47873,14.05745
31347,,,Nicoletti Ricambi S.R.L.,Q8,37.4935,14.06672
24889,,,Stazione di Servizio di Caltabellotta Alessio Filippo Cesare e C. S.A.S.,Esso,37.52124,13.698
36063,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Giap,37.51195,13.71252
11444,,,M.K. di Montana Salvatore & C. S.A.S,Q8,37.35663,13.92531
12020,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Giap,37.36031,13.93196
37368,,,Eni Fuel S.p.A.,Agip Eni,37.07833,14.26461
28895,,yes,Barranco Rosario & C. - S.A.S.,,37.08171,14.21446
33632,,,Pisano Giuseppe,EOS,37.08413,14.26809
38548,,,Pisano Claudio,Agip Eni,37.0644,14.26248
38494,,,Salamone S.A.S.Di Salamone Gerlando & C.,Agip Eni,37.08119,14.21657
40980,,,Perna Valentina,Agip Eni,37.0761,14.23629
34723,,,D'arma Alessandro,Agip Eni,37.06842,14.25974
34722,,,D'arma Alessandro,Agip Eni,37.06664,14.25779
6036,yes,,Società Carbolubrificanti di Puccio Salvatore S.N.C.,Agip Eni,37.11682,14.28675
31823,,,Pisano Saverio Mikel,EOS,37.06464,14.26132
28706,,,Lorefice Giovanni & Bennici Angelo S.N.C.,Esso,37.08081,14.26616
14527,,,Nd Petroli di Dibennardo Nunzio & C. S.R.L.,Lukoil,37.06567,14.25719
21237,,,Servizi & Gestioni Italia S.R.L.,Q8,37.06586,14.25656
22871,,,Servizi & Gestioni Italia S.R.L.,Q8,37.074,14.23076
42498,,,La Granvillano Carburanti di Granvillano Monica & C. S.A.S.,,37.07338,14.23305
33642,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Giap,37.06603,14.25571
36653,,,Cavallo Francesco,Q8,37.07116,14.23677
4605,,yes,Mechanical Eletrical Instrumentation Civil Services M.E.I.C. S.R.L.,Esso,37.06236,14.27375
9023,,,Brighina Salvatore,Q8,37.07935,14.23516
40059,,,Rinzivillo Rocco,Tamoil,37.06192,14.25387
37846,yes,,Ventura Luigi Gabriele,,37.1205,14.13193
25667,,,Fasciana Cataldo & C. Società in Accomandita Semplice,,37.59921,13.91502
18898,,,Bognanni Gaetano,,37.29785,14.20195
27320,,,Di Benedetto Carburanti S.R.L.,,37.30113,14.20265
21547,,,Consentino Salvatore & C. S.A.S.,Agip Eni,37.30074,14.20703
24867,,,Tona Mario Salvatore,Esso,37.47097,13.73747
24198,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Giap,37.47312,13.73975
20134,,,Brancato Angelo,Api-Ip,37.45168,13.81998
33284,,,Falcone Salvatore,EOS,37.4538,13.81825
23695,,,Canalella Giuseppe S.A.S.,Agip Eni,37.58405,13.74895
21709,,,Giardina Automobili di Riccardo Giardina & C. S.A.S.,Esso,37.58205,13.75026
22987,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Giap,37.58207,13.751
39253,,,Cutrona e Giugno S.A.S. di Giugno Vincenzo & C.,Agip Eni,37.14646,14.39393
40376,,,Longo Francesco,,37.14636,14.39118
23931,,,Partners S.N.C. dei f.lli Petronaci Gaetano e Petronaci Ivan Fili Ppo,,37.14266,14.39498
12015,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Agip Eni,37.12635,14.39408
38170,,,Di Pasquale Daniel Maria,Tamoil,37.14712,14.39128
23708,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Giap,37.67869,14.02705
21548,,,Consentino Salvatore & C. S.A.S.,Agip Eni,37.2802,14.08289
15699,,,Stazione di Servizio di Patri' Maurizio & C. S.A.S.,Q8,37.28009,14.08353
25152,,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Giap,37.48806,13.99135
21746,,,Se. Sca. Petroli di Scalzo Sergio Fabio & C. - Società in Accoma Ndita Semplice,Agip Eni,37.49221,13.99386
18808,,,Multi Energy S.R.L.,Esso,37.47725,13.9927
26510,,,P & P di Pilato Maurizio e C.S.A.S,Agip Eni,37.48775,14.00204
34480,,,Gigante Giuseppe,Q8,37.48072,13.9856
25688,,,Eredi Cucchiara di Cucchiara Salvatore S.A.S.,Agip Eni,37.59014,14.04094
27763,,,Ld Petroli S.R.L.,Esso,37.45439,13.8807
8761,,,F.Lli Volo di Volo Silvio & C. S.N.C.,Agip Eni,37.45326,13.88547
21053,,,Dainotto Calogera di Drogo Elio & C. S.A.S.,Api-Ip,37.33664,13.99521
27616,,,Russo di Russo Maria Domenica e C. S.A.S.,Api-Ip,37.33346,14.00074
10994,,,Virciglio Calogero Antonio,,37.52765,13.72941
24760,yes,,Idrocarburi Cammarata & Figli di Cammarata Antonino & C. S.A.S.,,37.68739,13.82425
40548,,,Mancino Roberto,Q8,37.68356,13.83507
29900,,,Scarlata Salvatore,Q8,37.65456,13.84543
34996,,,Ip Services S.R.L.,Api-Ip,44.69489,8.03163
24806,,,Ip Services S.R.L.,Api-Ip,44.69369,8.0238
30621,,,Ip Services S.R.L.,Api-Ip,44.71632,8.04369
11556,,,Servizi & Gestioni Italia S.R.L.,Q8,44.71289,8.022
6983,,,Autosplash S.N.C. di Collino Luigi & C.,Tamoil,44.71414,8.03131
11095,,,Barbero Giacomo,Agip Eni,44.70016,8.04039
37314,yes,yes,"Gas & Oil S.R.L. Siglabile, Ove Consentito, Gas e Oil S.R.L., Gas&oil S.R.L., G&o S.R.L.",,44.68742,8.01026
35016,yes,,G.D. S.R.L.,CONAD,44.72182,8.03745
33260,,,Alessandria Roberta,Agip Eni,44.66397,7.98182
39592,yes,,De Leo Francesco,Total Erg,44.70452,7.98578
39512,,,Parussa Michele,Agip Eni,44.68233,8.00204
17925,,,Nuova No.Al. S.N.C. di Allegranza Barbara & C.,Total Erg,44.67643,7.99008
24460,,,Ivano Molinari,Agip Eni,44.69505,8.01452
4759,yes,,Gierre S.N.C. di Rabezzana Giampiero e Belio Roberto,Total Erg,44.69406,8.01687
39471,,,Binello Claudio,Esso,44.70265,8.03273
16976,,,Mci Gestioni di Marenda Claudio e C. S.A.S. Siglabile Ove Consentito Mci Gestioni S.A.S.,Api-Ip,44.71503,8.04171
13056,,,Giacosa Claudio,Total Erg,44.67645,7.99009
39366,,,Frau Mario,Total Erg,44.7098,8.02653
41734,yes,,"Fa.Ma.Lu. di Rizzo Fabio, Nicolino Luca e Nicolino Matteo S.N.C. Siglabile Ove Consentito Fa.Ma.Lu. S.N.C.",DIS-CAR,44.31325,8.04845
32347,,,Ip Services S.R.L.,Api-Ip,44.76716,7.31001
36885,,,Comba Pierino,Esso,44.74901,7.31695
19710,,,Giordano Claudio,Kerotris,44.70251,8.06402
4859,yes,,Alberto Pierpaolo,Agip Eni,44.72978,7.33851
19579,,,Pons Flavio,Total Erg,44.74781,7.40857
11241,,,Dragone Ivana,Total Erg,44.36929,7.63296
21144,yes,,Quadri Sala Luigi,,44.37602,7.6777
13987,,,Bertola Claudio,Total Erg,44.54348,7.82861
41099,,,Kerocarbo S.R.L.,Tamoil,44.54107,7.8246
15510,,,Galiffi Giovanni,Total Erg,44.6345,8.11116
10580,,,Dalmasso Roberto,Total Erg,44.3857,7.44168
40018,yes,,Saced S.R.L.,,44.39732,7.48199
11549,,,Servizi & Gestioni Italia S.R.L.,Q8,44.35111,7.50805
39451,yes,,G.D. S.R.L.,CONAD,44.34794,7.50569
18936,,,Bertaina Mario,Esso,44.33142,7.49388
6316,,,Chesta Piergiorgio,Europam,44.32575,7.48399
20705,,,Pedona Petroli S.A.S. di Bosticardo Mario & Figli Siglabile Pedona Petroli S.A.S.,,44.32664,7.48986
4278,,,Russo Salvatore,Agip Eni,44.32639,7.48536
41069,,,Bianco Alberto,Agip Eni,44.32643,7.48537
17119,,,Viale Agostino e Giraudo Giuliana S.N.C.,Agip Eni,44.33292,7.49003
26393,,,Distributore Conti di Conti Roberto,,44.61178,8.14721
38756,,,T.D.M. S.R.L.,Tamoil,44.52879,8.05001
13316,,,Saced S.R.L.,SACED,44.33607,7.53385
13228,,,Giuliano Ettore,Total Erg,44.33006,7.55175
40159,yes,,Botta Marco,Total Erg,44.3471,7.54625
7420,,,Patrone e Riverditi S.N.C.,Agip Eni,44.69382,7.8585
13828,,,Z.A. S.N.C. di Zoccarato Pietro & C. Siglabile in Z.A. S.N.C.,Agip Eni,44.6851,7.85013
28394,,,Gestioni Europa - Società Per Azioni,Total Erg,44.71786,7.82742
41831,yes,,Erretre S.R.L.,,44.68475,7.82907
36201,,,Sicram S.R.L.,Europam,44.7016,7.84791
33421,,,Europam S.p.A.,Europam,44.68608,7.89396
40590,,,Lavalle Bruno,Agip Eni,44.7099,7.83914
29342,,,Servizi & Gestioni Italia S.R.L.,Q8,44.69659,7.84504
30170,yes,,Ellena S.N.C. di Laura e Ornella Ellena - Siglabile Ellena S.N.C.,Q8,44.70476,7.76365
3835,yes,yes,A.G. di Alberione Bruno Maria e C. S.A.S.,Api-Ip,44.70384,7.7623
4966,yes,,Manzo Mauro,Socogas,44.71286,7.83427
14149,,,Chiaramello Matteo Armando,Agip Eni,44.69227,7.84433
37099,,,Para Giovanni & C. S.A.S.,Total Erg,44.5693,7.3635
22511,,,Delfino Giuseppe,Agip Eni,44.50741,7.48658
30355,,,Europam S.p.A.,Europam,44.50098,7.49092
24612,yes,,Caffe' Del Teatro S.N.C. di Galliano Oreste e C.,Total Erg,44.53824,7.4864
20153,,,Galliano Sergio,Esso,44.52239,7.47905
34016,,,Beccaria S.R.L. - Società a Responsabilità Limitata,Total Erg,44.44623,8.14068
10104,,,Gestioni Europa - Società Per Azioni,Total Erg,44.78882,8.00281
20508,,,Morello Emanuele,Esso,44.79306,7.99884
37186,yes,,Isaia Fabrizio,,44.42478,7.44167
17541,,,Bergia Aldo,Total Erg,44.40862,7.44234
11547,,,Servizi & Gestioni Italia S.R.L.,Q8,44.41499,7.43646
35889,,,Fracchia Danilo,Agip Eni,44.41755,7.43383
11091,yes,,Cars di Carena Silvia e Michela & C. S.N.C.,Total Erg,44.78388,7.72988
34435,,,Re Micaela,Tamoil,44.74252,7.47637
31021,,,Viarengo Franca,Agip Eni,44.48138,7.87122
29799,,,Calo' Massimiliano,Esso,44.48385,7.89174
11174,,,Chiapello Adriana,Europam,44.47831,7.86973
19584,,,Quinto Gilberto,Esso,44.82315,7.6256
22827,,,Magnini Paolo,Total Erg,44.81307,7.61675
25192,yes,,Enrici Armando,Total Erg,44.74389,8.05856
38994,,,Rocchietta Maurizio,,44.59012,7.06869
11240,,,Gatto Mauro,Tamoil,44.76426,8.02864
38691,yes,,Da Franco di Raffaele Francesco & C. S.N.C.,Total Erg,44.71849,7.68618
42736,,,Oglino Milena e Pilutzu Antonio S.N.C.,Agip Eni,44.69873,7.68403
10841,,,Armando Michele e Dolce Romina S.N.C. Siglabile Ove Consentito Armando e Dolce S.N.C.,Total Erg,44.5003,7.58571
38409,yes,,D.A.R.M. Petroli S.R.L.,Agip Eni,44.46395,7.63175
32608,,,Giuliano Ettore,Total Erg,44.49024,7.57769
30839,,,Europam S.p.A.,Europam,44.8023,7.81139
40278,yes,,Rally S.N.C. di Caveglia Beatris Fabrizio & C.,Total Erg,44.80312,7.80131
30838,,,Bono Federico,Total Erg,44.3802,7.47057
24423,,,Tuninetti Gianni,Agip Eni,44.63879,7.7921
42092,,,Sicram S.R.L.,Europam,44.63005,7.78381
30870,,,Cavallin Simone,Europam,44.63005,7.78373
41551,,,T.D.M. S.R.L.,Tamoil,44.38806,8.03256
33376,,,Rizzon Davide,Agip Eni,44.38791,8.03397
34125,yes,,Negro Mauro,Socogas,44.3874,8.04418
7649,,,Raviolo Giorgio,Agip Eni,44.38624,8.02047
4938,yes,,Fresia Massimo,Tamoil,44.37632,8.0376
40300,,,Montanaro Gian Battista,Tamoil,44.6508,7.86767
12646,,,Erretre S.R.L.,,44.66719,7.85211
12648,yes,yes,Erretre S.R.L.,,44.64582,7.86654
18456,,,Costamagna Gabriella,Tamoil,44.6454,7.85831
18253,yes,,Chris Cafe' S.A.S. di La Greca Claudia & C.,Q8,44.66647,7.80546
29881,yes,,Ristobar Del Sole S.R.L. Società a Responsabilità Limitata Semplificata,Agip Eni,44.66783,7.81722
31079,,,Europam S.p.A.,Europam,44.32519,7.67434
25470,,,Castella Pietro,Europam,44.32859,7.66985
32174,,,Dis-car di Sarra Paolo & C. S.N.C.,DIS-CAR,44.57788,8.19633
25012,yes,,Collino e C.- S.p.A.,,44.57298,8.20094
42053,,,Ranieri di Caffa Massimo,Total Erg,44.58406,8.19184
39019,,,F.Lli Arnaldo di Arnaldo Valerio & C. S.A.S.,Total Erg,44.58406,8.19184
12481,,,Zanella Mario,Total Erg,44.66488,8.19583
22563,,,Anghilante Silvano,Total Erg,44.56164,7.48678
36162,,,Bonelli Danilo,Agip Eni,44.39145,7.54291
31364,,yes,Oggero Piercarlo,Agip Eni,44.39475,7.565
37990,,,Cmg S.N.C. di Caula Federica & C.,Agip Eni,44.39107,7.57035
39549,,,Arcobaleno di Garro Dario & C. S.A.S.,Agip Eni,44.38914,7.57872
40751,yes,,Dubois Michel,Total Erg,44.37313,7.52245
32389,yes,yes,Botanica Claudia,Agip Eni,44.41254,7.5527
10531,,,Centro Calor S.R.L.,,44.42627,7.56363
32372,,,Ip Services S.R.L.,Api-Ip,44.38243,7.53195
7291,yes,,Servizi & Gestioni Italia S.R.L.,Q8,44.42348,7.55411
11558,,,Servizi & Gestioni Italia S.R.L.,Q8,44.38677,7.56947
11546,,,Servizi & Gestioni Italia S.R.L.,Q8,44.37922,7.53752
24366,yes,,Daniele Raimondo & Busso Duilio S.N.C.,,44.39446,7.54815
20864,,,Deplano Maurizio,Europam,44.38513,7.53478
32250,,,Brescacin Alain,DIS-CAR,44.39543,7.55446
37489,yes,,Nova Coop Società Cooperativa,Enercoop,44.37817,7.52335
34058,,,Musso Pierfranco,Agip Eni,44.39555,7.55426
23978,,,De Angelis Antonio,Esso,44.40922,7.55256
36024,,,Bertaina Mario,Esso,44.38069,7.55867
39139,,,Zungri Sabatino,Esso,44.37063,7.52782
38514,,,Europam S.p.A.,Europam,44.38877,7.53911
37865,,,Fantino Silvio,Europam,44.40448,7.54577
20463,,,Castrogiovanni Giuseppe,Agip Eni,44.35629,7.51346
37781,,yes,Saced S.R.L.,,44.42973,7.56749
23863,,,Red Power S.R.L.,,44.43179,7.50628
19629,,,Reineri Valerio,Agip Eni,44.37473,7.53237
34613,,,Società Agricola Lubrificanti Carburanti Ed Affini (sigla S.A.L.C.A.) a Responsabilità Limitata,Total Erg,44.38686,7.55932
32451,yes,,Giuseppe Lingua & C. S.A.S. Siglabile Giuseppe Lingua S.A.S.,Socogas,44.3986,7.537
7056,,,Auchan S.p.A.,Auchan,44.39365,7.58505
5719,yes,,Rosano Valter,Q8,44.40021,7.54082
13999,,,Abello Sergio,Total Erg,44.41487,7.54986
41392,,,Maverick di De Angelis Urbano & C. S.A.S.,Total Erg,44.39479,7.52906
35148,,,Beccaria Riccardo,,44.31608,7.30558
40485,,,Europam S.p.A.,Europam,44.31469,7.29454
11552,,,Servizi & Gestioni Italia S.R.L.,Q8,44.65183,8.05238
27300,,,Manfredi Margherita,Total Erg,44.67239,8.04097
11554,,,Servizi & Gestioni Italia S.R.L.,Q8,44.53609,7.93605
39612,,,Busso Fabrizio,Agip Eni,44.46946,7.36955
38197,,,Arneodo Gennifer,Tamoil,44.46867,7.35764
13363,,,Sole Luna S.N.C. di Armitano Elisa e Dao Daniele,Total Erg,44.45468,7.38489
38638,yes,,Fresia Davide,Socogas,44.50551,7.89794
20992,,,Saced S.R.L.,SACED,44.54543,8.10563
26572,,,Allocco Ermanno & Aimetta Marilena S.N.C.,Agip Eni,44.55708,7.71193
6975,,,Tuninetti Gianni,Agip Eni,44.56179,7.74015
20369,,,Merlo Fabrizio,Esso,44.54291,7.72053
15023,yes,,Centro Petroli Fossano S.R.L.,,44.55473,7.71295
11550,,,Servizi & Gestioni Italia S.R.L.,Q8,44.56127,7.73933
29243,yes,,G. e C. di Giordanengo Antonio e Costamagna Antonella S.N.C. Abbreviabile Ove Possibile in G. e C. S.N.C.,Socogas,44.54635,7.70805
20821,,,Arese Flavia,Europam,44.54375,7.72057
37545,,,Gonella & Soma' S.R.L.,Api-Ip,44.59974,7.73396
35087,,,Nuova Sidap S.R.L.,Total Erg,44.54922,7.78578
3933,,,Salzotto Gianfranco,Q8,44.54869,7.78478
41416,,,Società Agricola Lubrificanti Carburanti Ed Affini (sigla S.A.L.C.A.) a Responsabilità Limitata,Total Erg,44.54051,7.61248
36159,,,Leone Irene,Repsol,44.54155,7.71885
21002,,,Bava Margherita,Total Erg,44.5478,7.71172
33699,,,Italiana Petroli 1980 S.R.L.S.,,44.34007,7.77774
11300,,,"Trebi S.N.C. di Botto Paolo , Bertolino Piercarlo & C.",Total Erg,44.30185,7.79734
8512,,,Allasia Cristina,Total Erg,44.33284,7.40356
16869,,,Bologna Silvana,Total Erg,44.21417,8.01425
36190,,,Ricca Mauro,Agip Eni,44.20899,8.01515
11553,,,Servizi & Gestioni Italia S.R.L.,Q8,44.59224,7.65951
11555,,,Servizi & Gestioni Italia S.R.L.,Q8,44.79255,8.11144
11557,,,Servizi & Gestioni Italia S.R.L.,Q8,44.73254,8.04851
26507,,,De Leo Francesco,Europam,44.64365,7.93028
19712,,,Ferrero Silvano,Total Erg,44.62963,7.56058
38136,,,Saced S.R.L.,,44.54465,8.13912
38404,,,Europam S.p.A.,Europam,44.1998,7.57513
39147,,,Tosello Maria Grazia,Europam,44.19262,7.57078
39096,,,Ip Services S.R.L.,Api-Ip,44.7548,8.06879
10526,,,Centro Calor S.R.L.,,44.46457,7.83016
34242,,,Europam S.p.A.,Europam,44.46033,7.82178
37907,,,Ip Services S.R.L.,Api-Ip,44.4518,7.78259
10191,,,Tealdi Petroli di Tealdi Renzo & C.S.A.S.,,44.447,7.77587
39501,,,Giordano Claudio,Api-Ip,44.68686,8.14865
19875,,,"Duditex Distribution Center S.N.C. di Quaglia Marco & C. Validamente Siglabile, Ove Consentito, Duditex S.N.C.",Total Erg,44.6077,7.48496
32183,,,"Boenergi di Garcia Ana Virtudes & C. S.A.S. Siglabile, Ove Consentito, Boeneri S.A.S.",Total Erg,44.6556,7.70853
33899,,,Petitti Lorenzo,Total Erg,44.65841,7.74217
37889,,,Benzoil Società a Responsabilità Limitata Semplificata,,44.62848,7.36304
