ref:mise,fuel:lpg,fuel:cng,operator,brand,lat,lon
33274,yes,,Carbomix - S.R.L.,Petrol Company,37.60493,15.15814
37101,yes,yes,Comangas S.R.L.,,37.57489,14.99466
26171,yes,,Carbomix - S.R.L.,Esso,37.55095,14.93932
25115,yes,,G. & G. Petroli S.R.L.,Lukoil,37.55692,14.98383
35175,yes,,Petrol Maric S.R.L.,Api-Ip,37.55151,14.93683
26505,yes,,S.B. Gas Auto Ciancianella S.R.L.,,37.64806,14.84697
20888,yes,,Virzi' S.R.L.,,37.85312,14.81328
35525,yes,yes,Start Società a Responsabilità Limitata Semplificata,,37.81956,15.24139
32227,yes,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Agip Eni,37.26858,14.5948
30643,yes,,Catena Giacomo,Agip Eni,37.2306,14.53845
24739,yes,,Petrol Company S.R.L.,Petrol Company,37.25073,14.54153
32033,yes,,Rapisarda Carmelo,Agip Eni,37.57031,15.00587
33354,yes,,D'agati Grazia,,37.46723,14.64558
35220,yes,,A.Vi.O. Fuel S.R.L.,Agip Eni,37.48864,15.08292
42516,yes,,Guagliardo Gianmarco,Api-Ip,37.53964,15.05589
28738,,yes,"Chiaral Società a Responsabilità Limitata E, in Abbreviazione Chiaral S.R.L.",,37.47076,15.07575
32778,yes,,Motoroil S.R.L.,,37.43974,15.06669
13846,yes,,Petrol Service S.R.L.,Esso,37.54152,15.10802
31503,yes,,Tecnogest S.R.L. di Squillaci Davide,Api-Ip,37.53949,15.05596
26200,yes,,Tecnogest S.R.L. di Squillaci Davide,Api-Ip,37.48392,15.07918
42015,,yes,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Giap,37.53179,15.10394
33483,yes,,Petrol Company S.R.L.,Petrol Company,37.54752,15.06609
33543,yes,,Barbagallo Chiara,Agip Eni,37.82075,14.86432
41433,yes,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Agip Eni,37.8207,14.86433
36849,yes,,Eketla S.R.L.,Api-Ip,37.76888,15.19701
22602,yes,yes,Etna Carburanti S.R.L.,,37.56429,15.04686
27978,yes,,Gm Gas di Militi Margherita,,37.56854,15.0584
41744,yes,,G.M. Petroli S.R.L.,,37.56848,15.0584
34270,yes,,Fagone Giuseppe,Api-Ip,37.34933,14.69718
24247,yes,yes,Alfonso di Benedetto Carburanti Lubrificanti S.R.L.,Agip Eni,37.50179,15.03064
38095,yes,,Dbs Servizi Petroliferi S.R.L.,,37.51409,15.01386
39949,,yes,Gangemi Antonio Fabio,Ecoil,37.53446,15.03166
21747,,yes,Geas di Fortunato Roberto & C. S.N.C.,Agip Eni,37.48042,15.01249
34249,yes,,Dami S.R.L.,Q8,37.46208,15.00792
3756,yes,,Concarb di Consentino Gerlandina Erminia e C. S.N.C.,Q8,37.46172,15.00873
27981,yes,,Gm Gas di Militi Margherita,,37.537,15.03841
41743,yes,,G.M. Petroli S.R.L.,,37.53725,15.03836
41705,yes,,Distributore Carburanti.,Api-Ip,37.52515,14.99076
28541,yes,,Petrol Station S.R.L.,,37.48057,14.98823
21763,yes,,Bonanno Salvatore,,37.61109,15.00744
5612,,yes,"Metano Sinergie S.R.L. Il Registro Imprese Non Garantisce La Corrispondenza Degli Assetti Proprietari Con La Reale Compagine Sociale,poiche' La Società Non Ha Provveduto All'aggiornamento Dati Previsto Dalla L. 2 -28/01/2009 Art.16 Co.12 Undecies",,37.52672,14.84803
26408,yes,,F.Lli Reitano S.R.L.,,37.57366,14.90759
26920,yes,,Fizzar S.A.S. di Morabito Agatino & C.,Api-Ip,37.61563,15.04899
20814,yes,,Ionia Carburanti di Musumeci Anna & C. S.A.S.,,37.7242,15.19668
13782,yes,,Mobility Point S.R.L.,Api-Ip,37.58899,15.09203
9585,yes,yes,Zappala' Roberto,,37.57242,15.11123
12149,yes,,Zafarana Adriano,Api-Ip,37.5407,15.0813
6911,yes,yes,A.Z.Service - S.R.L.,Esso,37.70184,15.16851
34115,yes,,Ragusa Sebastiano,,37.32255,14.85156
32900,yes,,Al.Ma. Multiservice S.N.C. di Altilia Raffaela e C.,Total Erg,38.93947,16.87766
26339,yes,,Altilia Rag. Giuseppe,Agip Eni,38.9344,16.85326
38611,yes,,Easy Service S.R.L.,Energas,38.84915,16.64362
19580,yes,,La Piattaforma S.A.S. di Concolino Domenico & C.,Agip Eni,38.85671,16.60632
35838,yes,,Ecogestioni S.R.L.,Esso,38.86181,16.56763
24803,yes,yes,Caroil S.R.L.,Api-Ip,38.88216,16.55577
18049,yes,,Fisda S.R.L.,Tamoil,38.9052,16.61296
40302,,yes,Negro Mario,Total Erg,38.88602,16.5976
23260,yes,,Il Canneto S.A.S. di Polito Antonio,Tamoil,38.84969,16.24441
16974,yes,,Gallo Mario & C. S.A.S.,Esso,38.99591,16.13329
8526,yes,,La 2 Mari Oil di Curcio Vincenzo & C. S.A.S.,Agip Eni,38.90378,16.35544
4516,yes,,D.D.L. di De Stefani E. & C. S.A.S.,Esso,38.82775,16.43703
5740,yes,,Angilletta Giuseppe,Api-Ip,38.48765,16.57797
33759,yes,,Ruberto Paolino,Agip Eni,38.95247,16.25892
21252,yes,,Gelsi Società a Responsabilità Limitata,Esso,38.90807,16.32236
18085,yes,,Trovato Vincenzo,Api-Ip,38.93214,16.34025
3526,yes,,La Piana Service - di Curcio Michele e Vincenzo -s.N.C.,Agip Eni,38.93005,16.23668
35155,yes,,Regalgas di Grasso Concetto & C. S.A.S.,,38.91101,16.31189
35907,yes,,Emmebi Società a Responsabilità Limitata,Esso,38.90599,16.40713
32663,,yes,Devengas S.R.L.,,38.90866,16.41818
25849,yes,,Mancuso Angelo,Esso,39.01328,16.42867
39384,yes,,Easy Service S.R.L.,Energas,38.69969,16.53596
39572,yes,,Corapi S.A.S. di Corapi Francesco - Corapi Vito Leo & C.,Esso,38.68673,16.5417
32413,yes,,F.Lli Gennaro S.N.C. di Gennaro Filippo e C.,Esso,37.65794,14.52632
42152,yes,,Regalgas S.R.L.,Lukoil,37.64171,14.40521
41589,yes,,A.R.P.A.-aiello Rivendita Prodotti Per L'agricoltura di Aiello Sebastiano S.R.L. Con sigla A.R.P.A. S.R.L.,Harpoil,37.38269,14.21706
27545,yes,,Freni Alfio,Api-Ip,37.5613,14.7
3751,yes,,Gulisano S.N.C. di Gulisano Alfio & Figlio,Agip Eni,37.57852,14.34018
26374,yes,,Maenza.C S.R.L.,Esso,37.57725,14.34106
42164,yes,,Nuova Carburanti S.R.L.,,37.76738,14.39432
35279,yes,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Esso,37.753,14.40806
34183,yes,,Petroli Agricoli Felici S.R.L.,,37.6391,14.65259
3467,yes,yes,Bevano S.N.C.Di Cavallucci G.&c.,Agip Eni,44.21798,12.17661
3587,yes,,Bevano Ovest S.N.C. di Lazzari G.& C,Esso,44.21638,12.17719
4809,yes,yes,Montalti S.A.S. di Montalti Paolo e Mauro & C.,Atras Montalti,44.15614,12.22219
28214,yes,yes,Montalti S.A.S. di Montalti Paolo e Mauro & C.,Atras Montalti,44.17262,12.22686
9134,yes,,Calisesi & Biondi S.R.L.,Tamoil,44.1723,12.28552
9133,yes,,Calisesi & Biondi S.R.L.,Tamoil,44.13017,12.27348
35971,yes,,Carburanti 3.0 S.R.L.,Enercoop,44.17382,12.22495
4267,yes,,Laema S.R.L.,CONAD,44.14495,12.26221
9131,yes,,Calisesi & Biondi S.R.L.,Tamoil,44.15756,12.19377
15853,,yes,Metanauto Del Savio di Niso Avio & Mordenti Benito S.N.C.,,44.16004,12.22101
15646,,yes,Metanauto Del Savio di Niso Avio & Mordenti Benito S.N.C.,,44.16694,12.27837
9132,yes,,Calisesi & Biondi S.R.L.,Tamoil,44.14053,12.28033
9130,yes,,Calisesi & Biondi S.R.L.,Tamoil,44.13428,12.21359
4822,yes,yes,Calisesi & Biondi S.R.L.,Tamoil,44.11155,12.20419
4827,yes,yes,Calisesi & Biondi S.R.L.,Tamoil,44.11126,12.20488
10941,yes,,Bb S.N.C. di Enzo Bolognesi e C.,Q8,44.16519,12.34939
5181,yes,,Carabini Marco & C. S.A.S.,Tamoil,44.19314,12.39744
12972,yes,,Servisavena S.R.L.,,44.14655,12.38379
5046,,yes,Guidi Carburanti di Guidi Daniele & Marco S.N.C.,Total Erg,44.20196,12.38883
21497,yes,yes,Supergas - S.R.L.,Api-Ip,44.05009,12.01467
5037,yes,,Fast Service di Giovannini Davide,Agip Eni,44.24308,11.98925
10857,yes,,Merli Claudio,Agip Eni,44.20728,12.08042
10505,yes,,Distributore Carburanti di Cremonini Guerrino e C. S.N.C.,,44.19686,11.99774
11060,yes,,B.M.B. Carburanti S.N.C. di Bertoni Massimo e C.,Agip Eni,44.24064,12.08799
26399,,yes,S.C.E.L.F. S.R.L.,Api-Ip,44.23404,12.08129
35486,yes,,"Idro Vz S.N.C. di Venieri Andrea, Zambrini Giacomo e Meldoli Marco",,44.24053,12.15691
4828,yes,,Berti & Ruffilli S.N.C. di Berti Vanni & Ruffilli Silverio,Agip Eni,44.19768,12.09873
28297,yes,,Benedetti - Albonetti - Gramellini - Missiroli - S.N.C. di Benedetti Claudio & C.,Agip Eni,44.20815,11.99752
4309,yes,,Celli Giuliano S.R.L.,Gep carburanti,44.17771,12.07701
26402,yes,,S.C.E.L.F. S.R.L.,Api-Ip,44.21562,12.08205
10837,,yes,Zannoni S.R.L.,Zannoni,44.25556,12.09606
11128,,yes,Metano Schiavonia S.N.C. di Carini Marco e C.,,44.23539,12.02054
42528,,yes,Magnani Mauro,Repsol,44.23164,12.01743
