ref:mise,fuel:lpg,fuel:cng,operator,brand,lat,lon
34067,yes,,Antare S.R.L.,Tamoil,39.78397,8.65512
27169,yes,,P.L.C. - Pielleci - S.R.L.,,39.89057,8.59921
29940,yes,,Ip Services S.R.L.,Api-Ip,39.94161,8.60029
37055,yes,,Contu Antonio,,39.90532,8.63094
29143,yes,,Loi Anna Maria,,39.94248,8.93663
4049,yes,,Fiamma 2000 - Società Per Azioni,Fiamma 2000,40.19092,8.97989
39909,yes,,Cogotti Giovanni Maria,,39.9624,8.61787
41228,yes,,Isola Gas Società a Responsabilità Limitata Con Denominazione Abbreviata Isola Gas S.R.L.,KEROPETROL,39.92502,8.66375
41215,yes,,A.M.G. Carburanti S.R.L.,,41.06816,9.44299
41980,yes,,Petrolifera Adriatica S.p.A.,Esso,41.12852,9.53035
9556,yes,,Ventroni Piero,Agip Eni,40.70175,9.69735
5331,yes,,Noa S.R.L.,Agip Eni,40.70127,9.69683
37384,yes,,Stella Marina di Tsanova Polya Raykova & C. S.N.C.,Q8,40.83806,9.55425
7075,yes,,Ceffoni Gian Franco,Tamoil,40.83743,9.55388
28049,yes,,Aros S.A.S. di Andrea Sanna & C.,,40.9197,9.45942
31703,yes,,Antonio Corona,Agip Eni,40.93017,9.46142
42674,yes,,Romig Petroli S.R.L.,Fiamma 2000,40.90818,9.5265
37743,yes,,Ip Services S.R.L.,Api-Ip,40.93603,9.46833
9182,yes,,Sara Carburanti S.N.C. di Cassitta Gian Franco e Loverci,Total Erg,40.93428,9.5137
31243,yes,,Ad Petroli di Sotgiu Mauro & C. S.A.S.,,41.1628,9.3125
33485,yes,,Distributore Carburanti Castellese Giuseppe,Q8,38.09145,13.48155
36993,yes,,B.I.Edil. S.R.L.,Agip Eni,38.09904,13.50335
14928,yes,,Lo Baido Domenico,SP Energia Siciliana,38.06765,13.15225
5629,yes,,Geraci Giovanni,,37.91828,13.67299
30444,yes,,Scialabba Antonio,Q8,37.99486,13.88602
36754,yes,,"G P Società a Responsabilità Limitata E, in Abbreviazione G P S.R.L.",Esso,38.17072,13.23364
40104,,yes,Caruso Petroli S.R.L.,Agip Eni,38.18101,13.24652
42539,yes,,Caruso Petroli S.R.L.,Esso,38.17171,13.21619
32762,yes,,Balsamo Giovanni,Api-Ip,38.14506,13.17486
8654,yes,,San Pietro S.A.S. di Vincenzo e Angelo Bonaccolta,Esso,37.66835,13.65413
42228,,yes,Culotta Mario,Agip Eni,38.03061,13.99975
34114,,yes,Barresi Giuseppa,Esso,38.02697,14.01579
39242,yes,,Ecolgas S.R.L.,Esso,38.17226,13.11017
18870,yes,,Madonie Gas S.R.L.,Esso,37.78507,14.20165
27041,yes,,Mezzojuso Carburanti S.R.L.,TaOil,37.8362,13.53532
17532,yes,,Corso Giovanni,Esso,38.03298,13.45802
33305,yes,yes,Fuelpower Società a Responsabilità Limitata,,38.01566,13.45357
42494,yes,,Fuelpower Società a Responsabilità Limitata,,38.03299,13.45802
42204,yes,,Eos Services S.R.L. a Socio Unico,Q8,38.06506,13.46138
37378,yes,,San Ciro Petroli S.R.L.,Api-Ip,38.08912,13.38498
18014,,yes,M.G. Power Società a Responsabilità Limitata,Agip Eni,38.08789,13.36715
21253,yes,,Gerry's Società a Responsabilità Limitata Gerry's S.R.L.,Esso,38.09242,13.33599
39179,yes,,"G P Società a Responsabilità Limitata E, in Abbreviazione G P S.R.L.",Agip Eni,38.0903,13.30464
36757,,yes,"G P Società a Responsabilità Limitata E, in Abbreviazione G P S.R.L.",Agip Eni,38.18504,13.30275
32781,yes,,Motoroil S.R.L.,,38.17103,13.31316
32785,yes,,Motoroil S.R.L.,,38.1009,13.40084
5497,yes,,Eni Fuel S.p.A.,Agip Eni,38.18872,13.29788
5499,yes,,Eni Fuel S.p.A.,Agip Eni,38.0998,13.34662
36779,yes,,"Salvoil Società a Responsabilità Limitata E, in Abbreviazione Salvoil S.R.L.",Agip Eni,38.18897,13.32485
21914,yes,,C.E.M.I.P. di Lo Cascio Fedele & C. S.N.C.,Agip Eni,38.02453,13.10776
26212,yes,,110 Società a Responsabilità Limitata,,38.07096,13.09307
36872,yes,,Eco Energy Società a Responsabilità Limitata,Api-Ip,38.03897,13.11798
35736,yes,,Ecolgas S.R.L.,Esso,38.03609,13.01361
32787,yes,,Motoroil S.R.L.,,38.01419,13.06833
22381,yes,,Servizi e Gestioni Zenit S.R.L. in sigla - Zenit S.R.L.,Agip Eni,37.97531,13.20512
20079,yes,,V e L Carburanti S.A.S. di Vassallo Laura e C.,,37.92492,13.76589
32720,yes,,Orange di Battaglia Carmelo e C. S.A.S.,Esso,37.85948,13.89885
3704,yes,yes,Interbartolo Salvatore & Muscarella Giovanni S.N.C.,Agip Eni,37.96682,13.72529
38154,,yes,Carburcat di Gatto Giuseppe S.A.S.,,37.97832,13.6866
40669,yes,,Di Benedetto Carburanti S.R.L.,Esso,37.9697,13.78684
39257,yes,,Gandolfo S.R.L.,GAN,38.14529,13.08241
28269,yes,,Campo Gianfranco,Q8,38.0083,13.62957
32786,yes,,Motoroil S.R.L.,,38.08056,13.43163
6178,yes,yes,Singh Harjinder,Api-Ip,45.04375,9.85318
35511,,yes,Fantoni Impianti Gas di Fantoni Paolo e Marco S.N.C.,Agip Eni,45.06276,9.39716
12723,yes,,Migliazza Flavio,Total Erg,45.08313,9.45098
5012,yes,,Sirosi Valter & C. - S.N.C.,Q8,44.85891,9.88318
10668,yes,,Schiavi Egidio,Agip Eni,45.09359,9.96966
25062,yes,,Ghidotti Nicoletta,Agip Eni,45.11986,9.99001
42139,yes,yes,Singh Jagdeep,KEROPETROL,44.99495,9.92335
3492,yes,,Dolema S.N.C. di Baroni Marco & C.,Agip Eni,44.9634,9.90495
7306,yes,,Servizi & Gestioni Italia S.R.L.,Q8,44.93272,9.89022
11753,,yes,Servizi & Gestioni Italia S.R.L.,Q8,44.9336,9.89159
5006,,yes,Metano Fiorenzuola S.R.L.,,44.92958,9.9006
23937,yes,,Società Emiliana Industria Bitumi - Seib - S.p.A. ( S.E.I.B. - S.p.A.),,44.91498,9.90915
40891,yes,,Buia Fabio,Agip Eni,44.92269,9.88983
40032,yes,yes,Cella Massimiliano,Esso,44.94143,9.88993
31591,yes,,Zafferani Mario,Api-Ip,44.96445,9.91203
18026,yes,,F.Lli Matera di Matera Gaetano & C. - S.N.C.,Agip Eni,44.92033,9.92549
21771,yes,,Dierre S.A.S. di Domenico Repetti,KEROPETROL,44.99441,9.61453
24843,yes,,Nazzani Donatella,,44.82257,9.82911
41595,yes,yes,Ice Road di Massari Davide e C. S.A.S.,,45.09194,9.9583
24517,yes,,Boschi Pietro & C. - Società a Responsabilità Limitata,,45.04417,9.73225
37724,yes,,Distribuzione Chiofalo di Cutelli Micheletta,Q8,45.05504,9.63769
21215,,yes,Eco Gas S.N.C. di Coppeta Cosimo e Guasconi Ettore,,45.05474,9.63829
33147,yes,,Piara S.N.C. di f.lli Singh Parmjit e Singh Tarlochan,Api-Ip,45.02477,9.65474
35378,yes,,La Piazzola S.N.C. di Bosini Nicoletta & Poggioli Sergio,Agip Eni,45.04345,9.73872
19842,,yes,Magic di Piccoli Marco e C. S.N.C.,Agip Eni,45.04518,9.72807
10852,,yes,Metano Piacenza di Roberto Illica - Magrini & Mauro Partel S.N.C.,,45.04394,9.73206
3531,yes,,Nure - S.A.S. di Raul Crescimanna & C.,Tamoil,45.05118,9.7605
3498,yes,,Pareti Fratelli Eugenio e Pietro S.N.C.,Total Erg,45.05044,9.76147
7304,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.03039,9.67634
28253,yes,yes,Piacenza Petroli S.p.A.,,45.01837,9.68849
6469,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.02622,9.73107
32484,,yes,Servizi & Gestioni Italia S.R.L.,Q8,45.02394,9.68889
4251,yes,,Rossi Paolo - Distrubitore Carburante,Q8,45.02408,9.68976
4578,yes,yes,S & M di Scagnelli Giovanni e C. S.N.C.,Agip Eni,45.02885,9.70285
7305,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.02621,9.7171
28163,yes,,Marco Maruffi e C. S.A.S.,Total Erg,45.02916,9.68625
3666,yes,,Cristella Petroli di Cristella Gaetano & C. S.N.C.,Total Erg,45.06201,9.65165
32143,yes,,Pancotti Corrado,Agip Eni,44.95847,9.64769
12880,yes,,2g Service S.A.S. di Gianmaria Sidoti & C.,Europam,44.85866,9.63252
41657,yes,,"Rome S.N.C. di Ali A., Iqbal N. e Rome I.",Agip Eni,45.00482,9.77981
23269,yes,,Filippi Paolo,Agip Eni,45.00482,9.77983
37659,yes,,Ip Services S.R.L.,Api-Ip,44.99195,9.80146
42459,yes,,Enil Service di Myrtaj Kastriot,,44.91511,9.60196
41462,,yes,Enil Service di Myrtaj Kastriot,Ego,44.91511,9.60196
28036,yes,,Borgonovi S.N.C. di Borgonovi Marco & Maurizio,Agip Eni,45.05582,9.62545
36039,yes,,Fm Carburanti di Manini Francesco Maria,,45.05613,9.58774
13241,yes,,F.& F. Car. S.N.C. di Farronato Maurizio e C.,Api-Ip,45.03773,9.59267
40806,,yes,Spoil S.p.A.,,45.05539,9.50875
23855,yes,,Costantin Distribuzione e Servizi S.R.L.,Costantin,45.33541,11.9051
40578,yes,,Pinton Elena,Agip Eni,45.34072,11.82546
30411,,yes,Rigato Umberto Carburanti S.A.S di Sartore Gianfranco e Salmaso Silvia,,45.33596,11.90502
39204,yes,,Cardini Paolo,Repsol,45.1567,11.87689
10677,yes,yes,A.F. Petroli S.p.A.,AF Petroli,45.19209,11.88582
6914,yes,,G.L. Autolavaggio di Stella Massimo e C. S.A.S.,Agip Eni,45.11335,11.77652
5195,yes,yes,San Marco Petroli Distribuzione S.R.L.,San Marco Petroli,45.53139,11.96331
4327,yes,,Bragagnolo S.R.L.,Vega,45.52754,11.98434
38888,yes,,Collesei Stefano,Tamoil,45.28081,11.92979
12353,yes,,A.F. Petroli S.p.A.,AF Petroli,45.46562,11.91367
20778,yes,,Due Bi Due di Bertoldo Costantino e Paolo S.N.C.,Q8,45.45408,11.92311
18489,yes,yes,B.M. Car S.N.C. di Bergamin Enrico e Marzaro Devis,Agip Eni,45.55316,11.81735
18491,yes,yes,B.M. Car S.N.C. di Bergamin Enrico e Marzaro Devis,Agip Eni,45.55316,11.81735
34597,yes,,San Marco Petroli Distribuzione S.R.L.,San Marco Petroli,45.48935,11.90268
22619,yes,,P.D. Service S.N.C. di Ertolupi Dante Ed Ertolupi Giuliano,Q8,45.48943,11.75052
32253,yes,yes,Cardini Bruno,Repsol,45.21256,11.98215
24692,yes,yes,A.F. Petroli S.p.A.,AF Petroli,45.61184,11.68849
13932,yes,,D & G Oil S.N.C. di De Benetti Enrica e Gobbin Claudio,Tamoil,45.28876,11.87071
40086,yes,,Saical Petroli S.R.L,Repsol,45.31194,11.90844
13116,yes,yes,Zuin Servizi S.R.L.,,45.38903,11.70806
28312,yes,,Schiavon Daniel,Agip Eni,45.67517,11.77598
10486,yes,,Energia S.R.L.,,45.65858,11.78656
23874,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.64379,11.77431
4911,yes,,Guidarini Pietro,Api-Ip,45.24809,12.13755
22837,yes,,Cavallini Renato,,45.2799,12.08389
18464,yes,,Lunardi Flavio,Total Erg,45.26516,12.11629
41658,yes,,"Rome S.N.C. di Ali A., Iqbal N. e Rome I.",Total Erg,45.26516,12.1163
14481,yes,yes,Valli S.R.L.,,45.23469,12.16156
39910,yes,,Brixia Finanziaria S.R.L.,Agip Eni,45.242,11.85641
13735,yes,,Peraro Mariano,Agip Eni,45.24166,11.891
40577,yes,yes,Mezzaro S.N.C. di Mezzaro Nicola & C.,Agip Eni,45.23697,12.1211
4486,yes,,Noaloil S.p.A.,Noaloil,45.52603,11.83066
28480,yes,,Energia S.R.L.,Q8,45.29582,11.79926
42448,yes,,P.F.M. S.A.S. di Licenza Paolo & C.,,45.32112,11.80962
29434,yes,,Belluco S.N.C. di Belluco Antonio & C.,Q8,45.31608,11.8276
3862,yes,yes,Eni Fuel S.p.A.,Agip Eni,45.31578,11.82574
34815,yes,yes,Energia S.R.L.,,45.22321,11.65274
40627,yes,,Cpl Fuel S.R.L.,Costantin,45.21056,11.69881
24497,yes,yes,Este Carburanti di Friolo Mirco e C. S.N.C.,,45.24611,11.6427
42233,yes,,Energia S.R.L.,,45.64016,11.76189
22173,yes,,C & B S.R.L.,Ies,45.64009,11.76201
34344,yes,yes,Gh & Sans di Khan Sumandar & C. S.A.S.,,45.64226,11.74055
35377,yes,yes,A Tutto Gas S.A.S. di Bruni Simone & C.,,45.66257,11.81922
35735,yes,,Rosimgas S.A.S. di Alberti Nicoletta & C.,,45.58575,11.7325
4681,,yes,Nuova Sidap S.R.L.,Esso,45.46706,11.83089
3907,yes,yes,Toniolo Mirco,Q8,45.44924,11.84512
30529,yes,,R.V. Carburanti Società a Responsabilità Limitata Semplificata,Tamoil,45.60208,11.94614
12549,yes,,Bertoncin Mario,Costantin,45.11464,11.4956
32399,yes,yes,A.F. Petroli S.p.A.,,45.22533,11.52335
18226,yes,,Car Service S.R.L.,,45.24734,11.75347
16526,,yes,Dueemme Service S.N.C. di Trovo' Giannico,Agip Eni,45.20744,11.74624
4619,,yes,Euganea Metano S.A.S. di Veronese Elsa e C.,,45.22596,11.71937
40338,yes,,Pagliaro Sabrina,Agip Eni,45.19623,11.75593
31446,yes,,Vega Carburanti S.p.A.,Vega,45.22137,11.70887
31448,yes,yes,Vega Carburanti S.p.A.,Vega,45.24491,11.75933
4618,,yes,Euganea Metano S.A.S. di Veronese Elsa e C.,,45.22481,11.49738
5197,yes,,Goldin Michele,Agip Eni,45.22471,11.48705
35950,yes,,Artale Gestioni Società a Responsabilità Limitata Semplificata,Tamoil,45.23619,11.4494
10729,yes,,Tiso Andrea,Tamoil,45.33994,11.79418
39569,yes,,Energia S.R.L.,,45.37229,11.88757
14924,yes,,Tris Oil di Viale Giuliano & C. Società in Nome Collettivo,Agip Eni,45.45497,11.85689
34904,yes,yes,Mix S.N.C. di Businaro Luca & C.,Agip Eni,45.36977,11.89943
17621,yes,,Blu S.N.C. di Zanardi Andrea & C.,Agip Eni,45.37719,11.84932
28406,yes,yes,Piovan Giacomino,Agip Eni,45.35413,11.89609
38589,,yes,Liquimet S.p.A.,,45.38669,11.93173
33537,yes,,Callegaro Gianluca,Agip Eni,45.41783,11.92649
28562,yes,,Braghetta S.A.S. di Braghetta Luigi & C.,Major,45.37359,11.84529
28450,yes,yes,Metano Padova S.N.C. di Grigoletto Roberto & C.,,45.38347,11.86132
30887,yes,,Ip Services S.R.L.,Api-Ip,45.43177,11.89877
7299,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.4421,11.87767
40638,yes,,Servizi & Gestioni Italia S.R.L.,Q8,45.37746,11.84014
4905,yes,yes,Saical Petroli S.R.L,Repsol,45.36693,11.8269
13309,yes,,F.Lli Bettella di Bettella Mirco,Q8,45.39917,11.95549
41092,yes,yes,Pb S.N.C. di Piovan Giacomino e Brombin Marianna,Agip Eni,45.35414,11.89615
36669,yes,,T.G.F. Oil S.R.L.,Api-Ip,45.44333,11.83646
15737,yes,,Capuzzo Moreno,Total Erg,45.37424,11.91137
31443,yes,,Vega Carburanti S.p.A.,Vega,45.40917,11.91854
31444,yes,,Vega Carburanti S.p.A.,Vega,45.4242,11.92677
31800,yes,,Vega Carburanti S.p.A.,Vega,45.39726,11.96997
36773,yes,,Redrezza Gas Service di Redrezza Giovanni e Luciano & C. S.N.C.,Q8,45.50027,11.82963
12655,yes,,Vallotto S.A.S. di Vallotto Nerio e C.,,45.60578,12.01047
4599,yes,,Oil Planet S.A.S. di Longo Luca e C.,,45.28096,12.0291
39984,yes,,Gestioni Europa - Società Per Azioni,Total Erg,45.28722,12.06996
14486,yes,yes,Valli S.R.L.,,45.26733,12.0285
12703,yes,,Bogoni Alfonso & C. - S.A.S. di Bogoni Carlo & C.,Bogoni,45.38955,11.65671
12364,yes,,A.F. Petroli S.p.A.,AF Petroli,45.4136,11.78819
11136,yes,,"Fratelli Cattelan - S.N.C. - di Cattelan Sergio, Claudio & C.",Tamoil,45.42281,11.80327
40877,,yes,New Generation Oil S.R.L.,,45.44377,11.82642
10783,yes,,Bettenzoli Fulvio,Total Erg,45.43177,11.77709
19355,yes,,P.G.M. Carburanti S.A.S. di Pierantoni Maria & C.,Agip Eni,45.39733,11.76264
24385,yes,,Costantin Distribuzione e Servizi S.R.L.,Costantin,45.22593,11.54855
19945,yes,,San Giorgio Carburanti di Ramina Tiziano & C. S.N.C.,Total Erg,45.59923,11.80341
38421,yes,yes,A Tutto Gas S.A.S. di Bruni Simone & C.,,45.61912,11.85322
31487,yes,,Enercod S.R.L.,Costantin,45.64058,11.85843
4862,,yes,Metanauto Group S.R.L.,Metanauto Group,45.60475,11.67041
29311,yes,,Autofficina Catelan S.N.C. di Catelan Danillo & C.,Trivengas,45.60258,11.66532
12350,yes,,Masola S.N.C. di Masola Matteo e Mirko,,45.24814,11.81585
15491,yes,,Callegaro Attilio S.N.C. di Callegaro Attilio e De Benetti Vania,Agip Eni,45.34136,12.01373
37791,,yes,Metano Auto Da Mauro Baldina,,45.31706,12.00351
14485,yes,yes,Valli S.R.L.,,45.31762,12.00441
14463,yes,,Valli S.R.L.,,45.35351,12.00942
40330,yes,,Stocco Damiano,Tamoil,45.58479,11.8936
12368,yes,yes,A.F. Petroli S.p.A.,AF Petroli,45.37396,11.98751
41528,yes,,Gasolinera Società a Responsabilità Limitata Semplificata,,45.37604,11.98094
10409,yes,yes,Energia S.R.L.,,45.4154,11.79564
37666,yes,,Bortolamei S.R.L.,Benza,45.38392,11.78154
5192,yes,,San Marco Petroli Distribuzione S.R.L.,San Marco Petroli,45.33411,11.75116
39639,yes,,Costantin Distribuzione e Servizi S.R.L.,Costantin,45.21435,11.83292
12377,yes,,A.F. Petroli S.p.A.,AF Petroli,45.46907,11.8645
18858,yes,,"F.Lli Brusegan di Boris, Silva & C. S.N.C.",Agip Eni,45.41913,11.98566
26081,yes,,Canaia Rinaldo,Agip Eni,45.44026,11.97669
36014,yes,,Braghetta S.A.S. di Braghetta Luigi & C.,Major,45.43402,11.94745
5727,yes,yes,Cambuli Giuseppe,Repsol,45.44029,11.93764
41685,yes,yes,Gabogas 2 di Galvagni Gualtiero & C. S.A.S.,Repsol,45.44032,11.93773
25365,yes,,Bragagnolo S.R.L.,Vega,45.44929,11.98811
5842,yes,,Totalerg S.p.A.,Total Erg,45.47099,11.81449
30666,yes,yes,S.E. S.A.S. di De Lucia Serena & C.,Costantin,45.48858,11.97776
17759,yes,,Berto Carburanti S.N.C. di Berto Giannina & C.,,45.50931,11.97572
9843,yes,,Zanella S.N.C. di Zanella Manuel e C.,Tamoil,45.31945,11.63904
22691,yes,,Orlando Zopito,Total Erg,42.46664,14.0948
4846,yes,yes,Compressione Metano Abruzzo di Boccanera Giovanni & C.,,42.33959,14.11664
41203,yes,,Energia S.N.C. di Ambrosini Alessandro & C.,,42.39013,14.13216
10898,yes,yes,So.Pe.A. - Società Petroli Abruzzo - di Partenza Paola & C. S.A.S.,,42.41294,14.15105
9976,yes,yes,Area di Servizio Sagazio Ernesto & C. S.N.C.,Agip Eni,42.49798,14.10522
29555,,yes,Martina Gas S.R.L.,,42.51864,14.13422
17914,yes,yes,Martina Gas S.R.L.,,42.44477,14.04943
41318,yes,,Di Biase Vincenzo S.A.S. di Andrea Stefano di Biase & C.,Esso,42.29905,14.04657
28585,yes,,Itala Petroli S.R.L.,Api-Ip,42.28492,14.02971
4825,,yes,D.A.M. di Boccanera Giovanni & C. S.A.S.,,42.49187,14.17323
17916,yes,,Martina Gas S.R.L.,,42.51456,14.14194
18903,yes,,Cerasa Pasquale,Agip Eni,42.35485,14.02201
23216,yes,yes,Diar S.N.C. di D'addazio Vincenzo & C,Agip Eni,42.42332,13.92987
36838,yes,,Cialini Giacomo,Agip Eni,42.4624,14.20441
17979,yes,,Martina Carburanti S.R.L.,,42.44065,14.19759
5661,yes,,Tre di Di D'arcangelo Camillo & C. S.A.S.,Api-Ip,42.45376,14.17586
26435,yes,,Martina Carburanti S.R.L.,,42.46252,14.17362
19687,,yes,Auchan S.p.A.,Auchan,42.41729,14.15436
31931,yes,,Stazione di Servizio Gambacorta di Cicognola Ornella,Api-Ip,43.06298,12.56658
4443,,yes,Metano Auto Ro-la S.R.L.,Agip Eni,43.07796,12.51976
4040,yes,,Ca.Ba.Gest. S.A.S. di Bacchi Ferdinando & C.,Q8,43.07146,12.52415
22472,yes,,M.B. Carburanti S.A.S. di Bacchi e Mercantini,Sacat,43.06495,12.52558
4804,yes,,Cioccoloni Giulio e C. S.N.C.,Total Erg,43.05624,12.56199
5211,yes,,Cacciamani Domenico,Api-Ip,42.97701,12.56985
41583,yes,,Stazione di Rifornimento di Sciattella Domenico,Q8,42.7215,13.01865
26275,yes,,Caporicci Marco,,42.83483,12.7015
33604,yes,yes,Gi.Enne. S.N.C. di Gabriele Bevilacqua e Nicola Pomerani,,43.1495,12.02164
4142,yes,yes,Fratelli Trentini di Trentini Massimo e C. S.N.C.,Api-Ip,43.10458,12.04211
4279,yes,,"Area di Servizio Fondovalle dei f.lli Pistella Alfredo, Antonio e C. S.N.C.",Api-Ip,42.93207,11.96772
8378,yes,yes,Gas Service di Alessandro Brizzi & C. S.A.S.,Q8,43.42464,12.24979
8377,yes,yes,Gas Service di Alessandro Brizzi & C. S.A.S.,,43.47209,12.24439
41737,,yes,Moretti S.N.C. di Moretti Marsilia e C.,,42.91732,12.38206
32024,,yes,Victoria Carburanti Società a Responsabilità Limitata,,42.91734,12.38205
4909,yes,,Guglielmi Giulio,Q8,42.92883,12.39692
30432,yes,yes,Automigliorgas S.R.L.,Api-Ip,43.10095,12.31055
36614,,yes,De Rocco Italo,Api-Ip,43.12923,12.26755
9488,yes,yes,Abaenergy S.R.L.,Natural Gas,42.97721,12.8397
4683,yes,,Nuova Sidap S.R.L.,Esso,42.91322,12.72864
37859,yes,yes,Centrale Metano Foligno S.R.L. - in sigla C.M.F. - S.R.L.,,42.92506,12.72847
37864,,yes,Centrale Metano Foligno S.R.L. - in sigla C.M.F. - S.R.L.,,42.97574,12.71401
4912,yes,,Guglielmi Giulio,Api-Ip,42.97659,12.7177
32703,yes,,Giontella S.R.L,,42.86184,12.59786
28202,yes,,Coendamaschipetroli S.R.L. (in Breve Cdp S.R.L.),,42.92282,12.50334
11147,,yes,Enerpetroli S.R.L.,Esso,43.21427,12.78646
12990,,yes,Gualdo Tadino Metano S.N.C. di Ercoli Nicki & C.,Agip Eni,43.2569,12.75719
14667,yes,,S.A.C.A.T. - Società Autonoma Carburanti Ed Affini Ternana S.R.L.,Sacat,43.25264,12.76095
39991,yes,,Coendamaschipetroli S.R.L. (in Breve Cdp S.R.L.),,43.34117,12.42055
39273,,yes,Metano Service di Fiorucci Diego,Natural Gas,43.36308,12.54619
5252,yes,,Premier S.R.L.,Api-Ip,43.34802,12.56146
4898,yes,,Procacci Giuseppe di Procacci Fortunata,Api-Ip,43.3764,12.51149
26758,yes,yes,Olivi S.p.A.,,43.05541,12.26123
23073,yes,yes,Carlucci Group S.R.L.,Total Erg,43.13745,12.24392
32702,yes,,Giontella S.R.L,,42.91374,12.34902
42043,yes,,Rosati Giulio,,42.64812,12.95616
39099,yes,,Oliveto Oil Wash And Bar S.N.C. di Giovanni Gargagli e Carlo Sorbaioli,Agip Eni,43.19237,12.12697
32112,yes,yes,Uruci Saimir,Retitalia,43.1856,12.15436
8099,,yes,Eurogas 2000 S.N.C. di Mirco e Moreno Settesoldi,Q8,43.03758,12.41455
11135,yes,,Enerpetroli S.R.L.,Esso,43.03174,12.21428
6242,yes,,Fatigoni S.N.C. di Fatigoni Claudio e Carlo,Api-Ip,43.07579,12.42021
4773,yes,yes,Automigliorgas S.R.L.,Api-Ip,43.09391,12.36619
37628,yes,yes,Automigliorgas S.R.L.,Api-Ip,43.07527,12.42946
35667,yes,yes,Gestione 2000 S.N.C. di Cimarelli Osvaldo e Galeti Loretta,Api-Ip,43.12886,12.42238
36476,yes,,Automigliorgas S.R.L.,Api-Ip,43.08091,12.32802
4005,,yes,Centrale Metano Foligno S.R.L. - in sigla C.M.F. - S.R.L.,Agip Eni,43.0923,12.3574
5730,yes,,Le-ale S.R.L.,,43.12131,12.5142
41187,,yes,Olivi S.p.A.,,43.0876,12.3681
6604,yes,,Servizi & Gestioni Italia S.R.L.,Q8,43.09928,12.3837
4043,yes,,Emmerre S.A.S. di Rossi Catia e Migani Silvia & C.,Q8,43.10436,12.34065
22857,yes,yes,Zanganelli Piero S.A.S. di Zanganelli Piero e C.,Api-Ip,43.10842,12.46527
36285,yes,yes,Simonetti Mario S.R.L.,Simonetti Petroli,43.07468,12.42812
40766,yes,,Simonetti Mario S.R.L.,Simonetti Petroli,43.04686,12.40802
29138,yes,,Gda Carburanti di De Agazio Giovanni,,43.51293,12.20161
30420,,yes,Gda Carburanti di De Agazio Giovanni,,43.51293,12.20161
6896,yes,,Benedetti Andrea,Api-Ip,42.73902,12.83668
35546,yes,,Eutizi Saverio,Total Erg,43.32445,12.74741
32497,yes,,Bice di Paris Daniele,Api-Ip,43.01617,12.64981
14913,yes,yes,Centro Carburanti Flaminia S.N.C. di Piccioni Rita & C.,Tamoil,42.77307,12.76703
31954,yes,,Nuova Umbria Petroli S.R.L.,Api-Ip,42.75879,12.75662
31020,yes,,T. Petrol S.R.L.,Repsol,42.72037,12.72924
39292,yes,,Segiu S.N.C. di Diac Iulian Ciprian e Ghergut Eusebiu,Api-Ip,42.76525,12.72336
4685,yes,,Nuova Sidap S.R.L.,Esso,42.79506,12.76311
35700,yes,,Tiber S.R.L.,,42.80196,12.75301
39426,yes,,Le Gallerie 2 di Cardaioli Moreno & C. S.N.C.,Esso,42.73404,12.47418
30973,,yes,Metacom S.A.S. di Aurelio Tabarrini e C.,Agip Eni,42.818,12.40216
4441,yes,yes,Rauseo Gestioni S.A.S. di Rauseo Giuseppe,Api-Ip,42.87918,12.39536
8318,yes,,Galletti Massimiliano,Tamoil,42.734,12.47335
14206,yes,,Cecchetti Francesco,Total Erg,43.0317,12.42755
5011,yes,yes,G.F. Servizi - Società a Responsabilità Limitata,Api-Ip,42.88056,12.7297
23671,,yes,Assingas di S.p.A.toloni e C. S.N.C.,Total Erg,43.29172,12.37384
15276,yes,,Rauseo Managements S.A.S. di Rauseo Giuseppe & C.,Total Erg,43.2917,12.37383
31318,yes,,Ip Services S.R.L.,Api-Ip,43.74616,10.63385
42566,yes,,Gi.Bo. Carburanti S.A.S. di Bonci David & C.,,43.66758,10.55735
42393,yes,yes,Sirtam S.p.A.,Tamoil,43.68446,10.48028
4686,yes,,Nuova Sidap S.R.L.,Esso,43.68281,10.44853
7294,yes,,Servizi & Gestioni Italia S.R.L.,Q8,43.68358,10.44898
8614,yes,,Servizi & Gestioni Italia S.R.L.,Q8,43.66815,10.52451
30604,yes,yes,New Gas Network di Mandorlini Elisa & Filippo - S.N.C.,,43.66334,10.54091
41909,yes,yes,Pisa Carburanti S.R.L.,,43.66907,10.54103
19086,yes,,Gabbani Raul,Api-Ip,43.64187,10.53277
29769,yes,yes,Partam S.A.S di Parisi Mariafrancesca & C.,Tamoil,43.68455,10.48016
24601,yes,yes,Sirtam S.R.L.,Tamoil,43.72176,10.74555
10429,yes,,Fulceri S.A.S. di Fulceri Filippo & C.,Api-Ip,43.49942,10.72685
36705,yes,,Cicchetti Lucia Gerarda,Api-Ip,43.40192,10.7832
30733,yes,yes,Metano Toscana S.R.L.,,43.31649,10.54242
5143,yes,,Bientinesi Massimiliano,Tamoil,43.49721,10.51717
4847,yes,,Bove Grazia,Agip Eni,43.56557,10.71058
