30926;8.9799492;44.4538209
21385;9.1910799;44.9144077
37241;9.1547303;44.5149422
28563;11.8795585;45.3901259
17020;13.2665359;46.0341325
17475;12.1810909;46.1402785
39464;11.4228045;46.0448287
4589;12.2756869;44.4800789
7282;12.0058510;45.8722420
21040;9.1301320;45.6547810
11600;8.8370260;44.4276120
38428;11.8480090;45.4112480
25638;12.2352040;45.6757810
34435;7.4762820;44.7425270
11528;10.5229253;45.4560895
39503;9.2052980;45.4168890
20694;7.5591530;44.9037410
7128;13.2239549;46.1165443
9630;14.7326533;40.7787509
9365;11.8886000;43.0996000
34936;11.4757382;46.0487614
11867;7.7431960;45.1218140
8863;11.3961855;44.4941252
11464;11.8585232;43.4451593
7649;8.0205467;44.3862421
6038;9.1088059;45.7424099
20364;11.9209810;45.5389850
21515;9.1186520;45.4432680
14634;12.5545443;43.0667236
3544;11.4189669;44.6216458
40877;11.8264742;45.4437441
33393;11.6522110;44.6156730
30132;7.7551780;44.9776030
28880;9.1541540;45.5547380
23855;11.9051210;45.3354244
32331;11.9750210;45.7464156
38123;12.0068120;45.6667860
20267;11.5023420;45.2894110
28631;9.1798725;45.4973264
25245;7.7421750;45.1015130
10328;11.0237340;45.3832490
13653;9.7699360;45.7419810
30422;10.9844194;45.4545456
19309;9.2150483;45.4809886
34772;9.2510048;45.5103967
11664;9.1216670;45.4715940
11693;9.1443855;45.4699673
11695;9.1310440;45.4981280
11621;10.5230840;43.3011400
19877;9.6147018;45.6434592
14436;9.6433140;45.6736750
38640;11.3790680;45.4164820
37173;7.3966430;44.5623113
37054;7.3975559;44.5627267
18995;11.8613770;45.4033034
36518;11.7856910;45.0985940
11946;12.2154270;45.4671500
22840;12.9672226;45.7721737
31532;12.1220180;45.4858310
40540;14.3077659;41.0647472
10644;10.8117400;44.8137340
31529;12.4115450;45.7823230
12688;12.3483791;45.8117874
38021;12.0158890;45.6790050
30639;12.5314832;41.8639823
39376;10.7984679;45.4990070
40986;11.7501636;45.7429487
41246;8.4180166;45.9656245
18243;12.1655930;45.8976588
5243;12.6018310;45.5482840
24415;8.9933781;44.9868746
40929;7.9516769;44.9504420
7685;9.0121062;44.9428496
21858;9.0616180;44.9729580
10976;10.8418110;45.1567430
25042;11.9288391;45.3997240
5192;11.7510688;45.3341442
20343;11.6080483;45.0851660
33031;11.8052764;42.0846719
23445;12.1267980;45.4866770
30831;8.6720320;44.8937930
40820;8.6995396;44.9176742
